Protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	subject_id	Gene_ID	explevel_log	transcript_ID
551188	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.002G054000.1	WUAT02022205.1	8.5312231	551188
551188	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.002G054000.1	WUAT02023397.1	8.057383934	551188
551188	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.002G054000.1	WUAT02022205.1	8.5312231	551188
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid metabolism	Lipid Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Lysine degradation	Amino Acid Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551227	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G057700.2	WUAT02021808.1	10.41835342	551227
551519	2.1.2.1	Glycine hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.	Pyridoxal-phosphate.	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.002G090200.1	WUAT02017614.1	9.239588264	551519
551519	2.1.2.1	Glycine hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.	Pyridoxal-phosphate.	\N	Methane metabolism	Energy Metabolism	METABOLIC	Potri.002G090200.1	WUAT02017614.1	9.239588264	551519
551519	2.1.2.1	Glycine hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.	Pyridoxal-phosphate.	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC	Potri.002G090200.1	WUAT02017614.1	9.239588264	551519
551519	2.1.2.1	Glycine hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.	Pyridoxal-phosphate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC	Potri.002G090200.1	WUAT02017614.1	9.239588264	551519
551519	2.1.2.1	Glycine hydroxymethyltransferase.	5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.	Pyridoxal-phosphate.	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.002G090200.1	WUAT02017614.1	9.239588264	551519
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02017528.1	10.77943945	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02004276.1	10.72455051	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02007253.1	4.422305019	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02017528.1	10.77943945	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02004276.1	10.72455051	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02007253.1	4.422305019	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02017528.1	10.77943945	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02004276.1	10.72455051	551637
551637	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G103800.1	WUAT02007253.1	4.422305019	551637
551863	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N	Potri.002G127300.1	WUAT02017055.1	5.712087119	551863
552027	3.1.1.11	Pectinesterase.	Pectin + N H(2)O = N methanol + pectate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC	Potri.002G145500.1	WUAT02006238.1	10.84798739	552027
552027	3.1.1.11	Pectinesterase.	Pectin + N H(2)O = N methanol + pectate.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.002G145500.1	WUAT02006238.1	10.84798739	552027
552034	2.2.1.1	Transketolase.	Sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-ribose 5-phosphate + D-xylulose 5-phosphate.	Thiamine pyrophosphate.	Wernicke-Korsakoff syndrome; MIM:277730.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC	Potri.002G146300.1	WUAT02006040.1	11.63695925	552034
552034	2.2.1.1	Transketolase.	Sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate = D-ribose 5-phosphate + D-xylulose 5-phosphate.	Thiamine pyrophosphate.	Wernicke-Korsakoff syndrome; MIM:277730.	Carbon fixation	Energy Metabolism	METABOLIC	Potri.002G146300.1	WUAT02006040.1	11.63695925	552034
552480	4.2.1.2	Fumarate hydratase.	(S)-malate = fumarate + H(2)O.	\N	Fumarase deficiency; MIM:136850.	Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC	Potri.002G201300.1	WUAT02007957.1	10.4400873	552480
552480	4.2.1.2	Fumarate hydratase.	(S)-malate = fumarate + H(2)O.	\N	Fumarase deficiency; MIM:136850.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.002G201300.1	WUAT02007957.1	10.4400873	552480
552617	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	Potri.002G187000.7	WUAT02009411.1	9.60490158	552617
552617	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC	Potri.002G187000.7	WUAT02007345.1	9.608472245	552617
552617	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY	Potri.002G187000.7	WUAT02009411.1	9.60490158	552617
552617	6.1.1.15	Proline--tRNA ligase.	ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY	Potri.002G187000.7	WUAT02007345.1	9.608472245	552617
552636	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N	Potri.002G213300.2	WUAT02006049.1	10.04677	552636
552645	4.1.1.31	Phosphoenolpyruvate carboxylase.	Phosphate + oxaloacetate = H(2)O + phosphoenolpyruvate + CO(2).	\N	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G214100.1	WUAT02006409.1	11.43816471	552645
552645	4.1.1.31	Phosphoenolpyruvate carboxylase.	Phosphate + oxaloacetate = H(2)O + phosphoenolpyruvate + CO(2).	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC	Potri.002G214100.1	WUAT02006409.1	11.43816471	552645
552645	4.1.1.31	Phosphoenolpyruvate carboxylase.	Phosphate + oxaloacetate = H(2)O + phosphoenolpyruvate + CO(2).	\N	\N	Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC	Potri.002G214100.1	WUAT02006409.1	11.43816471	552645
552732	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N	Potri.002G224100.1	WUAT02006503.1	9.559651803	552732
552900	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.017G134900.1	WUAT02006887.1	8.480021601	552900
552900	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.017G134900.1	WUAT02006887.1	8.480021601	552900
552900	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.017G134900.1	WUAT02006887.1	8.480021601	552900
552900	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.017G134900.1	WUAT02006887.1	8.480021601	552900
552900	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.017G134900.1	WUAT02006887.1	8.480021601	552900
553251	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G251700.1	WUAT02019608.1	8.932836802	553251
553251	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G251700.1	WUAT02019608.1	8.932836802	553251
553251	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.002G251700.1	WUAT02019608.1	8.932836802	553251
553251	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.002G251700.1	WUAT02019608.1	8.932836802	553251
553251	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.002G251700.1	WUAT02019608.1	8.932836802	553251
553299	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.002G256500.1	WUAT02007476.1	9.765080574	553299
553299	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G256500.1	WUAT02007476.1	9.765080574	553299
553299	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.002G256500.1	WUAT02007476.1	9.765080574	553299
553299	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.002G256500.1	WUAT02007476.1	9.765080574	553299
553299	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.002G256500.1	WUAT02007476.1	9.765080574	553299
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02000184.1	10.56453002	553334
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02011819.1	10.27041464	553334
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02001658.1	9.949372428	553334
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02000184.1	10.56453002	553334
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02011819.1	10.27041464	553334
553334	6.2.1.4	Succinate--CoA ligase (GDP-forming).	GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.002G259600.4	WUAT02001658.1	9.949372428	553334
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Tetrachloroethene degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Toluene and xylene degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553441	4.2.1.-	Hydro-lyases.	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.003G020300.2	WUAT02007570.1	11.6391888	553441
553916	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC	Potri.003G080900.2	WUAT02007228.1	11.12475048	553916
553916	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing).	2 ATP + L-glutamine + CO(2) + H(2)O = 2 ADP + phosphate + glutamate + carbamoyl phosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	Potri.003G080900.2	WUAT02007228.1	11.12475048	553916
553937	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N	Potri.007G051900.1	WUAT02017520.1	9.479790552	553937
553967	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	Potri.007G054900.1	WUAT02013626.1	9.688700453	553967
553967	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.007G054900.1	WUAT02013626.1	9.688700453	553967
553979	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	Potri.007G056200.1	WUAT02021274.1	6.799987397	553979
553979	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	Potri.007G056200.1	WUAT02018496.1	7.747821987	553979
553979	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	Potri.007G056200.1	WUAT02020634.1	10.0514459	553979
553979	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	Potri.007G056200.1	WUAT02016958.1	8.314068257	553979
554173	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N	Potri.003G108200.1	WUAT02004798.1	8.510729247	554173
554268	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.003G117500.1	WUAT02006913.1	10.94628305	554268
554268	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.003G117500.1	WUAT02006913.1	10.94628305	554268
554268	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.003G117500.1	WUAT02006913.1	10.94628305	554268
554268	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.003G117500.1	WUAT02006913.1	10.94628305	554268
554268	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G117500.1	WUAT02006913.1	10.94628305	554268
554376	1.14.11.12	Gibberellin-44 dioxygenase.	Gibberellin 44 + 2-oxoglutarate + O(2) = gibberellin 19 + succinate + CO(2).	Iron.	\N	\N	\N	\N	Potri.003G128100.1	WUAT02021068.1	9.312189775	554376
554665	5.3.3.5	Cholestenol delta-isomerase.	5-alpha-cholest-7-en-3-beta-ol = 5-alpha-cholest-8-en-3-beta-ol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC	Potri.003G160500.1	WUAT02021943.1	9.242227446	554665
554675	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC	Potri.003G161700.1	WUAT02008308.1	10.40624067	554675
554675	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.003G161700.1	WUAT02008308.1	10.40624067	554675
554675	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	Potri.003G161700.1	WUAT02008308.1	10.40624067	554675
555071	3.1.13.-	Exoribonucleases producing 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N	Potri.003G194400.2	WUAT02016334.1	8.427720649	555071
555202	2.7.1.137	1-phosphatidylinositol 3-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 3-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.003G220100.1	WUAT02008506.1	10.41524208	555202
556844	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.009G159800.1	WUAT02020386.1	8.365113602	556844
556844	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.009G159800.1	WUAT02020386.1	8.365113602	556844
556844	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.009G159800.1	WUAT02020386.1	8.365113602	556844
556844	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.009G159800.1	WUAT02020386.1	8.365113602	556844
556921	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.009G151500.2	WUAT02008691.1	9.485147302	556921
556921	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.009G151500.2	WUAT02008691.1	9.485147302	556921
556921	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.009G151500.2	WUAT02008691.1	9.485147302	556921
556921	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.009G151500.2	WUAT02008691.1	9.485147302	556921
556921	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.009G151500.2	WUAT02008691.1	9.485147302	556921
557223	4.1.1.20	Diaminopimelate decarboxylase.	Meso-2,6-diaminoheptanedioate = L-lysine + CO(2).	Pyridoxal-phosphate.	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	Potri.009G119300.1	WUAT02005547.1	9.394509467	557223
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.009G106900.1	WUAT02013087.1	9.393289548	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.009G106900.1	WUAT02004113.1	7.600576116	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.009G106900.1	WUAT02013087.1	9.393289548	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.009G106900.1	WUAT02004113.1	7.600576116	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.009G106900.1	WUAT02013087.1	9.393289548	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.009G106900.1	WUAT02004113.1	7.600576116	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.009G106900.1	WUAT02013087.1	9.393289548	557335
557335	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.009G106900.1	WUAT02004113.1	7.600576116	557335
