Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_4673	20.0933166356858	2.53373576767839	568	High-affinity methionine permease	Fusarium oxysporum	Ophiostoma piceae			high affinity methionine permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	26	0	4	91	18	0	0	4
gene_4724	1.87408616966093	2.24737229988563	479	L-xylulose reductase	Stachybotrys chartarum	Stachybotrys chartarum			l-xylulose reductase	3	F:sorbose 5-dehydrogenase (NADP+) activity; P:oxidation-reduction process; F:nucleotide binding	EC:1.1.1.123	N	14	8	4	0	0	0	0	0
gene_4785	13.8417915248186	3.95438276821796	479	Carboxypeptidase S1, putative	Penicillium oxalicum	Penicillium oxalicum	K16298	SCPL-IV; serine carboxypeptidase-like clade IV [EC:3.4.16.-]	carboxypeptidase s1	1	F:carboxypeptidase activity	-	Y	62	10	54	28	0	0	2	2
gene_4786	4.80914903695499	2.17563973702033	322	Nuclear cap-binding protein subunit 3	Grosmannia clavigera	Grosmannia clavigera			nucleic acid-binding protein	3	F:nucleic acid binding; F:nucleotide binding; C:ribonucleoprotein complex		N	4	8	26	12	0	0	6	0
gene_4816	43.8948339708293	2.7092988506727	525	Major facilitator superfamily transporter	Pestalotiopsis fici	Pestalotiopsis fici			mfs general substrate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	126	0	182	107	38	0	0	8
gene_4821	7.51831096019227	3.44778505283515	525	Proline iminopeptidase	Grosmannia clavigera	Ophiostoma piceae			proline iminopeptidase	2	P:proteolysis; F:peptidase activity		N	32	4	37	14	0	0	0	2
gene_4841	7.45886843968101	3.99256332869529	680	Sucrose-6-phosphate hydrolase (Invertase)	Nectria haematococca	Sporothrix schenckii	K01212	sacC; levanase [EC:3.2.1.65]	sucrose-6-phosphate hydrolase	2	F:hydrolase activity, acting on glycosyl bonds; P:metabolic process	-	Y	48	26	10	8	0	0	0	0
gene_4842	59.7687501468591	3.93367725943866	532	High-affinity glucose transporter	Neosartorya fischeri	Sporothrix schenckii			high-affinity glucose transporter	6	F:substrate-specific transmembrane transporter activity; C:integral to membrane; F:nucleic acid binding; F:zinc ion binding; P:transmembrane transport; P:carbohydrate transport	-	N	215	132	222	110	12	0	10	8
gene_4866	7.37227719178524	2.30438075553996	375	Phosphatidylinositol transfer protein SFH5	Podospora anserina	Ophiostoma piceae			cral trio domain containing protein	3	C:endoplasmic reticulum; C:organelle membrane; P:transport	-	N	14	16	36	14	6	0	2	0
gene_4904	48.785315369793	3.29281363915798	567	Quinate permease (Quinate transporter)	Grosmannia clavigera	Grosmannia clavigera			mfs quinate	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	78	429	136	29	3	0	36	4
gene_4958	3.00171663558738	2.80806234334511	282	Biotin biosynthesis bifunctional protein BioHC (Carboxylesterase BioH)	Pestalotiopsis fici	Ophiostoma piceae	K01259	pip; proline iminopeptidase [EC:3.4.11.5]	proline iminopeptidase	2	F:peptidase activity; P:proteolysis	-	N	16	24	4	0	0	0	0	0
gene_5100	5.45444248251791	2.17854666253262	288	Putative fructose-bisphosphate aldolase	Togninia minima	Ophiostoma piceae	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	fructose-bisphosphate aldolase	3	F:zinc ion binding; F:aldehyde-lyase activity; P:carbohydrate metabolic process	EC:4.1.2.0	N	0	6	8	24	4	0	2	0
gene_5101	6.20431495521314	2.27016111140325	607	Dihydroxyacetone kinase	Togninia minima	Ophiostoma piceae	K00863	E2.7.1.29, DAK1, DAK2; dihydroxyacetone kinase [EC:2.7.1.29]	dihydroxyacetone kinase	2	F:kinase activity; P:cellular metabolic process	-	N	17	36	10	8	0	0	8	0
gene_5147	9.18245117845279	2.5590417335848	335	CFEM domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			cfem domain containing protein	4	P:mycelium development; F:molecular_function; P:biological_process; C:cellular_component		Y	26	20	39	16	3	0	2	4
gene_5150	4.41090625363732	2.04948679295609	539	DUF1237 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1237 domain-containing protein	2	F:catalytic activity; P:metabolic process	-	Y	9	24	12	6	0	0	6	0
gene_5165	5.30723932331547	2.31932169317524	988	Probable polyketide synthase 19 (dipks19)	Eutypa lata	Ophiostoma piceae			nrps-like enzyme	4	P:metabolic process; F:nucleotide binding; F:catalytic activity; F:phosphopantetheine binding		N	15	14	12	12	0	0	6	0
gene_5208	4.24885963115821	2.27381432693094	409	Serine/threonine-protein kinase ark1 (Aurora-related kinase 1)	Togninia minima	Ophiostoma piceae	K08850	AURKX; aurora kinase, other [EC:2.7.11.1]	aur protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	15	8	26	4	0	0	2	2
gene_521	7.42802506263931	3.98696152328226	624	Quinidine resistance protein 1	Gaeumannomyces graminis	Gaeumannomyces graminis			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	24	0	8	30	0	0	0	0
gene_5336	31.3417224556901	2.02828316980646	188	Cold-inducible RNA-binding protein (Glycine-rich RNA-binding protein CIRP)	Scedosporium apiospermum	Ophiostoma piceae	K13195	CIRBP; cold-inducible RNA-binding protein	glycine-rich rna-binding protein	2	F:organic cyclic compound binding; 	-	N	78	126	103	34	23	0	23	9
gene_5390	24.6847231695019	5.19125909499279	409	Cuticle-degrading protease (Chymoelastase)	Scedosporium apiospermum	Ophiostoma piceae	K13050	PCSK9; proprotein convertase subtilisin/kexin type 9 [EC:3.4.21.-]	subtilisin-like protease pr1a	2	P:metabolic process; F:serine-type peptidase activity	-	Y	182	18	40	36	0	0	2	0
gene_5412	3.17439133398871	2.27418671683568	111	Putative uncharacterized protein	Aspergillus clavatus	Ophiostoma piceae			stress responsive a b barrel domain protein	0	-		N	8	16	6	6	0	0	0	2
gene_5477	1.66102098263298	2.11171308024628	1 183	Putative endochitinase	Moniliophthora roreri	Ophiostoma piceae	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]	class v	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:metabolic process; F:binding	EC:3.2.1.0	Y	4	0	0	8	0	0	0	0
gene_5485	21.8838043826078	3.23844441589448	371	Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 (Glycolate oxidase 5)	Colletotrichum gloeosporioides	Ophiostoma piceae	K11517	HAO; (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	fmn-dependent dehydrogenase family protein	3	F:(S)-2-hydroxy-acid oxidase activity; P:oxidation-reduction process; F:FMN binding	EC:1.1.3.15	N	53	0	110	58	14	0	0	0
gene_5486	2.66214141699123	2.66090188921107	504	MYB-like DNA-binding protein BAS1	Colletotrichum gloeosporioides	Ophiostoma piceae	K09423	BAS1; Myb-like DNA-binding protein BAS1	myb-like dna-binding protein bas1	2	F:DNA binding; F:chromatin binding	-	N	8	0	6	10	0	0	0	0
gene_5488	46.0712567008222	2.28913539901822	555	AAT family amino acid transporter	Cladophialophora psammophila	Cladophialophora psammophila			aat family amino acid transporter	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	162	7	221	74	62	0	0	0
gene_5504.1	7.05666189989477	2.9448891891178	1 345	Dual oxidase/fused cytochrome P450 (CYP6006A1)	Colletotrichum gloeosporioides	Ophiostoma piceae	K13411	DUOX, THOX; dual oxidase [EC:1.6.3.1 1.11.1.-]	protein	7	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:electron carrier activity; F:iron ion binding; P:response to oxidative stress; F:peroxidase activity		Y	14	6	26	22	2	0	2	0
gene_5611	23.1246208974208	3.31822223915797	798	Ribonuclease T2-like	Pestalotiopsis fici	Ophiostoma piceae			endonuclease exonuclease phosphatase	1	F:nuclease activity	-	Y	105	22	90	38	11	0	4	0
gene_5638	124.393714410964	2.77798447103994	797	Beta-glucosidase	Grosmannia clavigera	Ophiostoma piceae			glycoside hydrolase family 3 protein	2	F:hydrolase activity, acting on glycosyl bonds; P:metabolic process	-	Y	120	1082	424	62	16	0	16	112
gene_5640	178.596971934182	2.95583725141893	417	Carbonic anhydrase, alpha-class	Grosmannia clavigera	Ophiostoma piceae	K01674	cah; carbonic anhydrase [EC:4.2.1.1]	carbonic alpha-class	1	C:cellular_component		Y	542	467	704	277	68	0	24	89
gene_5688	66.271547304011	2.0128574502945	1 102	Putative uncharacterized protein	Neurospora crassa	Ophiostoma piceae			glycoside hydrolase family 115 protein	1	F:hydrolase activity		Y	20	605	104	58	6	0	92	34
gene_5719	6.26494790942644	2.4707283210256	547	DUF1671 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1671 domain containing protein	3	F:zinc ion binding; P:biological_process; C:intracellular		N	11	28	25	10	2	0	4	0
gene_5723	10.8400270169859	2.22263708339252	236	Uracil phosphoribosyltransferase	Grosmannia clavigera	Ophiostoma piceae	K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]	uracil phosphoribosyltransferase	2	P:pyrimidine-containing compound salvage; F:uracil phosphoribosyltransferase activity	EC:2.4.2.9	N	31	24	40	18	4	0	12	0
gene_5753	3.02761024684481	2.45598451876717	148	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6253	3	F:molecular_function; P:biological_process; C:cellular_component		N	18	3	10	4	1	0	0	0
gene_5764	14.2444026980962	2.21638668550604	2 161	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			related to glucan 4-alpha-glucosidase	0	-		N	26	50	28	32	6	0	16	0
gene_5801	2.82899788946711	2.73508795583225	570	Polyamine transporter 4	Colletotrichum gloeosporioides	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	17	4	12	3	0	0	0	0
gene_5885	19.2933644871516	2.53398772889761	425	Neutral cholesterol ester hydrolase 1 (Chlorpyrifosoxon-binding protein)	Gaeumannomyces graminis	Ophiostoma piceae			alpha beta hydrolase fold protein	2	F:hydrolase activity; P:metabolic process		N	101	32	50	22	8	0	6	9
gene_599	3.04889127353129	2.82736837559919	104	Centromere protein S (Apoptosis-inducing TAF9-like domain-containing protein 1 homolog)	Grosmannia clavigera	Ophiostoma piceae	K11511	APITD1, CENPS, MHF1; centromere protein S	apoptosis-inducing taf9-like domain protein	1	F:protein heterodimerization activity	-	N	6	24	2	6	0	0	0	0
gene_6008	3.54540164059972	3.01628294521048	240	26S proteasome non-ATPase regulatory subunit 9	Neurospora crassa	Ophiostoma piceae	K06693	PSMD9; 26S proteasome non-ATPase regulatory subunit 9	26s proteasome non-atpase regulatory subunit 9	1	C:proteasome complex		N	8	0	4	16	0	0	0	0
gene_6024	8.92417047465297	2.41017656425911	1 334	Potassium/chloride co-transporter	Grosmannia clavigera	Ophiostoma piceae	K14429	SLC12A9, CCC6; solute carrier family 12 (potassium/chloride transporters), member 9	solute carrier family 12 member 3	1	P:transport	-	N	30	39	33	7	2	0	2	6
gene_6209	7.83588694924057	2.22008070991446	391	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (Picolinate carboxylase)	Colletotrichum higginsianum	Ophiostoma piceae	K03392	E4.1.1.45, ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	uracil-5-carboxylate decarboxylase	2	F:uracil-5-carboxylate decarboxylase activity; P:metabolic process	EC:4.1.1.66	N	25	5	31	16	7	0	0	2
gene_6231	1.60827125034099	2.07606049617168	462	Uncharacterized transporter C1002.16c	Togninia minima	Sporothrix schenckii			mfs transporter	2	C:integral to membrane; P:transmembrane transport		N	6	0	2	6	0	0	0	0
gene_6234	4.91479507889792	2.11343688168822	245	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			carboxymuconolactone decarboxylase	0	-		N	22	6	8	10	2	0	4	0
gene_6238	234.502494831388	4.17992328870715	807	Peptide transporter	Trichoderma reesei	Ophiostoma piceae			opt oligopeptide transporter	1	P:transmembrane transport	-	N	742	71	716	702	84	0	4	12
gene_6246	25.9619056395615	2.00145882275773	507	UNC93-like protein C922.05c	Colletotrichum sublineola	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	99	16	111	34	14	0	9	22
gene_6257	2.4536273956299	2.56248783951429	443	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_471	0	-		N	22	0	11	0	0	0	0	0
gene_6346	667.467757344525	6.39488296467627	410	Alkaline proteinase	Trichoderma virens	Ophiostoma piceae	K14645	K14645; serine protease [EC:3.4.21.-]	alkaline proteinase	5	C:extracellular region; P:negative regulation of catalytic activity; P:proteolysis; F:identical protein binding; F:serine-type endopeptidase activity	EC:3.4.21.0	Y	2289	754	2675	1653	19	0	28	23
gene_6412	5.3753700755912	2.92500836349203	387	Arginase family protein	Grosmannia clavigera	Ophiostoma piceae	K01480	E3.5.3.11, speB; agmatinase [EC:3.5.3.11]	arginase family protein	2	F:metal ion binding; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	EC:3.5.3.0	Y	7	0	28	18	2	0	0	0
gene_6413	6.95079566149573	2.45648224416221	560	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			synaptic vesicle transporter svop	2	C:integral to membrane; P:transmembrane transport	-	N	32	0	22	14	6	0	0	0
gene_6433	4.40501653994661	3.29425800128829	247	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein GLRG_01903	0	-		Y	18	4	12	12	0	0	0	0
gene_6434	1.86820843594545	2.24379606418945	110	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			hypothetical protein FPSE_02434	0	-		Y	8	8	1	4	0	0	0	0
gene_6462	3.23703052708201	2.23635085273244	597	Multidrug efflux transporter Eurofung	Aspergillus nidulans	Ophiostoma piceae			mfs drug transporter	2	C:integral to membrane; P:transmembrane transport		N	18	10	10	2	2	0	0	0
gene_6498	79.0898685014735	2.32149840099125	451	NAD-dependent epimerase/dehydratase	Verticillium alfalfae	Verticillium alfalfae			nad-dependent epimerase dehydratase	1	F:nucleotide binding	-	N	98	553	350	32	6	4	56	36
gene_6522	1.98167027092525	2.31131144338866	1 229	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7968	0	-		N	4	20	8	0	0	0	0	0
gene_6533	175.742502964747	2.55942907728821	407	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_2019	0	-		Y	348	826	620	225	67	0	95	77
gene_6591	20.2835180402825	2.84769790203188	380	L-asparaginase	Pestalotiopsis fici	Ophiostoma piceae	K01424	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	l-asparaginase	1	P:cellular amino acid metabolic process	-	Y	73	20	88	36	12	0	0	6
gene_6638	14.3236868956889	2.16086308280492	468	Putative uncharacterized protein	 	Ophiostoma piceae			unnamed protein product	0	-		Y	43	25	32	31	2	0	6	14
gene_6682	9.02983558594247	4.25245132416758	552	Cationic amino acid transporter 1	Byssochlamys spectabilis	Ophiostoma piceae			amino acid	3	C:membrane; P:amino acid transport; P:transmembrane transport	-	N	40	0	84	6	0	0	0	0
gene_6719	3.84495306609092	2.60419906717105	122	Putative uncharacterized protein	Chaetomium thermophilum	Ophiostoma piceae			X-like protein	0	-		N	13	17	10	6	0	0	2	0
gene_6727	22.18940617242	3.13801020353913	783	Oligopeptide transporter 5 (AtOPT5)	Grosmannia clavigera	Ophiostoma piceae			oligopeptide transporter 6	1	P:transmembrane transport	-	N	100	0	42	58	4	0	15	0
gene_6751	1.88014133191603	2.25104724277714	220	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2319	0	-		Y	3	4	13	4	0	0	0	0
gene_6772	89.6581840541764	2.16139715448015	557	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2485	0	-		Y	200	167	349	165	64	0	32	50
gene_678	6.10474847610809	2.43267902433307	812	Acetylcholinesterase (AChE)	Pestalotiopsis fici	Ophiostoma piceae			crystal protein	5	F:hydrolase activity; P:biological_process; C:cellular_component; F:cholinesterase activity; F:carboxylesterase activity		N	26	22	18	6	2	0	4	0
gene_6809	12.8798772955325	2.33436493946777	1 663	Ras GTPase-activating-like protein rng2 (Ring assembly protein 2)	Grosmannia clavigera	Ophiostoma piceae	K05767	IQGAP; IQ motif containing GTPase activating protein	X-like protein	4	P:positive regulation of Ras GTPase activity; F:nucleotide binding; C:intracellular; F:Ras GTPase activator activity	-	N	72	26	36	9	8	0	2	6
gene_6817	3.96065688625796	3.15725618027207	613	Putative uncharacterized protein	Colletotrichum orbiculare	Ophiostoma piceae			hypothetical protein NEUTE2DRAFT_168742	2	F:ATP binding; P:biological_process		N	9	0	4	18	0	0	0	0
gene_6944	13.2631557855302	2.51206558240444	65	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_2807	0	-		Y	31	48	48	21	8	0	6	1
gene_6964	3.36471767693173	2.95036302709519	591	Fatty acid transporter protein	Grosmannia clavigera	Ophiostoma piceae			fatty acid transporter	1	F:catalytic activity	-	N	16	4	32	0	0	0	0	0
gene_6975	15.9031950387654	2.07599921630853	95	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7430	3	F:molecular_function; P:biological_process; C:cellular_component		N	8	12	98	38	20	0	0	3
gene_7063	7.73426904725151	2.29461170260288	636	Putative uncharacterized protein	Scedosporium apiospermum	Ophiostoma piceae			hypothetical protein GLRG_10801	0	-		N	10	30	50	8	2	0	8	0
gene_7082	445.328395072038	2.09448505790602	555	Probable glucose transporter rco-3	Neurospora crassa	Ophiostoma piceae			hexose transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	924	1312	1886	602	138	6	346	288
gene_7180	6.99025890537986	2.46492283893366	503	Homogentisate 1,2-dioxygenase, putative	Talaromyces marneffei	Ophiostoma piceae			homogentisate -	4	F:homogentisate 1,2-dioxygenase activity; P:L-phenylalanine catabolic process; P:oxidation-reduction process; P:tyrosine metabolic process	EC:1.13.11.5	N	20	30	50	0	6	0	0	0
gene_7188	15.9221602751347	2.16039698486958	500	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_44	1	P:cell adhesion		N	34	74	34	25	9	0	7	8
gene_7189	23.1492678946614	2.91552664023949	162	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	85	51	75	39	12	0	6	3
gene_7199	36.3511634826409	3.16100866584564	545	Sugar transporter STL1	Myceliophthora thermophila	Ophiostoma piceae			sugar transporter stl1	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	68	263	125	28	0	0	26	8
gene_7218	2.53021827038178	2.59942171655495	585	Cytochrome P450 (CYP590B1)	Fusarium oxysporum	Ophiostoma piceae			cytochrome p450	9	F:heme binding; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:electron carrier activity; P:oxidation-reduction process; F:oxidoreductase activity; C:cellular_component; F:metal ion binding; F:monooxygenase activity		Y	6	6	18	4	0	0	0	0
gene_7219	4.86306634475579	2.52370951694061	435	L-saccharopine oxidase	Fusarium oxysporum	Fusarium oxysporum	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	sarcosine oxidase	1	P:metabolic process	-	N	14	22	24	4	0	0	4	0
gene_7220	9.38122553089102	4.30468998489609	585	Delta-1-pyrroline-5-carboxylate dehydrogenase	Verticillium alfalfae	Verticillium alfalfae	K00294	E1.5.1.12; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.1.12]	delta-1-pyrroline-5-carboxylate dehydrogenase	4	F:1-pyrroline-5-carboxylate dehydrogenase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; P:proline biosynthetic process; P:oxidation-reduction process	EC:1.5.1.12; EC:1.2.1.0	N	18	69	55	4	0	0	0	0
gene_7222	19.7213669541445	2.21927450523881	492	Probable proline dehydrogenase, mitochondrial	Penicillium roqueforti	Ophiostoma piceae	K00318	E1.5.99.8; proline dehydrogenase [EC:1.5.99.8]	proline oxidase	3	P:glutamine family amino acid metabolic process; P:biosynthetic process; F:catalytic activity	-	N	18	110	86	22	16	0	4	8
gene_7223	6.43775559028053	3.79446901691412	574	General amino acid permease AGP2	Nectria haematococca	Nectria haematococca	K16261	YAT; yeast amino acid transporter	amino acid transporter	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	36	8	32	7	0	0	0	0
gene_7251	22.6332819716028	2.48903655432036	826	Putative cellulose synthase 3 (Cyclic di-GMP-binding domain)	Exophiala dermatitidis	Ophiostoma piceae	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]	glycosyl transferase	1	F:transferase activity		N	34	12	138	50	15	0	2	10
gene_7264	50.97102942329	2.97792953156668	335	Putative uncharacterized protein	Sclerotinia sclerotiorum	Ophiostoma piceae			gegh16 protein	0	-		N	123	111	166	117	19	0	18	13
gene_7265	27.7994454502244	2.27902858076023	375	Putative uncharacterized protein	Botrytis cinerea	Ophiostoma piceae			gegh16 protein	0	-		Y	89	49	111	41	25	0	7	7
gene_7294	1.77828510405813	2.18794829685884	300	Uncharacterized oxidoreductase uxuB	Sordaria macrospora	Ophiostoma piceae			short chain dehydrogenase reductase family protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	0	2	0	10	0	0	0	0
gene_7314	11.7011557647126	2.77253095562306	411	GPCR, PTH11-type Fragment	Trichoderma reesei	Trichoderma reesei			integral membrane protein	0	-		N	36	54	30	16	0	0	4	7
gene_7321	23.4951290407731	2.22162030335209	760	Alpha-l-rhamnosidase	Grosmannia clavigera	Ophiostoma piceae			alpha-l-rhamnosidase a	1	F:catalytic activity	-	N	34	234	32	6	8	0	10	18
gene_736	24.2668530852822	3.63837036644827	356	Lipase (Triacylglycerol lipase)	Togninia minima	Ophiostoma piceae	K01066	E3.1.1.-; esterase / lipase [EC:3.1.1.-]	extracellular lipase	1	F:hydrolase activity	-	Y	40	220	66	16	2	0	10	2
gene_737	18.9651830004865	2.47157348413499	879	Beta-glucosidase F (Cellobiase F/Gentiobiase F)	Pestalotiopsis fici	Ophiostoma piceae			beta-glucosidase 1	2	F:hydrolase activity, acting on glycosyl bonds; P:metabolic process	-	Y	32	114	76	16	0	0	16	10
gene_7406	648.717641273566	2.96083449816319	164	Small secreted protein	Togninia minima	Ophiostoma piceae			small secreted protein	0	-		Y	1733	1694	2296	1209	256	0	215	211
gene_7414	9.10333594947126	2.17122546314738	781	Small oligopeptide transporter	Grosmannia clavigera	Grosmannia clavigera			small oligopeptide opt family	1	P:transmembrane transport	-	N	21	2	58	16	8	0	4	0
gene_7475	2.97401234434629	2.12348615421149	659	Laccase-1 (Benzenediol:oxygen oxidoreductase 1/Diphenol oxidase 1/Ligninolytic phenoloxidase/Urishiol oxidase 1)	Grosmannia clavigera	Ophiostoma piceae			laccase precursor	6	P:secondary metabolic process; F:copper ion binding; P:cellulose catabolic process; F:hydroquinone:oxygen oxidoreductase activity; P:cellular metabolic process; C:extraorganismal space	-	Y	2	4	6	12	2	0	0	0
gene_7503	17.8029668899455	2.54338551817941	510	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7116	0	-		Y	59	24	99	22	10	0	9	2
gene_7553	20.6658185139169	2.50606289793741	651	Phosphoprotein phosphatase	Grosmannia clavigera	Ophiostoma piceae			phosphoprotein phosphatase	2	F:binding; F:hydrolase activity	-	Y	80	32	48	40	11	0	6	8
gene_7561	2.59836670683085	2.63150790423642	685	WSC domain containing protein	Grosmannia clavigera	Ophiostoma piceae			wsc domain	0	-		Y	9	4	5	8	0	0	0	0
gene_7571	6.96638846730642	2.97407285451944	540	Myo-inositol transporter 2	Grosmannia clavigera	Ophiostoma piceae	K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13	glycoside hydrolase family 72	4	C:membrane; F:catalytic activity; P:transport; F:transmembrane transporter activity	-	N	6	18	18	24	0	0	2	2
gene_7704	4.03086234481596	2.66726336695713	280	Putative uncharacterized protein	Aspergillus niger	Ophiostoma piceae			hypothetical protein ANI_1_1784094	2	C:cytoplasm; C:nucleus		Y	42	0	6	0	0	0	2	0
gene_7714	5.42256576403827	2.06757863834349	277	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein GLRG_06468	3	F:molecular_function; P:biological_process; C:cellular_component		N	6	16	31	9	0	0	8	0
gene_7813	100.576532970628	3.63743192370652	206	Secreted protein	Grosmannia clavigera	Grosmannia clavigera			bacterial-type extracellular deoxyribonuclease	0	-		Y	463	51	315	206	7	6	3	12
gene_7899	5.12592880061156	2.16878856970016	490	Major facilitator superfamily transporter phospholipid transporter	Grosmannia clavigera	Ophiostoma piceae			mfs phospholipid transporter git1	3	P:transmembrane transport; C:integral to membrane; F:transmembrane transporter activity	-	N	32	0	21	4	0	0	2	4
gene_7928	31.0536902208017	2.32643154500703	427	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7409	0	-		N	77	38	168	49	13	0	12	20
gene_7943	4.47723027573913	3.31534313605685	503	Pantothenate transporter liz1	Colletotrichum gloeosporioides	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	27	0	0	0	0
gene_7955.1	221.290846095804	3.17031755934595	816	Probable beta-glucosidase G (Cellobiase G/Gentiobiase G)	Grosmannia clavigera	Ophiostoma piceae	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	beta-glucosidase 2	10	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:hydrolase activity; P:metabolic process; P:carbohydrate metabolic process; F:hydrolase activity, acting on glycosyl bonds; P:cellulose catabolic process; P:polysaccharide catabolic process; F:beta-glucosidase activity; C:extracellular region; C:cellular_component	EC:3.2.1.21	Y	220	1913	710	161	4	10	52	81
gene_7957.1	1.67168991054942	2.11881811950967	151	2-aminomuconate deaminase / L-PSP endoribonuclease	Penicillium rubens	Ophiostoma piceae			endoribonuclease l-psp	0	-		N	6	1	8	4	0	0	0	0
gene_7958	1.7760936462087	2.18655991623041	539	Benzoate 4-monooxygenase (CYP5128E2)	Grosmannia clavigera	Ophiostoma piceae	K00488	CYP27A; cholestanetriol 26-monooxygenase [EC:1.14.13.15]	benzoate 4-monooxygenase cytochrome	8	F:metal ion binding; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:oxidoreductase activity; F:electron carrier activity; F:iron ion binding; F:monooxygenase activity		N	4	0	8	6	0	0	0	0
gene_7960	3.74957245611118	2.43376237771446	434	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			duf1479 domain protein	0	-		N	22	0	18	4	2	0	0	0
