Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_1966	14.5009920468267	-2.04839454977723	558	Amino acid permease	Grosmannia clavigera	Ophiostoma piceae	K16261	YAT; yeast amino acid transporter	amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	22	2	10	0	6	8	34	18
gene_1967	5.22984769531783	0.790930529285906	524	Quinate permease (Quinate transporter)	Talaromyces stipitatus	Ophiostoma piceae			mfs quinate	5	P:transmembrane transport; C:integral to membrane; P:regulation of transcription, DNA-dependent; F:substrate-specific transmembrane transporter activity; P:transcription from RNA polymerase II promoter	-	N	0	50	8	0	0	0	10	8
gene_1968	0.858812463122815	-1.21359915094725	270	Putative uncharacterized protein	Exophiala dermatitidis	Ophiostoma piceae			hypothetical protein HMPREF1120_09103	0	-		N	0	1	0	0	0	0	4	4
gene_1969	15.452078231239	-0.596337210584196	819	Putative uncharacterized protein	Myceliophthora thermophila	Ophiostoma piceae			hypothetical protein MYCTH_2309743	1	F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor		N	32	34	12	4	30	0	30	28
gene_197	6.07445394320879	0.314632343102572	335	3-oxo-5-alpha-steroid 4-dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K12345	SRD5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.99.5]	3-oxo-5-alpha-steroid 4-dehydrogenase	6	P:lipid metabolic process; C:cytoplasm; C:integral to membrane; F:oxidoreductase activity, acting on the CH-CH group of donors; F:molecular_function; P:biological_process		N	2	32	12	4	10	0	4	10
gene_1970	4.04570218672569	-0.932146578351629	611	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_2630	0	-		N	0	4	0	6	8	0	6	12
gene_1971	1.4990206982708	-1.24888907575661	706	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2568	0	-		N	0	4	0	0	8	0	2	1
gene_1972	13.3601985400372	-0.077498544219384	480	Tor signaling pathway regulator	Grosmannia clavigera	Ophiostoma piceae			tap42-like family protein	1	P:regulation of signal transduction		N	44	8	12	10	35	0	17	10
gene_1973	11.1555032794468	0.138164587413191	352	3-methyl-2-oxobutanoate hydroxymethyltransferase	Colletotrichum fioriniae	Ophiostoma piceae	K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	3-methyl-2-oxobutanoate hydroxymethyltransferase	4	F:3-methyl-2-oxobutanoate hydroxymethyltransferase activity; P:pantothenate biosynthetic process; P:methylation; F:methyltransferase activity	EC:2.1.2.11; EC:2.1.1.0	N	25	2	18	16	14	0	18	18
gene_1974	2.63686052197075	1.6723757203436	177	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	Neurospora tetrasperma	Ophiostoma piceae			ubiquitin-like protein atg12	3	C:cytoplasm; P:autophagic vacuole assembly; P:protein transport	-	N	10	22	2	0	0	0	4	0
gene_1975	0	0	109	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_1976	14.368732303189	0.827666428462685	546	Ras modification protein ERF4	Fusarium oxysporum	Ophiostoma piceae			hypothetical protein FOXB_03631	0	-		N	35	18	30	22	8	0	8	31
gene_1977	11.5620576884094	-0.071032378254062	1 072	tRNA exportin	Grosmannia clavigera	Ophiostoma piceae	K14288	XPOT; exportin-T	trna exportin	2	F:RNA binding; C:intracellular part	-	N	21	20	30	6	12	0	30	16
gene_1978	12.0246546323609	0.0580688270972795	584	Structure-specific recognition protein	Grosmannia clavigera	Ophiostoma piceae	K09272	SSRP1; structure-specific recognition protein 1	fact complex subunit pob-3	6	P:DNA replication; F:DNA binding; C:chromosome; C:nucleus; P:regulation of transcription, DNA-dependent; P:DNA repair	-	N	2	46	16	14	24	0	16	14
gene_1979	1.84161826328776	1.50123532159887	324	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein GGTG_01868	0	-		N	5	3	12	2	2	0	0	0
gene_198	6.83916076972308	0.326918955878978	270	Alpha-ketoglutarate-dependent dioxygenase ABH6	Trichoderma atroviride	Ophiostoma piceae	K10768	ALKBH6; alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-]	alkylated dna repair protein alkb homolog 6	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	EC:1.14.11.0	N	6	8	10	14	9	0	10	9
gene_1980	43.6336846815291	-0.645586232847102	1 913	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7715	2	F:zinc ion binding; C:intracellular		N	35	104	94	15	43	4	60	120
gene_1981	19.5171593946254	0.580977468333429	542	Aspartyl aminopeptidase	Grosmannia clavigera	Ophiostoma piceae	K01267	E3.4.11.21, DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	aspartyl aminopeptidase	6	C:ribosome; C:fungal-type vacuole lumen; F:aminopeptidase activity; P:proteolysis; F:zinc ion binding; F:metallopeptidase activity	EC:3.4.11.0	N	34	52	51	18	16	2	32	12
gene_1982	14.0895556980569	-0.573228961655283	1 241	DUF1740 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1740 domain containing protein	0	-		N	4	64	13	4	4	4	28	22
gene_1983	12.0755055078201	0.146544117918054	917	H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5)	Grosmannia clavigera	Ophiostoma piceae	K05393	CLCNF; chloride channel, other eukaryote	chloride channel protein 3	5	P:mycelium development; F:voltage-gated chloride channel activity; P:transmembrane transport; C:membrane; P:chloride transport	-	N	18	44	22	6	12	0	17	25
gene_1984	9.47201891406305	0.842383289765343	797	Kinesin family protein	Podospora anserina	Ophiostoma piceae	K17387	KIF23; kinesin family member 23	kinesin family protein	7	F:ATP binding; C:kinesin complex; F:nucleotide binding; F:microtubule motor activity; F:microtubule binding; P:microtubule-based movement; C:microtubule		N	9	8	27	21	4	0	2	24
gene_1986	16.4723681801136	-0.364766281620026	78	Putative uncharacterized protein	Byssochlamys spectabilis	Sporothrix schenckii			hypothetical protein CMQ_7696	2	P:response to wounding; F:serine-type endopeptidase inhibitor activity		N	17	11	46	15	33	0	30	24
gene_1987	10.0091937939882	1.08122910529166	201	Translation machinery-associated protein 20	Grosmannia clavigera	Ophiostoma piceae	K07575	K07575; PUA domain protein	pua domain-containing protein	1	F:RNA binding	-	N	20	22	6	22	4	0	16	10
gene_1988	25.8196138564051	-0.711922068124368	222	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7322	0	-		N	33	28	55	13	9	10	20	51
gene_1989	42.3496653684096	0.439767159846411	319	Putative apospory-associated protein c	Grosmannia clavigera	Ophiostoma piceae	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	apospory-associated protein c	1	F:catalytic activity	-	N	90	106	112	26	34	4	46	60
gene_199	82.03927636948	0.0364112961347502	1 725	Protein HOS4	Colletotrichum fioriniae	Ophiostoma piceae	K06867	Unclassified; Poorly Characterized	ankyrin repeat protein	0	-		N	117	197	164	65	81	2	132	158
gene_1990	6.79717714199621	1.95094041978281	782	Phenylalanine/tyrosine ammonia-lyase	Thielavia terrestris	Ophiostoma piceae	K10775	E4.3.1.24; phenylalanine ammonia-lyase [EC:4.3.1.24]	phenylalanine ammonia-	2	P:metabolic process; F:lyase activity	-	N	22	18	20	10	2	0	0	8
gene_1991	4.01214447307073	1.10076944091797	1 100	Ankyrin repeat domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			ankyrin repeat-containing	0	-		N	14	4	27	0	6	0	4	0
gene_1992	3.1455818582756	1.45088272816689	547	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7643	0	-		N	2	20	12	3	2	0	4	0
gene_1993	32.4115965993867	0.0499854433000491	1 016	Alpha beta hydrolase fold family	Grosmannia clavigera	Ophiostoma piceae			alpha beta hydrolase fold family	1	F:hydrolase activity		N	34	62	65	38	51	2	26	54
gene_1994	0.184263372024093	-0.452623628439578	191	Putative uncharacterized protein	Fusarium oxysporum	Sporothrix schenckii			hypothetical protein THITE_2094668	1	F:binding	-	Y	0	0	0	0	0	0	2	0
gene_1995	0.880824215061009	0.618785349715279	620	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_00751	3	P:mycelium development; F:molecular_function; C:cellular_component		N	2	6	2	0	2	0	0	0
gene_1996	20.9085882118535	0.0982831294179999	170	Succinate dehydrogenase (ubiquinone) cytochrome b small subunit, mitochondrial (CybS)	Myceliophthora thermophila	Ophiostoma piceae	K00237	SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit	succinate dehydrogenase membrane anchor subunit	2	F:binding; P:cellular respiration	-	N	32	56	65	7	13	0	48	38
gene_1997	10.9437128083664	-0.653103866573463	739	Tyrosyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	tyrosine--trna ligase mitochondrial (cyt-18)	4	F:nucleotide binding; F:aminoacyl-tRNA ligase activity; P:tRNA aminoacylation for protein translation; C:cytoplasm	-	N	14	18	22	4	25	0	20	18
gene_1998	5.88465797514349	1.05684109034477	779	Nitrogen permease regulator 2 homolog	Grosmannia clavigera	Ophiostoma piceae			nitrogen permease regulator	0	-		N	16	8	18	8	8	0	6	2
gene_1999	46.5969733456173	0.0774743631971724	445	Ubiquitin-like protein	Grosmannia clavigera	Sporothrix schenckii	K04523	UBQLN, DSK2; ubiquilin	deubiquitination-protection protein dph1	2	F:molecular_function; C:cellular_component		N	71	102	88	42	42	10	59	41
gene_2.1	13.2817698349016	1.53005886695062	576	C6 zinc finger fungal transcription factor	Exophiala aquamarina	Exophiala aquamarina				9	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; P:transcription, DNA-dependent; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; F:DNA binding; F:metal ion binding		N	24	57	66	6	11	0	6	12
gene_20	18.8431026260848	-0.58679011779951	712	RNA-binding post-transcriptional regulator cip2 (Csx1-interacting protein 2)	Grosmannia clavigera	Ophiostoma piceae			rna-binding post-transcriptional regulator cip2	2	F:nucleic acid binding; F:nucleotide binding		N	14	21	45	15	37	2	27	27
gene_200	12.8436209680485	-0.196783738766524	368	GTP-binding protein	Grosmannia clavigera	Ophiostoma piceae	K06944	Unclassified; Poorly Characterized	gtp-binding protein rbg1	1	F:GTP binding	-	N	24	10	48	4	17	0	35	15
gene_2000	11.0385221973312	-0.146617078131627	578	Chromodomain Y-like protein (CDY-like)	Cyberlindnera fabianii	Ophiostoma piceae			chromodomain containing protein	2	C:nucleus; F:DNA binding		N	26	20	27	2	2	4	13	12
gene_2001	24.2457349665394	1.50599625129829	342	Quinone oxidoreductase-like protein 2 homolog	Grosmannia clavigera	Ophiostoma piceae			alcohol dehydrogenase	4	F:oxidoreductase activity; F:nucleotide binding; P:oxidation-reduction process; F:zinc ion binding	-	N	76	82	73	17	12	0	28	19
gene_2002	18.5613096280831	-0.257631786456181	1 077	Importin beta-like protein KAP120 (Karyopherin-120)	Grosmannia clavigera	Ophiostoma piceae			importin-beta domain-containing protein	3	P:intracellular protein transport; F:protein transporter activity; C:intracellular		N	26	28	40	14	20	4	20	26
gene_2003	4.44708072350184	0.757968752613486	1 523	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein CH063_06820	3	F:DNA binding; F:molecular_function; P:biological_process		N	16	6	16	2	6	0	4	4
gene_2004	52.7166513562198	0.744635928696514	677	Lysophospholipase plb1	Grosmannia clavigera	Ophiostoma piceae	K13333	PLB; lysophospholipase [EC:3.1.1.5]	lysophospholipase plb1	3	F:phospholipase activity; P:metabolic process; P:phospholipid catabolic process		Y	86	128	143	62	89	0	35	52
gene_2004.1	0	0	289	Conserved hypothetical protein	Togninia minima	Ophiostoma piceae				0	-		N	0	0	0	0	0	0	0	0
gene_2005	10.5516014121016	1.83891688969305	648	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_944	3	F:molecular_function; P:biological_process; C:cellular_component		N	31	13	27	22	2	0	10	8
gene_2006	6.76760220359648	-1.52410538844853	525	Palmitoyltransferase PFA4 (Protein fatty acyltransferase 4)	Grosmannia clavigera	Ophiostoma piceae			palmitoyltransferase pfa4	3	F:metal ion binding; F:zinc ion binding; F:transferase activity		N	2	0	18	2	6	4	11	4
gene_2007	34.2459530537859	0.299133922901602	1 143	Myosin-1 (Class I unconventional myosin) (Type I myosin)	Gaeumannomyces graminis	Ophiostoma piceae	K10356	MYO1; myosin I	myosin 1 myo5	9	C:mating projection tip; F:actin binding; C:myosin complex; P:actin cortical patch localization; F:ATP binding; F:motor activity; P:receptor-mediated endocytosis; P:response to salt stress; C:actin cortical patch	-	N	57	65	89	32	35	2	45	50
gene_2008	71.4709123833808	1.1621170943788	553	NADPH oxidase	Togninia minima	Ophiostoma piceae			cytochrome b-245 heavychain subunit beta	3	F:oxidoreductase activity; P:oxidation-reduction process; C:integral to membrane	-	N	201	142	185	84	103	0	58	38
gene_2009	3.95471847085552	-0.612417057375262	2 155	Telomere length regulator protein rif1	Grosmannia clavigera	Ophiostoma piceae			telomere length regulator protein	0	-		N	6	2	15	0	12	0	2	8
gene_2010	25.67283393747	0.730681933534959	481	Synembryn-like protein C3E7.04c	Grosmannia clavigera	Ophiostoma piceae			guanine nucleotide exchange factor synembryn	0	-		N	41	96	77	16	15	1	45	26
gene_2011	1.22462220767808	1.07778604931032	710	DUF1772 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1772 domain containing protein	2	F:molecular_function; P:biological_process		N	4	2	4	2	0	0	0	2
gene_2012	5.36764763873866	1.26997669659469	336	mRNA cleavage and polyadenylation specificity factor complex subunit	Grosmannia clavigera	Ophiostoma piceae			mrna cleavage and polyadenylation specificity factor complex subunit	1	F:binding	-	N	24	10	22	1	8	0	2	2
gene_2013	5.2071560896836	0.154606210992209	352	mRNA cleavage and polyadenylation specificity factor complex subunit	Grosmannia clavigera	Sporothrix schenckii	K14404	CPSF4, YTH1; cleavage and polyadenylation specificity factor subunit 4	mrna 3 -end-processing protein yth-1	2	F:metal ion binding; F:nucleic acid binding	-	N	10	10	12	4	10	0	11	2
gene_2014	4.2079829148794	3.23510908489133	557	DUF1776 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1776 domain containing protein	2	F:nucleotide binding; C:cellular_component		N	10	10	14	12	0	0	0	0
gene_2015	5.57670934465992	-2.78155400155906	279	Methyltransferase type 11	Grosmannia clavigera	Ophiostoma piceae			methyltransferase type 11	2	P:methylation; F:methyltransferase activity	EC:2.1.1.0	N	0	0	6	0	2	4	2	16
gene_2016	19.2625291264125	1.74417774479576	579	Amidase	Colletotrichum graminicola	Ophiostoma piceae	K15528	FAAH; fatty acid amide hydrolase [EC:3.5.1.99]	amidase protein	1	F:catalytic activity	-	N	61	41	46	30	10	0	18	12
gene_2017	0.30696823390021	0.690583788409196	287	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1140	0	-		N	1	0	4	0	0	0	0	0
gene_2018	18.7416449034385	1.12883153455498	788	Uncharacterized transcriptional regulatory protein C320.03	Verticillium dahliae	Ophiostoma piceae			hypothetical protein VDAG_07886	1	P:transcription, DNA-dependent	-	N	42	70	48	16	10	0	16	28
gene_2019	14.8710862396024	0.709191978008279	627	Penicillin-binding protein	Grosmannia clavigera	Ophiostoma piceae			penicillin-binding protein	2	P:transport; C:intracellular		Y	28	48	62	4	34	0	6	8
gene_2019.1	50.5089000960972	0.574482328655281	122	Nuclear transport factor 2 (NTF-2)	Fusarium fujikuroi	Ophiostoma piceae				2	P:transport; C:intracellular		N	78	103	158	53	65	0	51	71
gene_202	6.5145663079055	0.327162350211807	754	Major centromere autoantigen B (CENP-B)	Grosmannia clavigera	Ophiostoma piceae			centromere binding protein b	1	F:DNA binding		N	4	17	9	11	12	0	8	6
gene_2020	27.2944759665761	0.388665498096287	1 185	ER degradation-enhancing alpha-mannosidase-like protein 1	Grosmannia clavigera	Ophiostoma piceae	K10084	EDEM1; ER degradation enhancer, mannosidase alpha-like 1	glycoside hydrolase family 47 protein	1	F:hydrolase activity	-	Y	58	82	38	22	41	4	18	19
gene_2021	0.779487718618252	-0.932954324780796	501	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_869	2	F:molecular_function; C:cellular_component		N	0	0	2	0	4	0	2	0
gene_2023	17.3846960553583	-0.275541227576807	758	Regulatory protein LEU3	Grosmannia clavigera	Ophiostoma piceae	K09242	LEU3; transcriptional regulatory protein LEU3	c6 zinc finger domain-containing protein	5	F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding	-	N	27	50	28	6	20	4	23	18
gene_2024	7.604347932021	1.34187552410642	608	Siderophore iron transporter 3	Togninia minima	Ophiostoma piceae			siderochrome-iron transporter	2	C:integral to membrane; P:transmembrane transport		N	34	0	15	12	16	0	0	0
gene_2025	55.050982421195	0.778433941971606	595	Tripeptidyl aminopeptidase (Tap)	Magnaporthe oryzae	Ophiostoma piceae	K01423	E3.4.-.-; genes in multiple pathways	hypothetical protein MGG_05855	1	F:peptidase activity		N	164	33	160	62	68	6	44	30
gene_2026	34.98747291785	0.167064150017753	325	Putative uncharacterized protein	Thielavia terrestris	Thielavia terrestris			cell surface protein	2	C:outer membrane; P:pathogenesis		N	69	72	74	26	22	0	82	58
gene_2027	3.08255150447309	1.04990130602801	1 208	Fungal transcriptional regulatory protein	Colletotrichum fioriniae	Ophiostoma piceae			fungal transcriptional regulatory protein	2	P:transcription, DNA-dependent; F:binding	-	N	16	6	4	2	0	0	2	6
gene_2028	32.2897963886866	-0.321961217777089	330	Thioredoxin reductase	Colletotrichum fioriniae	Ophiostoma piceae	K00384	E1.8.1.9, trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	thioredoxin reductase	7	C:cytoplasm; F:flavin adenine dinucleotide binding; F:thioredoxin-disulfide reductase activity; P:removal of superoxide radicals; F:zinc ion binding; P:oxidation-reduction process; F:nucleotide binding	EC:1.8.1.9	N	46	64	53	22	52	6	30	40
gene_2029	25.0414247515384	0.0143890558763301	1 110	Ref(2)P (Refractory to sigma P)	Togninia minima	Ophiostoma piceae			ef hand domain-containing protein	4	F:calcium ion binding; F:zinc ion binding; P:biological_process; C:cellular_component		N	34	42	64	22	32	0	36	49
gene_203	9.27118578387558	0.612781757738565	565	PXA domain protein	Fusarium oxysporum	Ophiostoma piceae			pxa domain protein	0	-		N	21	40	10	6	9	0	14	11
gene_2030	0.223359675333751	0.532785080356052	492	Vanillin dehydrogenase	Myceliophthora thermophila	Ophiostoma piceae			salicylaldehyde dehydrogenase	5	P:oxidation-reduction process; F:oxidoreductase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; P:metabolic process; C:cellular_component		N	0	0	4	0	0	0	0	0
gene_2031	4.56807981645478	-0.486363999320762	186	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			duf1772 domain containing protein	2	F:molecular_function; P:biological_process		N	8	8	12	0	8	0	10	8
gene_2032	11.7385884269595	1.54891317136274	313	Metallo-beta-lactamase superfamily protein	Grosmannia clavigera	Ophiostoma piceae			metallo-beta-lactamase family protein	1	F:hydrolase activity	-	N	36	22	36	16	10	0	12	4
gene_2033	13.4665569965323	0.417141212915383	772	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			serine protein	7	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; F:nucleotide binding; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups		Y	20	48	22	12	10	0	16	28
gene_2034	7.99353859577871	0.351395523129609	124	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_875	0	-		N	4	22	22	10	10	0	8	14
gene_2035	5.78934758788487	1.92682801470254	463	Phospho-2-dehydro-3-deoxyheptonate aldolase	Grosmannia clavigera	Ophiostoma piceae	K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	phospho-2-dehydro-3-deoxyheptonate aldolase	3	P:chorismate biosynthetic process; F:3-deoxy-7-phosphoheptulonate synthase activity; P:aromatic amino acid family biosynthetic process	EC:2.5.1.54	N	12	22	16	10	4	0	0	4
gene_2036	2.83451680097159	-0.88815599836121	788	RNA exonuclease 4	Grosmannia clavigera	Ophiostoma piceae	K14570	REX1, REXO1, RNH70; RNA exonuclease 1 [EC:3.1.-.-]	rna exonuclease 4	4	F:nucleic acid binding; F:exonuclease activity; C:intracellular; P:biological_process		N	6	2	4	0	4	0	0	14
gene_2037	21.0965970699071	0.612091906924697	677	Peroxisomal targeting signal receptor (Peroxin-5)	Grosmannia clavigera	Ophiostoma piceae	K13342	PEX5, PXR1; peroxin-5	peroxisomal targeting signal receptor	4	F:peroxisome matrix targeting signal-1 binding; P:protein import into peroxisome matrix; C:peroxisomal membrane; C:cytosol	-	N	24	90	56	14	18	2	28	18
gene_2038	27.759065080761	1.33227255146569	1 217	Laminin subunit alpha (Laminin A chain)	Grosmannia clavigera	Ophiostoma piceae			viral a-type inclusion protein repeat domain-containing protein	0	-		N	50	82	66	44	18	0	34	22
gene_2039	6.48776315106496	-1.86149128867718	1 742	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			nuclear membrane fusion protein kar5	0	-		Y	6	0	11	0	8	2	10	18
gene_204	13.949761491696	0.293030897665424	555	mRNA processing protein	Grosmannia clavigera	Ophiostoma piceae			mrna processing protein	2	F:zinc ion binding; C:intracellular		N	30	27	17	16	9	0	30	22
gene_2040	9.76048711318798	-0.266260090568791	259	54S ribosomal protein L6, mitochondrial (YmL16)	Grosmannia clavigera	Ophiostoma piceae	K02933	RP-L6, rplF; large subunit ribosomal protein L6	54s ribosomal protein l6	4	C:ribosome; F:structural constituent of ribosome; P:translation; F:rRNA binding	-	N	4	23	30	6	16	0	14	20
gene_2041	0	0	60	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_2042	3.14344254864775	-0.810200234454977	297	Transcription initiation factor TFIID subunit 9 (TAFII-17)	Grosmannia clavigera	Ophiostoma piceae	K03133	TAF9B, TAF9; transcription initiation factor TFIID subunit 9B	transcription initiation factor 31kd	3	P:cellular macromolecule metabolic process; P:mycelium development; P:primary metabolic process	-	N	2	0	15	0	6	0	6	8
gene_2043	28.9066060785973	-0.169669197901014	863	Nuclear elongation and deformation protein 1	Grosmannia clavigera	Ophiostoma piceae	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	nuclear elongation and deformation protein 1	9	C:cytosol; P:nuclear envelope organization; F:phosphatidate phosphatase activity; P:endoplasmic reticulum organization; P:chromosome organization; P:nucleocytoplasmic transport; P:ascospore formation; F:magnesium ion binding; P:phospholipid biosynthetic process	EC:3.1.3.4	N	50	76	42	15	21	2	38	72
gene_2044	38.3803326767608	-0.127038247991851	1 273	Fibronectin type 3 domain containing protein	Grosmannia clavigera	Sporothrix schenckii			fibronectin type 3 domain containing protein	0	-		N	65	85	86	18	48	2	20	101
gene_2045	3.21689652032307	-1.28876261394981	199	COX assembly mitochondrial protein 2 (Cx9C motif-containing protein 2)	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1685	3	F:molecular_function; P:biological_process; C:cellular_component		N	8	0	1	0	6	0	4	13
gene_2046	3.29904137964987	0.324102095643745	382	FAD dependent oxidoreductase superfamily	Grosmannia clavigera	Ophiostoma piceae			amino acid oxidase	3	F:D-amino-acid oxidase activity; F:nucleotide binding; P:oxidation-reduction process	EC:1.4.3.3	N	12	0	4	4	2	0	8	4
gene_2047	5.52798858881803	-0.399511027565116	656	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	Togninia minima	Ophiostoma piceae			glycoside hydrolase family 47 protein	7	F:calcium ion binding; C:membrane; F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; P:biological_process; F:hydrolase activity; P:metabolic process; F:hydrolase activity, acting on glycosyl bonds		N	8	8	9	4	12	2	0	2
gene_2048	3.64846193745151	-1.13115141597905	288	Probable U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11)	Grosmannia clavigera	Ophiostoma piceae	K14769	UTP11; U3 small nucleolar RNA-associated protein 11	u3 snornp-associated protein utp11	2	C:small-subunit processome; P:rRNA processing		N	4	2	9	0	6	0	12	8
gene_2049	19.2521953113353	0.66914019622634	787	Acetylserotonin methytransferase-like protein	Grosmannia clavigera	Ophiostoma piceae			acetylserotonin methytransferase-like protein	4	C:cytoplasm; F:transferase activity; F:molecular_function; C:cellular_component		N	24	60	42	24	12	0	24	34
gene_205	36.5626676261067	0.421057632639604	1 214	Pre-mRNA-splicing factor RSE1	Grosmannia clavigera	Ophiostoma piceae	K12830	SF3B3, SAP130, RSE1; splicing factor 3B subunit 3	pre-mrna-splicing factor rse1	5	P:RNA splicing; F:nucleic acid binding; C:spliceosomal complex; P:mRNA processing; P:cell cycle	-	N	59	116	74	30	39	0	50	58
gene_2050	8.80386127218264	0.272060475309892	304	Acetylserotonin methytransferase-like protein	Togninia minima	Ophiostoma piceae	K06287	maf; septum formation protein	acetylserotonin methytransferase-like protein	5	C:cytoplasm; F:transferase activity; F:molecular_function; C:cellular_component; F:protein dimerization activity		N	16	30	19	4	14	1	2	12
gene_2051	4.21809839980465	0.269587266474847	113	Max-like protein X (Transcription factor-like protein 4)	Fusarium oxysporum	Ophiostoma piceae			helix-loop-helix dna-binding domain-containing protein	2	F:protein dimerization activity; C:cytoplasm	-	N	6	16	10	2	4	0	8	6
gene_2052	4.32323707495706	-0.856129335776499	564	Threonyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	threonyl-trna synthetase	4	P:threonyl-tRNA aminoacylation; F:threonine-tRNA ligase activity; F:ATP binding; C:cytoplasm	EC:6.1.1.3	N	2	13	8	0	10	0	14	4
gene_2053	0.597477001907949	-0.479477514349892	306	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6019	0	-		N	2	0	0	0	0	0	0	4
gene_2054	2.69375027152905	0.0408804957483696	702	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4449	0	-		N	4	8	10	0	0	0	12	2
gene_2055	55.5759865873358	1.06484820031111	783	Urease	Togninia minima	Ophiostoma piceae	K01427	URE; urease [EC:3.5.1.5]	probable urease	3	P:urea catabolic process; F:urease activity; F:nickel cation binding	EC:3.5.1.5	N	114	62	166	92	56	0	73	40
gene_2056	33.8913995768195	1.3774152278048	287	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	Grosmannia clavigera	Ophiostoma piceae			high mobility group protein	0	-		N	84	89	102	40	17	0	46	27
