Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
gene_5156	1.86033263808778	-2.03584024479736	114	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	Gaeumannomyces graminis	Ophiostoma piceae	K03113	EIF1, SUI1; translation initiation factor 1	eukaryotic translation initiation factor eif-1	5	C:integral to membrane; P:translational initiation; F:translation initiation factor activity; P:transmembrane transport; F:transporter activity	-	N	0	0	0	2	20	4	8	0
gene_5230	3.82133885477942	-2.60070489400325	76	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_4680	0	-		N	0	0	0	6	104	0	0	0
gene_532	3.10785372521702	-2.15287260801335	548	Sulfite efflux pump SSU1	Nectria haematococca	Ophiostoma piceae			flavodoxin and radical sam domain containing protein	6	C:integral to membrane; F:oxidoreductase activity; F:iron-sulfur cluster binding; P:oxidation-reduction process; P:transmembrane transport; F:FMN binding	-	N	2	0	0	5	14	10	16	0
gene_5326	6.58723455123225	-2.33638229104232	640	Gamma-glutamyltranspeptidase	Grosmannia clavigera	Ophiostoma piceae			gamma-glutamyltranspeptidase	3	P:glutathione metabolic process; F:gamma-glutamyltransferase activity; F:transferase activity		N	10	0	0	8	42	10	0	10
gene_5381	7.68042156789448	-2.23543717945718	183	Putative uncharacterized protein	Stachybotrys chartarum	Ophiostoma piceae			hypothetical protein CMQ_4916	0	-		N	17	0	0	5	4	19	0	14
gene_5399	7.31422317677025	-2.04690070290082	1 194	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein SMAC_02079	4	F:structural constituent of ribosome; P:translation; C:ribosome; F:rRNA binding		N	13	0	0	15	34	10	14	8
gene_5416	5.70080294997382	-2.16605799386641	418	Putative uncharacterized protein	Sclerotinia sclerotiorum	Ophiostoma piceae			f-box domain-containing protein	3	P:mycelium development; F:molecular_function; C:cellular_component		N	4	0	0	17	18	13	12	6
gene_5489	6.97765094226146	-3.41839338795502	186	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4050	0	-		N	0	0	0	6	49	25	2	8
gene_5491	3.16680307158792	-2.68489608847307	422	Monocarboxylate transporter, putative	Togninia minima	Ophiostoma piceae	K08184	SLC16A7; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 7	monocarboxylate permease-like protein	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	2	6	0	8	6
gene_560	4.33062748788521	-2.09994484676358	194	Uncharacterized N-acetyltransferase YoaA	Nectria haematococca	Ophiostoma piceae	K00676	E2.3.1.128; ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	acetyltransferase	1	F:transferase activity	-	N	4	0	0	10	20	0	3	8
gene_5687	19.0854951624857	-2.07605090893807	1 256	Kinesin-like protein 6	Gaeumannomyces graminis	Ophiostoma piceae	K10401	KIF18_19; kinesin family member 18/19	kinesin motor domain-containing protein	4	P:microtubule-based movement; F:ATP binding; F:microtubule motor activity; C:microtubule	-	N	40	0	0	43	86	44	10	23
gene_5691	4.40683969613712	-2.10817492320003	172	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_1307	0	-		N	3	0	0	12	18	15	10	3
gene_5699	4.79239866395082	-2.28022578458168	606	Uncharacterized FCP1 homology domain-containing protein C1271.03c	Eutypa lata	Ophiostoma piceae			nif domain-containing protein	7	C:nucleolus; F:phosphoprotein phosphatase activity; C:plasma membrane; P:response to stress; P:signal transduction; P:protein dephosphorylation; C:cytosol	EC:3.1.3.16	N	6	0	0	6	19	2	14	6
gene_5731	3.7846369096017	-2.48825114986468	543	Cyclic AMP receptor-like protein A	Chaetomium thermophilum	Ophiostoma piceae			g-protein coupled receptor	6	F:transmembrane signaling receptor activity; C:membrane; P:cell surface receptor signaling pathway; C:integral to membrane; F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway		N	2	0	0	4	19	0	8	6
gene_5778	7.1120347934471	-2.2435200628097	652	Putative sterigmatocystin biosynthesis monooxygenase stcW	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase	2	F:monooxygenase activity; P:oxidation-reduction process	-	N	6	0	0	20	61	4	2	10
gene_5861	2.11652024917901	-2.3876494239735	386	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Capronia epimyces	Ophiostoma piceae			alpha-ketoglutarate-dependent sulfonate dioxygenase	2	F:oxidoreductase activity; P:oxidation-reduction process	-	N	0	0	0	0	20	0	0	4
gene_590	7.30029795096774	-2.0916337046357	380	WD repeat protein	Grosmannia clavigera	Ophiostoma piceae	K13124	MORG1; mitogen-activated protein kinase organizer 1	mitogen-activated protein kinase organizer 1	2	F:kinase activity; P:phosphorylation		N	8	0	0	22	49	11	8	8
gene_593	8.43821160622876	-2.0271041121083	174	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			---NA---	0	-		N	5	2	0	15	7	3	61	2
gene_5956	3.34676632997839	-2.9436461964606	258	Alpha-acetolactate decarboxylase	Fusarium oxysporum	Ophiostoma piceae	K01575	E4.1.1.5, alsD; acetolactate decarboxylase [EC:4.1.1.5]	alpha-acetolactate decarboxylase	4	P:polyol metabolic process; F:acetolactate decarboxylase activity; P:biological_process; C:cellular_component		N	0	0	0	0	2	0	34	0
gene_5965	7.11142420056128	-2.71973702077019	514	Dimethylaniline monooxygenase (N-oxide-forming)	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase-like family protein	5	F:flavin adenine dinucleotide binding; F:NADP binding; C:intrinsic to endoplasmic reticulum membrane; F:N,N-dimethylaniline monooxygenase activity; P:oxidation-reduction process	EC:1.14.13.8	N	4	0	0	12	6	2	64	0
gene_5966	38.0813661114938	-3.51950252611505	203	Cell surface protein, putative	Metarhizium acridum	Ophiostoma piceae			cell surface	0	-		N	48	0	0	6	38	0	354	0
gene_5985	25.8135676588587	-2.27673084722489	561	Putative amidohydrolase ytcJ	Pestalotiopsis fici	Ophiostoma piceae	K07047	Unclassified; Poorly Characterized	amidohydrolase family protein	2	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; F:hydrolase activity		N	33	0	0	79	83	38	60	28
gene_6	7.53456819112688	-2.07098272475273	487	N amino acid transport system protein (Methyltryptophan resistance protein)	Grosmannia clavigera	Ophiostoma piceae			amino acid transporter	1	C:integral to membrane	-	N	14	0	0	14	5	10	56	0
gene_6077	26.0263826892998	-2.58752744709774	325	Trans-aconitate 2-methyltransferase	Grosmannia clavigera	Ophiostoma piceae	K00598	tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]	trans-aconitate 2-methyltransferase	1	F:methyltransferase activity	EC:2.1.1.0	N	28	2	0	42	132	42	78	20
gene_6078	6.52275789119797	-2.83360869687673	346	Glycine rich secreted cement protein	Ixodes scapularis	Ophiostoma piceae			glycine rich secreted cement	2	F:nucleic acid binding; C:nucleus		Y	0	0	0	14	34	8	0	12
gene_6082	65.9584326191589	-3.41879474098404	572	Efflux pump antibiotic resistance protein	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	20	2	0	117	391	50	45	109
gene_6099	6.44271253441559	-2.26143025415564	279	Prolyl 4-hydroxylase	Grosmannia clavigera	Ophiostoma piceae	K00540	E1.-.-.-; unclassified metabolism	nitroreductase	2	F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:binding	-	N	10	0	0	9	20	0	0	14
gene_6119	14.2173255928033	-2.74521638051975	322	Probable trans-2-enoyl-CoA reductase 2, mitochondrial	Colletotrichum gloeosporioides	Sporothrix schenckii			quinone oxidoreductase	1	P:cellular nitrogen compound biosynthetic process	-	N	14	0	0	25	111	42	12	12
gene_6141	7.60090727065874	-3.23476750237417	230	Nicotinamidase	Grosmannia clavigera	Ophiostoma piceae	K01440	PNC1; nicotinamidase [EC:3.5.1.19]	isochorismatase family protein	3	P:metabolic process; F:catalytic activity; C:cellular_component		N	4	0	0	4	10	2	4	18
gene_617	10.2978813896891	-2.89047423863013	278	Phosphoglycerate mutase 	Togninia minima	Ophiostoma piceae			phosphoglycerate mutase	1	C:cellular_component		N	4	0	0	21	25	21	16	15
gene_6191	8.44576171433113	-2.17766955604248	995	Putative disease resistance protein At1g63350	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_134789, partial	2	F:ADP binding; P:defense response		N	10	0	0	23	90	38	10	0
gene_6193	10.7935121889958	-2.86578649325539	74	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_223952	0	-		N	2	0	0	27	64	67	0	6
gene_6228	3.46891123407446	-2.5212640982348	2 148	NACHT domain containing protein	Grosmannia clavigera	Ophiostoma piceae			nacht domain containing protein	0	-		N	2	0	0	2	13	12	12	2
gene_6233	7.83789934868063	-2.34539527513256	557	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2061567	0	-		N	2	0	0	28	56	2	20	8
gene_6313	21.6017074928047	-2.17902016452319	940	GTPase activating protein	Grosmannia clavigera	Ophiostoma piceae			gtpase-activating protein gyp7	4	F:Rab GTPase activator activity; P:mycelium development; C:intracellular; P:positive regulation of Rab GTPase activity	-	N	28	0	0	71	101	69	62	8
gene_6336	9.34000864704056	-2.30497963503901	626	tRNA-splicing endonuclease subunit	Grosmannia clavigera	Ophiostoma piceae	K15322	TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:3.1.27.9]	trna-splicing endonuclease subunit	8	F:nucleic acid binding; P:tRNA splicing, via endonucleolytic cleavage and ligation; F:hydrolase activity; F:tRNA-intron endonuclease activity; P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity; F:nuclease activity; P:tRNA processing		N	10	0	0	24	28	10	58	2
gene_6338	20.8699403696324	-3.35917431956256	652	Glycyl-tRNA synthetase	Cordyceps militaris	Sporothrix schenckii	K01880	GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]	glycyl-trna synthetase 1	4	P:glycyl-tRNA aminoacylation; F:ATP binding; C:cytoplasm; F:glycine-tRNA ligase activity	EC:6.1.1.14	N	8	0	0	34	110	18	14	36
gene_6339	4.18385755290963	-2.08953216731426	400	Rhamnogalacturonan acetylesterase rhgT	Grosmannia clavigera	Ophiostoma piceae			gdsl-like lipase	1	F:nuclease activity	-	N	0	0	0	16	20	2	0	8
gene_637	4.51284436626749	-2.40473496121102	300	Translation elongation factor ef-1	Pestalotiopsis fici	Ophiostoma piceae			elongation factor tu gtp binding domain-containing protein	6	P:translational elongation; F:GTP binding; F:translation elongation factor activity; F:GTPase activity; P:GTP catabolic process; F:nucleotide binding		N	2	0	0	9	0	10	5	8
gene_6373	6.0137681977933	-2.44053143816055	245	Bifunctional transcriptional activator/DNA repair enzyme Ada (Regulatory protein of adaptative response)	Grosmannia clavigera	Ophiostoma piceae	K13530	adaA; AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]	dna repair and transcription factor	2	F:binding; P:metabolic process	-	N	8	0	0	6	74	0	0	8
gene_6376	7.32009427904601	-2.58209540721031	492	Thiol-specific monooxygenase (Flavin-dependent monooxygenase)	Grosmannia clavigera	Ophiostoma piceae			fad dependent oxidoreductase	2	F:monooxygenase activity; F:coenzyme binding	-	N	4	0	0	16	68	0	0	12
gene_6461	10.3041113870258	-2.97431610219524	550	Putative uncharacterized protein	Verticillium dahliae	Ophiostoma piceae			hypothetical protein VDAG_05560	0	-		Y	14	0	0	2	6	104	8	0
gene_6487	3.41814477226325	-2.07952628498099	472	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			siderophore biosynthesis protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	2	0	0	8	6	2	28	0
gene_6507	90.9532705625808	-7.06350850647368	335	Short-chain dehydrogenase/reductase family 16C member 6	Nectria haematococca	Nectria haematococca	K15734	SDR16C5; all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]	short chain dehydrogenase reductase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	0	0	0	6	171	6	0	238
gene_6508	68.7732038266679	-6.21293442065518	151	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			transcription factor cmr1	0	-		N	6	0	0	4	146	0	2	178
gene_6509	152.922921228314	-5.26296732209414	1 472	Copper-transporting ATPase 1	Fusarium oxysporum	Fusarium oxysporum			hypothetical protein FOXB_13819	12	C:integral to membrane; C:membrane; P:metal ion transport; P:cation transport; F:ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; F:hydrolase activity; F:nucleotide binding; F:ATP binding; F:catalytic activity; F:metal ion binding; P:metabolic process; F:hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances		N	8	4	0	56	461	18	42	361
gene_6531	24.7565064486763	-2.98047661181449	429	FAD binding domain protein	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides			fad binding domain protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:monooxygenase activity		N	13	0	0	57	283	114	10	6
gene_6562	3.62876878058118	-2.0169321134975	268	Isoprenylcysteine carboxyl methyltransferase	Colletotrichum graminicola	Ophiostoma piceae	K00587	ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]	isoprenylcysteine carboxyl methyltransferase	1	F:transferase activity	-	N	4	0	0	7	27	8	2	4
gene_6565	9.13220087667053	-2.36291373375066	661	Polyadenylation factor subunit 2	Grosmannia clavigera	Ophiostoma piceae	K15542	PFS2; polyadenylation factor subunit 2	protein pfs2	1	P:cell cycle	-	N	10	0	0	21	32	42	6	8
gene_6640	7.39925956596454	-2.94243338120859	168	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			glutathione-dependent formaldehyde-activating enzyme	2	F:carbon-sulfur lyase activity; P:metabolic process	-	N	2	0	0	12	36	4	4	14
gene_6648	6.98999628897282	-2.04779464011743	326	Aldehyde reductase 1	Grosmannia clavigera	Ophiostoma piceae	K00002	E1.1.1.2, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	aldehyde reductase i	1	F:oxidoreductase activity	-	N	6	1	0	14	5	2	36	6
gene_6658	10.1059563381491	-2.4267823674349	271	TATA-box-binding protein (Transcription initiation factor TFIID TBP subunit)	Chaetomium thermophilum	Ophiostoma piceae	K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	tata-box binding protein	2	P:DNA-dependent transcription, initiation; F:DNA binding	-	N	13	0	0	19	67	10	4	15
gene_6832	58.7010325991643	-3.10545031815587	77	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	49	1	0	95	411	0	0	109
gene_6871	2.86841809876059	-2.75207122141265	1 069	C6 zinc finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	0	0	0	0	1	0	0	8
gene_6932	2.86846931613598	-2.56031112332803	355	Probable serine/threonine-protein kinase FMP48	Fusarium fujikuroi	Sporothrix schenckii			serine threonine-protein kinase	4	F:ATP binding; F:protein kinase activity; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups		N	0	0	0	2	14	0	2	6
gene_6946	43.4380462040615	-2.06431310189962	471	Phosphatidyl synthase	Togninia minima	Ophiostoma piceae			phosphatidyl synthase	3	F:hydrolase activity; P:metabolic process; P:mycelium development	-	N	95	0	0	106	52	0	326	6
gene_6982	23.2770701653611	-2.18309025495557	385	Alkanesulfonate monooxygenase	Togninia minima	Ophiostoma piceae	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]	alkanesulfonate monooxygenase	3	F:monooxygenase activity; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	-	N	26	0	0	84	210	4	4	32
gene_6986	15.0660501179023	-2.33143321242456	471	Uncharacterized membrane protein C6F6.04c	Colletotrichum fioriniae	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	12	0	0	51	148	0	14	18
gene_6987	24.6412434515487	-2.70132121799602	583	Putative sterigmatocystin biosynthesis monooxygenase stcW	Nectria haematococca	Ophiostoma piceae			flavin-binding monooxygenase	1	F:monooxygenase activity		N	22	0	0	59	152	10	0	44
gene_6990	22.7117404168883	-2.13263016695523	473	Thiol-specific monooxygenase	Grosmannia clavigera	Ophiostoma piceae			flavin-containing monooxygenase	4	F:flavin adenine dinucleotide binding; F:NADP binding; F:N,N-dimethylaniline monooxygenase activity; P:oxidation-reduction process	EC:1.14.13.8	N	30	0	0	78	148	46	14	24
gene_7047	16.6676096256202	-2.24579478342778	363	N-carbamyl-d-amino acid amidohydrolase	Grosmannia clavigera	Ophiostoma piceae			n-carbamyl-d-amino acid amidohydrolase	2	F:hydrolase activity; P:metabolic process	-	N	8	2	0	50	66	0	12	30
gene_7048	88.6609909515755	-3.26505469369788	421	Oxidoreductase family protein	Colletotrichum graminicola	Ophiostoma piceae			oxidoreductase family protein	3	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding		N	18	20	0	18	312	14	3	193
gene_7056	5.33950702116674	-2.26616512938474	573	Endosome-associated ubiquitin isopeptidase	Grosmannia clavigera	Ophiostoma piceae	K11866	STAMBP, AMSH; STAM-binding protein [EC:3.1.2.15]	mov34 mpn pad-1 family protein	2	F:molecular_function; C:cellular_component		N	8	0	0	6	22	12	9	6
gene_7120	4.81400323829163	-2.18235350805557	145	Putative uncharacterized protein	Fusarium verticillioides	Ophiostoma piceae			lea domain-containing protein	2	F:molecular_function; C:cellular_component		N	6	0	0	8	7	2	40	0
gene_7135	16.0379471788856	-2.45515380894596	854	Probable beta-glucosidase J (Cellobiase J/Gentiobiase J)	Neosartorya fischeri	Ophiostoma piceae	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	glycosyl hydrolase family	2	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:polysaccharide catabolic process	EC:3.2.1.0	N	2	4	0	24	134	30	26	12
gene_7184	10.3688260069915	-3.3309773829254	480	Dibenzothiophene desulfurization enzyme A, putative	Capronia epimyces	Ophiostoma piceae			nitrilotriacetate monooxygenase component a	2	F:oxidoreductase activity; P:metabolic process	-	N	2	0	0	14	112	0	10	14
gene_7196	54.6372444576692	-4.11217847860312	429	Dibenzothiophene desulfurization enzyme C (DBT sulfur dioxygenase)	Fusarium oxysporum	Ophiostoma piceae			thermophilic desulfurizing enzyme family protein	3	F:flavin adenine dinucleotide binding; P:oxidation-reduction process; F:acyl-CoA dehydrogenase activity	EC:1.3.99.3	N	20	0	0	50	315	14	10	110
gene_7240	5.11903961653361	-2.01654199044036	539	Cell cycle serine/threonine-protein kinase hsk1 (Minichromosome maintenance protein kinase)	Togninia minima	Ophiostoma piceae	K02214	CDC7; cell division control protein 7 [EC:2.7.11.1]	cell cycle protein	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	8	0	0	10	14	14	14	4
gene_735	4.7653096224554	-2.27206680050444	568	DNA polymerase delta subunit	Grosmannia clavigera	Ophiostoma piceae	K02328	POLD2; DNA polymerase delta subunit 2	dna polymerase delta small subunit	3	P:DNA replication; F:DNA-directed DNA polymerase activity; F:DNA binding		N	6	0	0	6	26	12	10	4
gene_7377	21.3972338818571	-3.45888605564483	644	Major facilitator superfamily transporter multidrug resistance	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter multidrug resistance	3	C:integral to membrane; P:mycelium development; P:transmembrane transport	-	N	22	0	0	8	144	1	140	4
gene_7398	37.9162811844039	-3.21268652661487	318	Succinate:fumarate antiporter	Grosmannia clavigera	Ophiostoma piceae	K15100	SLC25A1, CTP; solute carrier family 25 (mitochondrial citrate transporter), member 1	succinate fumarate mitochondrial transporter	2	P:transmembrane transport; C:integral to membrane	-	N	39	1	0	32	130	26	176	31
gene_7415	6.31353269861457	-2.43974737507555	579	Siderophore iron transporter mirB (Triacetylfusarinine C permease)	Togninia minima	Ophiostoma piceae			siderophore iron transporter mirb	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	21	4	31	31	0
gene_7425	4.71149613379606	-3.11458286029214	330	Endonuclease III	Cladophialophora carrionii	Ophiostoma piceae	K10773	NTH; endonuclease III [EC:4.2.99.18]	base excision dna repair protein	4	P:base-excision repair; F:endonuclease activity; F:DNA binding; F:RNA binding		N	0	0	0	3	7	18	8	6
gene_7437	5.42702013608658	-3.22343493290421	332	Uncharacterized oxidoreductase SSP1627	Myceliophthora thermophila	Sporothrix schenckii	K11165	DHRS7; dehydrogenase/reductase SDR family member 7 [EC:1.1.-.-]	nad-binding protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	0	0	0	4	6	26	16	4
gene_7495	6.83608707558024	-2.01071505464539	627	ATP-dependent RNA helicase DBP9	Grosmannia clavigera	Ophiostoma piceae	K14810	DDX56, DBP9; ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13]	atp-dependent rna helicase dbp9	5	F:RNA binding; C:nucleolus; P:rRNA processing; F:ATP-dependent helicase activity; F:ATP binding	-	N	10	0	0	18	48	10	34	0
gene_7531	3.52656481843126	-2.12265465146647	258	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2053343	4	C:extracellular region; P:carbohydrate metabolic process; F:cellulose binding; F:hydrolase activity, hydrolyzing O-glycosyl compounds	EC:3.2.1.0	Y	2	0	0	8	2	12	0	6
gene_7539	2.40755010792971	-2.13318391667144	467	Allergen Fus c 3	Grosmannia clavigera	Ophiostoma piceae			helix-loop-helix dna-binding domain containing protein	1	F:binding	-	N	2	0	0	1	54	0	4	0
gene_754	4.59248243918694	-2.45090867426349	368	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			duf1295-domain-containing protein	0	-		N	0	0	0	12	25	15	22	0
gene_7577	5.74248856805606	-2.07569019830721	622	26S proteasome non-ATPase regulatory subunit 11	Colletotrichum sublineola	Ophiostoma piceae			26s proteasome non-atpase regulatory subunit 11	2	C:proteasome complex; C:mitochondrion	-	N	6	0	0	16	30	6	28	2
gene_7603	80.8977313695368	-2.55615426657618	303	7alpha-cephem-methoxylase-like protein	Grosmannia clavigera	Ophiostoma piceae			7alpha-cephem-methoxylase-like protein	2	F:transferase activity; P:mycelium development	-	N	40	24	0	52	460	43	36	131
gene_7678	6.99163967483978	-2.60248479740429	595	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7511	3	F:molecular_function; P:biological_process; C:cellular_component		Y	4	0	0	14	20	18	14	8
gene_7767	17.47118100725	-2.00169735954238	500	MFS monocarboxylate transporter, putative	Metarhizium anisopliae	Ophiostoma piceae			mfs monocarboxylate transporter	1	F:binding	-	N	23	2	0	45	164	30	41	6
gene_7768	36.5672850624565	-2.1994247191752	1 679	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1941	0	-		N	18	8	0	89	255	150	54	11
gene_7804	3.00053458710493	-2.15527019087771	450	Probable ferric reductase transmembrane component (Ferric-chelate reductase)	Colletotrichum higginsianum	Ophiostoma piceae			ferric reductase transmembrane component 5	4	P:oxidation-reduction process; F:oxidoreductase activity; C:integral to membrane; C:membrane		N	1	0	0	6	16	1	0	6
gene_7878	28.2199459040684	-2.49798276682064	183	DNAse 1 protein	Grosmannia clavigera	Ophiostoma piceae			dnase1 protein	0	-		N	14	4	1	30	123	25	146	11
gene_7920	7.18825269742804	-2.14035015631325	305	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1)	Neurospora crassa	Ophiostoma piceae			cfd1_neucr ame: full=cytosolic fe-s cluster assembly factor cfd1 ame: full=cytosolic fe-s cluster-deficient protein 1	7	C:cytoplasm; F:metal ion binding; P:iron-sulfur cluster assembly; F:hydrolase activity; F:ATP binding; F:4 iron, 4 sulfur cluster binding; P:tRNA wobble uridine modification	-	N	2	0	0	30	48	14	20	4
gene_7943	4.03592447038411	-3.18139661754877	503	Pantothenate transporter liz1	Colletotrichum gloeosporioides	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	0	4	0	0	11
gene_8006	5.52062468113177	-2.57601913108945	332	Aflatoxin B1 aldehyde reductase member 3	Trichoderma reesei	Ophiostoma piceae			aldo keto	2	P:oxidation-reduction process; F:oxidoreductase activity		N	2	0	0	11	15	21	0	8
gene_8025	26.2447020320033	-2.42545704421762	242	Glutathione S-transferase omega-1 (Monomethylarsonic acid reductase)	Grosmannia clavigera	Ophiostoma piceae			glutathione s-	1	F:transferase activity		N	18	6	0	30	206	0	4	42
gene_8033	4.52545128396686	-2.97995133389447	293	Uncharacterized methyltransferase C1B3.06c	Trichoderma virens	Sporothrix schenckii			methyltransferase- family protein	6	F:methyltransferase activity; P:metabolic process; P:methylation; F:transferase activity; P:biological_process; C:cellular_component		N	0	0	0	4	12	14	0	8
gene_8057	36.9008275709473	-5.12191299251668	366	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Podospora anserina	Sporothrix schenckii			family taurine	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	2	0	0	15	239	0	0	79
gene_8105	10.8277627035146	-2.52578235686918	1 460	mRNA degradation protein pet127, mitochondrial	Eutypa lata	Ophiostoma piceae			mitochondrial membrane protein pet127	0	-		N	9	0	0	26	44	20	59	2
gene_8112	10.5174033872587	-2.59239178320206	651	ATP NAD kinase 	Gaeumannomyces graminis	Ophiostoma piceae			atp nad kinase	1	P:cellular metabolic process	-	N	8	0	0	24	74	56	8	4
gene_8134	9.8278664253424	-2.06531729214366	615	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			centromere microtubule binding protein cbf5-like protein	1	P:mycelium development	-	Y	18	0	0	22	31	33	2	12
gene_8174	8.77804381257757	-2.33360877380672	461	Probable D-xylulose reductase A (Xylitol dehydrogenase A)	Grosmannia clavigera	Ophiostoma piceae			alcohol dehydrogenase -like domain-containing protein	4	F:oxidoreductase activity; F:nucleotide binding; P:oxidation-reduction process; F:zinc ion binding	-	N	10	0	0	20	112	4	6	8
gene_8213	17.867584737046	-2.54535142710186	487	Cortical actin cytoskeleton protein vip1	Grosmannia clavigera	Ophiostoma piceae			diacylglycerol kinase catalytic domain-containing protein	5	P:protein kinase C-activating G-protein coupled receptor signaling pathway; F:diacylglycerol kinase activity; F:kinase activity; P:phosphorylation; C:cellular_component		N	24	0	0	34	64	24	8	30
gene_8216	2.11857115582688	-2.21999737165557	824	Uncharacterized ABC transporter ATP-binding protein YheS	Magnaporthe oryzae	Ophiostoma piceae			abc transporter	1	F:transporter activity	-	N	1	0	0	0	4	0	20	0
