Gene_ID	ExprLevel	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
gene_3047	16.2258902796992	-1.83843288080869	310	Putative cytochrome C peroxidase	Botrytis cinerea	Ophiostoma piceae			cytochrome c peroxidase	4	F:heme binding; F:cytochrome-c peroxidase activity; P:oxidation-reduction process; P:response to oxidative stress	EC:1.11.1.5	N	30	12	2	17	2	2	0	20
gene_3048	3.1208156850476	1.3055993268061	158	Putative uncharacterized protein	Beauveria bassiana	Ophiostoma piceae			hypothetical protein BBA_02187	0	-		N	6	10	10	18	12	0	0	0
gene_3049	0	0	148	Putative uncharacterized protein	Verticillium dahliae	Ophiostoma piceae			phosphotransferase family protein	5	F:transferase activity, transferring phosphorus-containing groups; F:nucleotide binding; F:transferase activity; P:protein phosphorylation; F:protein tyrosine kinase activity		N	0	0	0	0	0	0	0	0
gene_305	15.3336649969373	-0.431472226774796	600	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			proline-actin-associated protein	1	F:actin binding		N	27	38	13	44	40	11	4	2
gene_3050	24.0597321388316	-1.05348977737608	475	Ammonium transporter	Grosmannia clavigera	Ophiostoma piceae	K03320	amt, AMT, MEP; ammonium transporter, Amt family	ammonium transporter	6	P:ammonium transmembrane transport; P:pseudohyphal growth; C:plasma membrane; C:integral to membrane; P:nitrogen utilization; F:ammonium transmembrane transporter activity	-	N	30	98	2	10	164	50	0	0
gene_3051	2.53460633156242	0.599398911921861	695	Vegetative incompatibility protein Het-X	Pestalotiopsis fici	Ophiostoma piceae				0	-		N	6	11	8	0	6	4	0	0
gene_3051.1	32.1153854120033	-1.22351127480316	392	Pepsinogen c	Grosmannia clavigera	Ophiostoma piceae	K01379	CTSD; cathepsin D [EC:3.4.23.5]	pepsinogen c	2	P:proteolysis; F:aspartic-type endopeptidase activity		Y	56	46	38	10	28	20	12	11
gene_3052	111.840900016655	0.499254994122923	805	Catalase-peroxidase 2	Grosmannia clavigera	Ophiostoma piceae			bifunctional catalase-peroxidase cat2	5	F:heme binding; F:metal ion binding; F:catalase activity; P:oxidation-reduction process; P:response to oxidative stress	EC:1.11.1.6	Y	300	220	190	514	296	110	8	10
gene_3053	5.2423114682601	-0.349184822598698	264	Short chain dehydrogenase reductase	Grosmannia clavigera	Ophiostoma piceae			short-chain dehydrogenase	4	F:metal ion binding; F:oxidoreductase activity; F:nucleotide binding; P:oxidation-reduction process	-	N	8	7	6	23	18	14	0	0
gene_3054	0.727308194541435	0.277149798279697	268	Uncharacterized oxidoreductase C521.03	Togninia minima	Ophiostoma piceae	K16066	ydfG; malonic semialdehyde reductase [EC:1.1.1.-]	nadp-dependent l-serine l-allo-threonine dehydrogenase ydfg	6	C:ribosome; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:carbonyl reductase (NADPH) activity; C:nucleus; F:nucleotide binding; P:oxidation-reduction process	EC:1.2.1.0; EC:1.1.1.184	N	0	4	0	6	0	2	0	0
gene_3055	25.0482819341896	0.0178694463924717	1 171	Probable ribosylation factor GTPase-activating protein cnt6	Fusarium oxysporum	Ophiostoma piceae			arf gtpase activator	1	F:binding	-	N	20	48	44	133	74	36	2	2
gene_3056	29.752286986444	0.373501563144484	1 410	C2 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c2 domain containing protein	4	F:inorganic diphosphatase activity; C:cytoplasm; P:phosphate-containing compound metabolic process; F:magnesium ion binding	EC:3.6.1.1	N	98	98	42	56	52	8	0	14
gene_3057	8.5513678383674	1.44101122083856	528	Vacuolar membrane protein YPL162C	Thielavia terrestris	Ophiostoma piceae			fk506-binding protein 2 precursor	0	-		N	48	28	18	15	19	7	0	0
gene_3058	5.41828691110145	2.06372618650771	347	Mitochondrial ornithine carrier protein	Grosmannia clavigera	Ophiostoma piceae			amino acid transporter	2	C:membrane; C:mitochondrion	-	N	10	4	14	70	8	2	0	0
gene_3059	6.22050785438241	-0.345976840701503	190	Translocator protein homolog	Togninia minima	Ophiostoma piceae			mbr family protein	1	C:integral to membrane		N	9	4	6	37	35	2	0	2
gene_306	8.10185730787369	0.462545003722953	392	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_813	0	-		N	10	8	28	36	19	7	0	2
gene_3060	32.9238576048166	-0.171590317835213	969	Arsenite resistance protein	Grosmannia clavigera	Ophiostoma piceae			arsenite resistance protein ars2	1	P:mycelium development	-	N	38	67	61	115	77	8	0	19
gene_3061	0.237726783965729	0.561158520316482	222	Diphthamide biosynthesis protein 4	Thielavia terrestris	Ophiostoma piceae			csl zinc finger	1	F:heat shock protein binding		N	0	0	1	4	0	0	0	0
gene_3062	180.930020906387	0.00946499366948068	266	Putative uncharacterized protein	Colletotrichum sublineola	Ophiostoma piceae	K06630	YWHAE; 14-3-3 protein epsilon	14-3-3 protein 7	14	P:Ras protein signal transduction; P:signal transduction involved in filamentous growth; F:phosphoserine binding; P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle; P:glycogen metabolic process; P:ascospore formation; P:pseudohyphal growth; P:fungal-type cell wall chitin biosynthetic process; F:protein domain specific binding; P:DNA damage checkpoint; F:DNA replication origin binding; P:DNA-dependent DNA replication initiation; P:pre-replicative complex assembly; C:nucleus	-	N	405	427	298	477	379	187	24	31
gene_3063	92.590876476105	0.3238970014885	94	ATPase inhibitor, mitochondrial	Stachybotrys chlorohalonata	Ophiostoma piceae			mitochondrial atpase	4	F:enzyme inhibitor activity; P:negative regulation of nucleotide metabolic process; P:negative regulation of catalytic activity; C:mitochondrion	-	N	193	185	178	390	217	74	6	20
gene_3064	13.5329697174832	0.853356730028323	677	Nucleoporin nsp1 (Nucleoskeletal-like protein)	Fusarium fujikuroi	Fusarium fujikuroi	K14306	NUP62; nuclear pore complex protein Nup62	nuclear pore glycoprotein p62	2	C:nuclear pore; F:structural constituent of nuclear pore	-	N	55	50	8	57	28	4	0	4
gene_3065	22.7594701635181	-0.0511877334301047	518	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_8203	0	-		N	30	40	55	67	63	30	0	6
gene_3066	35.461148728827	1.18876215184494	512	Eukaryotic translation initiation factor 2 subunit gamma (eIF-2-gamma)	Grosmannia clavigera	Ophiostoma piceae	K03242	EIF2S3; translation initiation factor 2 subunit 3	eukaryotic translation initiation factor 2 subunit gamma	8	F:translation initiation factor activity; P:translational initiation; C:multi-eIF complex; P:GTP catabolic process; F:GTPase activity; F:tRNA binding; P:positive regulation of translational fidelity; F:GTP binding	-	N	111	90	44	251	73	19	0	6
gene_3067	197.341342529534	1.50094334817948	489	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8307	2	F:molecular_function; C:cellular_component		N	637	778	561	483	496	154	0	2
gene_3068	8.78024806496387	-0.209914009101257	324	Adenylate kinase 2 (UMP kinase)	Grosmannia clavigera	Ophiostoma piceae	K13800	CMPK1, UMPK; UMP-CMP kinase [EC:2.7.4.- 2.7.4.14]	uridylate kinase	4	F:ATP binding; F:phosphotransferase activity, phosphate group as acceptor; F:nucleotide kinase activity; P:nucleotide phosphorylation	EC:2.7.4.0	N	3	14	14	50	24	24	0	0
gene_3069	15.6522657539989	0.249545981197529	462	Eukaryotic translation initiation factor 3 subunit M (eIF3m)	Grosmannia clavigera	Ophiostoma piceae	K15030	EIF3M; translation initiation factor 3 subunit M	pci domain containing protein	1	P:translation	-	N	53	33	13	65	41	16	0	4
gene_307	13.5489040464032	-0.609419499623688	359	Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1)	Grosmannia clavigera	Ophiostoma piceae			cord and cs domain-containing protein	6	F:molecular_function; P:biological_process; C:cellular_component; P:cellular aromatic compound metabolic process; F:catalytic activity; F:carbon-carbon lyase activity		N	22	26	6	53	20	6	4	4
gene_3070	12.9408974888572	0.204023676440308	662	Serine/threonine-protein kinase chk2	Grosmannia clavigera	Sporothrix schenckii	K06641	CHK2; serine/threonine-protein kinase Chk2 [EC:2.7.11.1]	camk rad53 protein kinase	9	F:transferase activity; F:protein serine/threonine kinase activity; P:phosphorylation; F:protein kinase activity; P:protein phosphorylation; F:nucleotide binding; F:ATP binding; F:kinase activity; F:transferase activity, transferring phosphorus-containing groups		N	32	41	19	32	37	14	2	0
gene_3071	6.56927449192366	2.05541805031933	686	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28	Grosmannia clavigera	Ophiostoma piceae	K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]	dead deah box dna helicase	5	F:ATP-dependent helicase activity; F:nucleic acid binding; F:ATP binding; P:RNA processing; C:intracellular part	-	N	22	14	20	48	12	2	0	0
gene_3072	8.52720423971346	0.391256965865963	174	54S ribosomal protein L25, mitochondrial (YmL25)	Grosmannia clavigera	Ophiostoma piceae			diphthamide biosynthesis protein 4	1	C:ribosome	-	N	14	10	10	70	12	3	0	4
gene_3073	42.2333971215432	0.404022121866423	553	T-complex protein 1 subunit delta	Grosmannia clavigera	Ophiostoma piceae	K09496	CCT4; T-complex protein 1 subunit delta	t-complex protein 1 subunit delta	5	P:protein folding; C:chaperonin-containing T-complex; P:mycelium development; F:ATP binding; F:unfolded protein binding	-	N	171	70	48	158	69	47	4	6
gene_3074	26.2117030649254	0.571525147460655	444	26S protease regulatory subunit 7 homolog (Tat-binding homolog 3)	Grosmannia clavigera	Ophiostoma piceae	K03061	PSMC2, RPT1; 26S proteasome regulatory subunit T1	26s protease regulatory subunit 7	7	C:cytoplasm; F:peptidase activity; P:protein catabolic process; F:ATP binding; C:proteasome complex; F:nucleoside-triphosphatase activity; P:proteolysis	EC:3.6.1.15	N	84	67	33	113	71	23	2	2
gene_3075	4.16883684008595	-0.399979467099292	234	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			hypothetical protein	0	-		N	5	8	0	26	23	8	0	0
gene_3076	10.0794927339191	0.164284269239212	115	Pre-mRNA branch site p14-like protein	Trichoderma atroviride	Trichoderma atroviride	K12833	SF3B14; pre-mRNA branch site protein p14	pre-mrna branch site protein p14	2	F:nucleic acid binding; F:nucleotide binding	-	N	14	20	13	61	19	8	0	4
gene_3077	10.6196327198676	0.367593811783647	133	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	15	25	20	55	37	4	2	0
gene_3078	18.0015456907229	0.658780745150975	1 341	pH response protein	Grosmannia clavigera	Ophiostoma piceae			ph-response regulator protein palf rim8	0	-		N	36	68	46	37	66	22	0	0
gene_3079	6.77902535296098	-1.52258620055436	371	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6479	0	-		N	4	10	0	19	21	2	4	0
gene_308	8.44857980871853	-0.127449651937039	283	U6 snRNA-associated Sm-like protein LSm8	Grosmannia clavigera	Ophiostoma piceae	K12627	LSM8; U6 snRNA-associated Sm-like protein LSm8	glutaredoxin-like domain-containing protein	2	F:molecular_function; C:cellular_component		N	5	10	24	30	10	14	2	0
gene_3080	3.18415360712876	1.15585609194779	724	Cell division control protein 18	Grosmannia clavigera	Ophiostoma piceae	K02213	CDC6; cell division control protein 6	cell division control protein	6	P:cell division; F:ATP binding; F:nucleotide binding; F:nucleoside-triphosphatase activity; P:biological_process; C:cellular_component		N	10	8	2	31	9	2	0	0
gene_3081	2.5001678619635	1.17872691709561	853	Molybdenum cofactor sulfurase	Pestalotiopsis fici	Ophiostoma piceae	K15631	ABA3; molybdenum cofactor sulfurtransferase [EC:2.8.1.9]	molybdenum cofactor sulfurase	3	F:binding; P:metabolic process; F:catalytic activity	-	N	8	18	2	8	10	0	0	0
gene_3082	3.0363588475639	2.82226467782129	597	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8178	0	-		N	18	10	5	26	0	0	0	0
gene_3083	2.39960060330252	0.217643022225065	1 179	Telomerase reverse transcriptase	Podospora anserina	Ophiostoma piceae	K11126	TERT, EST2; telomerase reverse transcriptase [EC:2.7.7.49]	telomerase reverse transcriptase	6	F:RNA binding; F:telomeric template RNA reverse transcriptase activity; P:RNA-dependent DNA replication; C:nucleus; F:RNA-directed DNA polymerase activity; F:DNA binding		N	6	6	4	8	4	6	0	0
gene_3084	32.3712578615678	-0.512234517102888	2 545	Rho guanyl nucleotide exchange	Grosmannia clavigera	Ophiostoma piceae			rho guanyl nucleotide exchange	4	C:cytoplasm; F:Rho guanyl-nucleotide exchange factor activity; P:regulation of Rho protein signal transduction; C:intracellular		N	37	52	28	153	90	39	1	12
gene_3085	0.228972464728313	-0.543936226180401	1 083	Fungal specific transcription factor domain-containing protein 	Gaeumannomyces graminis	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	1	P:transcription, DNA-dependent	-	N	0	0	0	0	4	0	0	0
gene_3086	11.7617518790546	1.05451465568565	892	Fungal specific transcription factor domain containing protein	Grosmannia clavigera	Ophiostoma piceae			fungal specific transcription factor domain containing protein	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	19	12	50	55	22	17	0	0
gene_3087	18.7739363835544	1.20798490472625	372	Uroporphyrinogen decarboxylase	Magnaporthe oryzae	Ophiostoma piceae	K01599	hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]	uroporphyrinogen decarboxylase	3	F:uroporphyrinogen decarboxylase activity; P:porphyrin-containing compound biosynthetic process; P:mycelium development	EC:4.1.1.37	N	57	68	30	96	38	10	2	0
gene_3088	2.17589387227828	0.867498463008092	420	Gcn5-related n-acetyltransferase	Grosmannia clavigera	Ophiostoma piceae			gnat family	3	F:transferase activity; F:N-acetyltransferase activity; F:transferase activity, transferring acyl groups other than amino-acyl groups		N	6	10	0	17	6	2	0	0
gene_3089	4.79365434493449	1.34764380378522	154	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8136	3	F:molecular_function; P:biological_process; C:cellular_component		N	4	2	2	82	10	4	0	0
gene_309	13.8674747044691	0.123434414494707	421	Inosine-uridine preferring nucleoside hydrolase	Grosmannia clavigera	Ophiostoma piceae	K01239	iunH; purine nucleosidase [EC:3.2.2.1]	inosine-uridine preferring nucleoside hydrolase	3	F:hydrolase activity; P:biological_process; C:cellular_component		N	46	50	14	16	44	0	3	2
gene_3090	16.4864182116396	0.45396597048768	566	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			developmental regulator	0	-		N	26	53	36	56	37	16	0	4
gene_3091	111.486419715191	0.768546949377072	7 693	Involucrin repeat protein	Grosmannia clavigera	Sporothrix schenckii			involucrin repeat protein	5	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; F:electron carrier activity; F:iron ion binding		N	311	376	243	285	256	54	4	24
gene_3092	27.3450259779588	0.0659238536157069	652	High mobility group protein 20A (HMG box-containing protein 20A)	Grosmannia clavigera	Grosmannia clavigera	K11296	HMGB3; high mobility group protein B3	chromatin-associated protein	0	-		N	74	71	27	90	57	18	4	6
gene_3093	1.7215747151978	-0.0394106173960413	106	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_8268	0	-		N	3	8	0	6	8	3	0	0
gene_3094	102.24367314377	0.613053955499483	1 351	Hybrid signal transduction histidine kinase J	Grosmannia clavigera	Ophiostoma piceae			histidine kinase group protein	14	P:intracellular signal transduction; P:signal transduction by phosphorylation; C:integral to membrane; P:phosphorylation; C:membrane; F:ATP binding; F:kinase activity; P:signal transduction; P:phosphorelay signal transduction system; P:regulation of transcription, DNA-dependent; F:signal transducer activity; F:phosphorelay response regulator activity; F:phosphorelay sensor kinase activity; F:transferase activity, transferring phosphorus-containing groups		N	250	284	216	349	287	85	2	16
gene_3095	9.97240864771101	2.45058343904048	933	Condensin complex subunit 2 (Barren homolog)	Gaeumannomyces graminis	Ophiostoma piceae	K06676	BRRN1, BRN1, CAPH; condensin complex subunit 2	condensin complex component cnd2	2	P:mycelium development; P:cellular process	-	N	34	56	24	44	16	2	0	0
gene_3096	28.7376731762599	1.42527190383429	1 150	Sodium calcium exchanger protein	Podospora anserina	Ophiostoma piceae	K13754	SLC24A6, NCKX6; solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	sodium calcium exchanger protein	5	C:integral to membrane; C:membrane; P:transmembrane transport; F:molecular_function; P:biological_process		N	109	44	35	243	71	16	0	2
gene_3098	7.04771009846097	-0.74272104855416	282	Putative uncharacterized protein	 	Sporothrix schenckii			---NA---	0	-		N	10	5	14	12	40	16	0	0
gene_3099	23.3051947548817	0.548844148900084	267	Phosphomannomutase	Grosmannia clavigera	Ophiostoma piceae	K01840	E5.4.2.8, manB; phosphomannomutase [EC:5.4.2.8]	eukaryotic phosphomannomutase	3	F:phosphomannomutase activity; C:cytoplasm; P:mannose biosynthetic process	EC:5.4.2.8	N	112	65	30	31	62	19	2	2
gene_31	21.1524013022519	-0.438846285924987	614	Histidine acid phosphatase	Grosmannia clavigera	Ophiostoma piceae			histidine acid phosphatase	1	F:acid phosphatase activity		Y	70	57	8	25	57	37	4	0
gene_310	0.630702454147963	0.725754806743787	182	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	6	0	5	2	0	0	0
gene_3100	50.5690550536768	0.397727596438771	1 304	Fso1	Togninia minima	Ophiostoma piceae			ww domain-containing protein	0	-		N	144	201	86	54	139	40	2	10
gene_3101	0	0	61	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_3102	5.7374660136171	0.364291704799941	563	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	8	35	0	24	28	6	0	0
gene_3103	6.66113955763581	0.0162312128387359	496	Histone deacetylase	Grosmannia clavigera	Ophiostoma piceae			histone deacetylase phd1	8	P:histone H4 deacetylation; ; P:regulation of transcription, DNA-dependent; F:NAD-dependent histone deacetylase activity (H3-K14 specific); P:histone H3 deacetylation; F:NAD-dependent histone deacetylase activity (H4-K16 specific); F:NAD-dependent histone deacetylase activity (H3-K9 specific); C:nucleus	EC:3.5.1.98	N	4	18	4	47	10	6	2	0
gene_3104	21.7045423542924	-0.399147256971362	596	PHD finger domain protein	Grosmannia clavigera	Ophiostoma piceae	K11319	ING3; inhibitor of growth protein 3	phd finger domain protein	2	F:metal ion binding; F:zinc ion binding		N	26	51	29	66	58	20	0	10
gene_3105	80.6890429663263	-0.562547045786522	517	UTP-glucose-1-phosphate uridylyltransferase	Grosmannia clavigera	Ophiostoma piceae	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	utp-glucose-1-phosphate uridylyltransferase	2	F:nucleotidyltransferase activity; P:metabolic process	EC:2.7.7.0	N	169	240	59	115	216	76	8	28
gene_3106	43.6339112276365	0.0817986001504048	1 778	Chromodomain helicase hrp3 (ATP-dependent helicase hrp3)	Gaeumannomyces graminis	Ophiostoma piceae	K11367	CHD1; chromodomain-helicase-DNA-binding protein 1 [EC:3.6.4.12]	chromodomain helicase dna binding protein	4	F:ATP binding; F:helicase activity; C:nucleus; F:DNA binding	-	N	86	106	34	227	109	57	6	2
gene_3107	30.3912307960173	0.685441946715933	608	Translation initiation factor RLI1 (RNase L inhibitor)	Grosmannia clavigera	Ophiostoma piceae	K06174	ABCE1; ATP-binding cassette, sub-family E, member 1	translation initiation factor rli1	7	F:translation initiation factor activity; P:translational initiation; F:iron-sulfur cluster binding; P:ATP catabolic process; F:electron carrier activity; F:ATP binding; F:ATPase activity	EC:3.6.1.3	N	72	40	50	213	57	41	0	4
gene_3108	8.36891827793015	0.485877381738022	735	Putative uncharacterized protein	Verticillium alfalfae	Ophiostoma piceae			conserved hypothetical protein	0	-		N	26	12	20	28	30	12	0	0
gene_3109	3.93040601825971	-0.434580024215004	1 128	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8093	0	-		N	10	4	2	16	9	4	0	2
gene_311	9.84033419915151	1.92997357428718	420	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_515	1	P:mycelium development	-	N	15	43	39	41	11	8	0	0
gene_3110	26.6213406229498	-0.2829832065671	1 397	MAP kinase kinase kinase wis4	Togninia minima	Ophiostoma piceae	K11230	SSK2; mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]	os4 protein	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	44	60	43	64	73	12	0	14
gene_3111	18.7339056201018	0.104508483781621	659	Lipase 4	Thielavia terrestris	Ophiostoma piceae	K01050	BCHE; cholinesterase [EC:3.1.1.8]	hypothetical protein THITE_125668	1	F:hydrolase activity		N	44	26	61	14	28	8	0	10
gene_3112	51.1292357088927	-1.32259290219869	615	Homeobox transcription factor	Grosmannia clavigera	Ophiostoma piceae			homeobox transcription factor	5	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; C:nucleus; F:sequence-specific DNA binding transcription factor activity; F:DNA binding		N	15	64	33	189	84	37	7	32
gene_3114	0	0	36	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_3115	2.05388508583281	1.9890730726908	256	Glycerol-3-phosphate phosphatase	Grosmannia clavigera	Ophiostoma piceae	K06116	GPP1; glycerol 3-phosphatase 1 [EC:3.1.3.21]	haloacid dehalogenase-like hydrolase	1	F:hydrolase activity	-	N	12	4	11	2	2	0	0	0
gene_3116	18.3223187087576	0.587912179248574	562	GTP-binding protein	Grosmannia clavigera	Ophiostoma piceae	K14538	NUG1, GNL3; nuclear GTP-binding protein	gtp-binding protein	5	C:nucleolus; P:GTP catabolic process; P:ribosome biogenesis; F:GTPase activity; F:GTP binding	-	N	52	9	4	187	33	29	0	2
gene_3117	25.4142255268328	-0.848135452601673	590	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	Togninia minima	Ophiostoma piceae	K00294	E1.5.1.12; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.1.12]	delta-1-pyrroline-5-carboxylate dehydrogenase	4	F:1-pyrroline-5-carboxylate dehydrogenase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; P:proline biosynthetic process; P:oxidation-reduction process	EC:1.5.1.12; EC:1.2.1.0	N	56	54	22	21	58	22	4	10
gene_3118	3.71701645954459	-0.215627080001682	579	Transcription factor BIM2 (BES1-interacting Myc-like protein 2)	Stachybotrys chartarum	Ophiostoma piceae			helix-loop-helix dna-binding domain-containing protein	2	F:protein dimerization activity; F:DNA binding		N	10	8	0	17	11	10	0	0
gene_3119	11.8049139523735	0.0666560165623469	424	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8164	0	-		N	46	20	14	27	22	32	0	0
gene_312	6.41386622772671	0.820827566222298	564	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1046	3	F:molecular_function; P:biological_process; C:cellular_component		N	14	14	24	16	5	0	2	0
gene_3120	19.6493389792229	-0.117721167508954	880	Pre-mRNA-processing protein prp40	Colletotrichum orbiculare	Ophiostoma piceae	K12821	PRPF40, PRP40; pre-mRNA-processing factor 40	pre-mrna-processing protein prp40	0	-		N	19	56	23	86	86	20	0	4
gene_3121	3.3974292830197	1.07434836972029	112	Mitochondrial zinc maintenance protein 1, mitochondrial	Togninia minima	Ophiostoma piceae			mzm1_neucr ame: full=mitochondrial zinc maintenance protein mitochondrial flags: precursor	1	C:mitochondrion	-	N	10	10	10	13	16	0	0	0
gene_3122	46.0530267321148	0.568781740909001	447	Zuotin (DnaJ-related protein zuo1)	Grosmannia clavigera	Ophiostoma piceae	K09522	DNAJC2; DnaJ homolog subfamily C member 2	domain-containing protein	8	P:ribosomal subunit export from nucleus; C:ribosome; F:heat shock protein binding; C:mitochondrion; C:nucleolus; P:rRNA processing; P:regulation of translational fidelity; C:polysome	-	N	117	60	54	334	97	38	4	6
gene_3123	5.61255018142475	2.00770860661713	394	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			X-dimethylguanosine trna methyltransferase	3	F:methyltransferase activity; F:transferase activity; P:methylation		N	9	22	10	58	2	5	0	0
gene_3124	6.20207713524722	-2.59808614244737	205	G patch domain-containing protein 8	Grosmannia clavigera	Ophiostoma piceae			c2h2 finger domain containing protein	2	F:zinc ion binding; C:intracellular		N	2	6	0	2	0	0	6	0
gene_3125	49.4460143740043	5.37509874409258	501	Adhesive plaque matrix protein	Daphnia pulex	Daphnia pulex			fp1_myted ame: full=adhesive plaque matrix protein ame: full=foot protein 1 ame: full=mefp1 ame: full=polyphenolic adhesive protein	2	F:structural constituent of cuticle; C:extracellular region		Y	488	245	43	70	12	0	0	0
gene_3126	13.8229509139851	-0.00895548356111516	683	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			hypothetical protein TRIATDRAFT_321268	0	-		N	36	45	10	38	44	0	4	1
gene_3127	8.60063363337508	0.00129122794633272	1 669	Proteoglycan-like protein/Periaxin	Caenorhabditis briggsae	Ophiostoma piceae			large exoprotein involved in heme utilization or adhesion	5	F:chitin binding; P:peptide cross-linking; P:chitin metabolic process; C:cytoplasm; C:extracellular region		Y	22	45	2	10	53	9	0	0
gene_3128	20.1419748345951	-1.0305940008879	998	Phosphoinositide 3-kinase	Grosmannia clavigera	Ophiostoma piceae	K00914	PIK3C3, VPS34; phosphatidylinositol 3-kinase [EC:2.7.1.137]	phosphatidylinositol 3-kinase catalytic subunit	7	C:intracellular membrane-bounded organelle; C:phosphatidylinositol 3-kinase complex; P:phosphatidylinositol-mediated signaling; F:1-phosphatidylinositol-3-kinase activity; F:ATP binding; P:phosphatidylinositol phosphorylation; P:phosphatidylinositol-3-phosphate biosynthetic process	EC:2.7.1.137	N	17	41	14	53	32	44	6	0
gene_3129	7.20024291487985	0.748192709224175	503	Nuclear protein qri2	Grosmannia clavigera	Ophiostoma piceae			nuclear protein qri2	4	P:oxidation-reduction process; F:oxidoreductase activity; C:integral to membrane; C:membrane		N	4	34	14	36	30	6	0	0
gene_313	7.22000185924773	-0.914169261167724	285	Pyroglutamyl peptidase type	Grosmannia clavigera	Ophiostoma piceae	K01304	E3.4.19.3, pcp; pyroglutamyl-peptidase [EC:3.4.19.3]	pyroglutamyl peptidase type	1	P:proteolysis		N	14	22	2	4	36	20	0	0
gene_3130	12.5276682312195	0.540738083699275	440	Proline iminopeptidase (PIP)	Drechslerella stenobrocha	Ophiostoma piceae			alpha beta hydrolase	1	F:hydrolase activity		N	36	22	34	34	24	8	0	4
gene_3131	3.17269379186987	1.74669141249151	1 374	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae				0	-		N	10	19	2	24	8	0	0	0
gene_3131.1	16.4865433113881	0.117335277610303	734	Apopolysialoglycoprotein-like protein	Grosmannia clavigera	Ophiostoma piceae			apopolysialoglyco protein	0	-		N	51	29	4	95	52	8	4	0
gene_3132	5.37612378584158	0.512022221067586	98	Iron-sulfur cluster biosynthesis protein	Grosmannia clavigera	Ophiostoma piceae			iron-sulfur cluster biosynthesis protein	0	-		N	7	17	9	30	20	7	0	0
