Gene_ID	ExprLevel	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
gene_7328	326.069091841834	-2.42659292696623	347	Thiamine thiazole synthase (Thiazole biosynthetic enzyme)	Grosmannia clavigera	Ophiostoma piceae	K03146	thi1; thiamine biosynthetic enzyme	thiazole biosynthetic enzyme	5	P:thiamine biosynthetic process; C:cytoplasm; F:metal ion binding; P:response to stress; C:nucleus	-	N	153	177	196	405	813	519	73	138
gene_7355	21.597001029294	-2.40021341614293	331	Regulator of G protein signaling domain containing protein	Grosmannia clavigera	Ophiostoma piceae			regulator of g protein signaling domain containing protein	3	P:termination of G-protein coupled receptor signaling pathway; P:biological_process; C:cellular_component		N	13	13	6	29	44	42	6	7
gene_7455	5.26578041780794	-2.90215364887394	531	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein VDAG_05774	2	F:nucleic acid binding; F:nucleotide binding		N	4	0	0	0	0	0	0	8
gene_7629	248.466250038803	-2.66479731432452	342	Putative NADPH-dependent methylglyoxal reductase (Cytoplasmic antigenic protein 2)	Colletotrichum gloeosporioides	Ophiostoma piceae			ketoreductase	1	F:binding	-	N	146	96	159	160	91	253	44	211
gene_7663	188.084238749584	-3.18998574926476	196	DUF567 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf567 domain protein	0	-		N	36	109	50	154	100	108	24	201
gene_7693	43.8187487062817	-2.01742959356271	591	Microfibrillar-associated protein	Grosmannia clavigera	Ophiostoma piceae	K13110	MFAP1; microfibrillar-associated protein 1	microfibrillar-associated protein	0	-		N	27	28	49	29	8	70	4	34
gene_7723	122.648046431284	-2.32449779188435	1 726	GTPase-activating protein BEM3	Grosmannia clavigera	Ophiostoma piceae	K08773	RALBP1; RalA-binding protein 1	rhogap with ph domain protein	3	P:regulation of nucleobase-containing compound metabolic process; F:binding; P:transcription, DNA-dependent	-	N	84	85	68	123	105	544	8	20
gene_7762	56.8912773209765	-2.15532972184648	1 283	Multidrug resistance-associated protein 1 (Leukotriene C(4) transporter)	Colletotrichum orbiculare	Ophiostoma piceae			abc transporter	9	F:ATPase activity, coupled to transmembrane movement of substances; C:integral to membrane; P:transport; P:ATP catabolic process; F:nucleotide binding; F:nucleoside-triphosphatase activity; F:ATP binding; F:ATPase activity; P:transmembrane transport		N	49	25	40	64	32	87	12	34
gene_7768	14.4431114543084	-2.0748825054412	1 679	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1941	0	-		N	18	12	6	6	28	2	10	1
gene_7800	756.108766690014	-2.80219507342667	2 466	Autophagy regulatory protein	Grosmannia clavigera	Ophiostoma piceae			autophagy regulatory protein	4	P:autophagy; C:late endosome; P:protein transport; P:transport		N	459	361	326	520	327	610	132	688
gene_7828	163.770558093336	-2.06201599761238	647	Cytochrome P450 (CYP534F2)	Colletotrichum gloeosporioides	Ophiostoma piceae			cytochrome p450	2	F:oxidoreductase activity; F:binding	-	Y	145	106	102	217	131	63	37	129
gene_7872	2.72097685584384	-2.19014686857189	288	Putative uncharacterized protein	Thielavia terrestris	Thielavia terrestris			hypothetical protein THITE_2095935	0	-		N	0	0	2	0	3	8	0	2
gene_7881	2265.4007182374	-2.97022948235171	605	AMP-dependent synthetase/ligase	Togninia minima	Ophiostoma piceae			amp-dependent synthetase ligase	1	F:catalytic activity	-	N	1136	726	1082	1498	974	3282	516	1598
gene_7892	6.11679764596267	-2.72393591119272	142	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_983	2	P:primary metabolic process; P:cellular macromolecule metabolic process	-	N	6	0	0	2	0	0	6	0
gene_7913	2407.53393415681	-2.70115435193998	1 031	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_1447	0	-		N	1359	921	1305	2067	874	3464	508	1702
gene_7925	157.034469947797	-2.26606295172714	942	Uncharacterized transcriptional regulatory protein C1327.01c	Magnaporthe oryzae	Ophiostoma piceae			nitrate assimilation regulatory protein	2	F:metal ion binding; P:transcription, DNA-dependent	-	N	85	119	84	211	59	100	29	136
gene_7953	47.5309134800315	-3.70680473746029	517	Beta-1,3-glucan-binding protein (GBP)	Fusarium oxysporum	Ophiostoma piceae			glucan -beta-glucosidase	1	F:hydrolase activity	-	N	24	14	4	11	74	97	3	38
gene_7954	10.3657155329205	-2.73882189737603	203	Alkali-sensitive linkage protein 1	Togninia minima	Ophiostoma piceae			glycoside hydrolase subgroup catalytic core	3	P:carbohydrate metabolic process; F:cation binding; F:catalytic activity	-	N	2	6	0	14	11	13	4	5
gene_8031	4.62560309641433	-2.88972136237708	1 001	Hydantoin utilization protein A	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein FPSE_11424	1	F:hydrolase activity		N	0	0	2	0	12	0	0	6
gene_8370	10.1136261517464	-2.20637893450428	985	Protein argonaute (Protein slicer/RNA interference pathway protein ago1)	Grosmannia clavigera	Ophiostoma piceae	K11596	AGO1; argonaute	eukaryotic translation initiation factor	1	F:nucleic acid binding	-	N	7	4	10	0	16	46	0	2
gene_8389	23.8332205479565	-2.69554162317318	574	Pyruvate decarboxylase	Grosmannia clavigera	Ophiostoma piceae	K01568	E4.1.1.1, pdc; pyruvate decarboxylase [EC:4.1.1.1]	pyruvate decarboxylase	4	P:metabolic process; F:catalytic activity; F:magnesium ion binding; F:thiamine pyrophosphate binding	-	N	14	12	4	26	64	36	9	6
gene_849	4.44896831628316	-2.29168437286412	481	Molybdate transporter 1 (Sulfate transporter like protein 5.2)	Grosmannia clavigera	Ophiostoma piceae			sulfate transporter	3	C:integral to membrane; P:sulfate transport; F:sulfate transmembrane transporter activity		N	4	2	0	2	2	1	0	6
gene_8505	6.03669887512421	-2.43433050270112	283	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			7 alpha-cephem-	0	-		N	1	5	0	7	95	0	0	0
gene_94	50.0206009999241	-3.30874649509557	121	Putative uncharacterized protein	Aureobasidium subglaciale	Ophiostoma piceae			hypothetical protein MGG_04873	3	F:molecular_function; P:biological_process; C:cellular_component		N	67	0	2	0	152	54	6	38
