Gene_ID	level	Log2FC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	ï..Gene_ID	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4	protein_ID	transcript_ID
gene_205	37.8674665144389	-0.449414398197449	1 214	Pre-mRNA-splicing factor RSE1	Grosmannia clavigera	Ophiostoma piceae	K12830	SF3B3, SAP130, RSE1; splicing factor 3B subunit 3	pre-mrna-splicing factor rse1	5	P:RNA splicing; F:nucleic acid binding; C:spliceosomal complex; P:mRNA processing; P:cell cycle	-	N	gene_207	160	4	0	76	169	28	65	73	1978767	1979021
gene_2050	7.83809586114146	-0.00483971585676916	304	Acetylserotonin methytransferase-like protein	Togninia minima	Ophiostoma piceae	K06287	maf; septum formation protein	acetylserotonin methytransferase-like protein	5	C:cytoplasm; F:transferase activity; F:molecular_function; C:cellular_component; F:protein dimerization activity		N	gene_2063	47	0	0	24	25	10	4	19	1980623	1980877
gene_2051	2.60223863248019	-1.20981560593158	113	Max-like protein X (Transcription factor-like protein 4)	Fusarium oxysporum	Ophiostoma piceae			helix-loop-helix dna-binding domain-containing protein	2	F:protein dimerization activity; C:cytoplasm	-	N	gene_2064	13	0	0	0	28	0	7	3	1980624	1980878
gene_2052	3.26323080231045	-1.22583401597834	564	Threonyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	threonyl-trna synthetase	4	P:threonyl-tRNA aminoacylation; F:threonine-tRNA ligase activity; F:ATP binding; C:cytoplasm	EC:6.1.1.3	N	gene_2065	4	0	0	8	24	8	0	8	1980625	1980879
gene_2053	1.5653262847367	-1.14693230416318	306	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6019	0	-		N	gene_2066	0	0	0	4	14	0	0	12	1980626	1980880
gene_2054	7.56792096621175	0.417532661515467	702	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4449	0	-		N	gene_2067	10	0	8	0	14	5	12	10	1980627	1980881
gene_2055	37.5834742454128	-0.48792020385757	783	Urease	Togninia minima	Ophiostoma piceae	K01427	URE; urease [EC:3.5.1.5]	probable urease	3	P:urea catabolic process; F:urease activity; F:nickel cation binding	EC:3.5.1.5	N	gene_2068	71	4	8	72	180	32	50	86	1980628	1980882
gene_2056	29.9833529729432	0.626729090533996	287	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	Grosmannia clavigera	Ophiostoma piceae			high mobility group protein	0	-		N	gene_2069	100	14	2	29	64	10	42	52	1980629	1980883
gene_2057	16.0830332660967	-0.508466160075771	357	3'(2'),5'-bisphosphate nucleotidase	Magnaporthe oryzae	Ophiostoma piceae	K01082	E3.1.3.7, cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	3 -bisphosphate nucleotidase	5	P:hyperosmotic salinity response; P:phosphatidylinositol phosphorylation; F:3'(2'),5'-bisphosphate nucleotidase activity; P:methionine biosynthetic process; P:sulfate assimilation	EC:3.1.3.7	N	gene_2070	23	0	8	21	57	20	24	32	1980630	1980884
gene_2058	61.8886133604851	-0.297071499230615	876	Vegetative incompatibility protein Het-C	Grosmannia clavigera	Ophiostoma piceae			nima-interacting protein	3	F:molecular_function; P:biological_process; C:cellular_component		Y	gene_2071	266	0	14	118	302	58	70	115	1980631	1980885
gene_2059	18.1625576000514	-2.24844296950448	230	Glycoside hydrolase family 45 protein	Thielavia terrestris	Ophiostoma piceae			glycoside hydrolase family 45 protein	2	P:carbohydrate metabolic process; F:cellulase activity	EC:3.2.1.4	Y	gene_2072	0	0	0	38	77	27	39	71	1980632	1980886
gene_206	5.67109748538008	-0.792206133636246	272	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			thiamine biosynthetic bifunctional enzyme	2	F:molecular_function; C:cellular_component		N	gene_208	10	0	0	20	26	6	14	6	1978768	1979022
gene_2060	3.94853373439857	-3.15332989277701	518	RING finger domain protein	Grosmannia clavigera	Ophiostoma piceae			ring finger domain protein	1	F:metal ion binding	-	N	gene_2073	0	0	0	0	19	2	6	37	1980633	1980887
gene_2061	9.54608272612612	-1.74092407655724	747	Chromatin-remodeling complexes subunit NGG1 (Transcriptional adapter 3)	Grosmannia clavigera	Ophiostoma piceae	K11315	TADA3, ADA3, NGG1; transcriptional adapter 3	transcriptional regulator ngg1	3	P:biological_process; C:cellular_component; F:transferase activity		N	gene_2074	13	0	0	18	49	8	27	27	1980634	1980888
gene_2062	1.46578243900696	-1.97510366169174	926	3-amino-3-carboxypropyl transferase	Grosmannia clavigera	Ophiostoma piceae	K13621	BTA1; betaine lipid synthase	3-amino-3-carboxypropyl transferase	1	F:transferase activity	-	N	gene_2075	0	0	0	0	8	4	0	10	1980635	1980889
gene_2063	7.61304097564985	-0.935529664870583	661	NAD-dependent protein deacetylase hst1 (Homologous to SIR2 protein 1)	Togninia minima	Ophiostoma piceae	K11121	SIR2; NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]	sir2-like protein	1	F:NAD+ binding		N	gene_2076	28	0	0	16	23	6	20	20	1980636	1980890
gene_2064	9.94647305567064	-0.604130949709389	810	G1 s regulator	Grosmannia clavigera	Ophiostoma piceae	K02309	DBF4; regulatory subunit for Cdc7p protein kinase	hsk1-interacting molecule 1	2	F:nucleic acid binding; F:zinc ion binding		N	gene_2077	22	0	2	25	36	20	12	11	1980637	1980891
gene_2065	10.0898217154954	1.28043205732337	534	Metallopeptidase	Grosmannia clavigera	Ophiostoma piceae	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	xaa-pro dipeptidase	2	F:hydrolase activity; F:metal ion binding	-	N	gene_2078	0	0	14	6	22	2	8	12	1980638	1980892
gene_2066	14.1594300448165	-0.386554831686096	541	Sterol regulatory element-binding protein 1 (Processed sterol regulatory element-binding protein 1)	Magnaporthe oryzae	Ophiostoma piceae			helix-loop-helix dna-binding domain containing protein	2	P:mycelium development; F:binding	-	N	gene_2079	42	0	0	56	58	6	24	39	1980639	1980893
gene_2067	3.46745880480308	0.379697159775086	437	Uncharacterized oxidoreductase ORF334	Capronia epimyces	Sporothrix schenckii			tpa: nad binding rossmann fold (afu_orthologue afua_8g04870)	5	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; P:biological_process; C:cellular_component		N	gene_2080	23	0	2	0	12	2	2	8	1980640	1980894
gene_2068	2.4375234981885	-1.26425006001641	586	Xylosidase/arabinosidase (Beta-xylosidase)	Pestalotiopsis fici	Pestalotiopsis fici			glycoside hydrolase family 43 protein	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; F:hydrolase activity		Y	gene_2081	8	0	0	2	12	10	1	0	1980641	1980895
gene_2069	21.1659219967594	1.03330213519185	215	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae	K10253	K10253; DOPA 4,5-dioxygenase [EC:1.14.99.-]	hypothetical protein CMQ_6190	2	F:magnesium ion binding; F:terpene synthase activity	-	N	gene_2082	109	4	2	73	63	16	10	18	1980642	1980896
gene_207	0.508606927955248	-0.458165755276479	380	C2H2 transcription factor Ace1	Talaromyces marneffei	Ophiostoma piceae			c2h2 transcription factor	1	F:nucleic acid binding	-	N	gene_209	3	0	0	0	4	0	2	0	1978769	1979023
gene_2070	13.0787523187575	0.4217530323386	760	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			phosphopantothenoylcysteine decarboxylase	2	P:metabolic process; F:catalytic activity		N	gene_2083	44	4	0	34	42	9	11	24	1980643	1980897
gene_2071	2.14104538935678	1.15775689223318	204	Dynactin subunit 6	Grosmannia clavigera	Ophiostoma piceae	K10428	DCTN6; dynactin 6	transferase hexapeptide domain-containing protein	3	F:transferase activity; P:biological_process; C:cellular_component		N	gene_2084	0	2	0	2	2	2	0	2	1980644	1980898
gene_2072	29.6729073389995	-0.424052746175231	522	NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial	Myceliophthora thermophila	Ophiostoma piceae	K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	nadh-ubiquinone oxidoreductase 51 kda subunit	5	F:NAD binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process; F:NADH dehydrogenase (ubiquinone) activity; F:FMN binding	EC:1.6.5.3	N	gene_2085	105	4	1	58	102	42	34	60	1980645	1980899
gene_2073	1.65564579736413	1.28323672554776	348	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			hypothetical protein CMQ_5962	3	P:peroxisome fission; C:integral to peroxisomal membrane; F:molecular_function		N	gene_2086	24	0	0	4	0	2	0	0	1980646	1980900
gene_2074	7.73453213426991	-0.22777927181469	605	Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase)	Grosmannia clavigera	Ophiostoma piceae			c3hc zinc finger protein	4	F:zinc ion binding; C:nucleus; C:intracellular; P:biological_process		N	gene_2087	45	0	0	20	16	2	21	16	1980647	1980901
gene_2075	12.7822569440224	-1.39232144264252	878	Histidinol dehydrogenase	Pestalotiopsis fici	Ophiostoma piceae	K14152	HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]	histidine biosynthesis trifunctional protein	8	F:histidinol dehydrogenase activity; F:NAD binding; P:histidine biosynthetic process; F:ATP binding; F:phosphoribosyl-ATP diphosphatase activity; F:zinc ion binding; F:phosphoribosyl-AMP cyclohydrolase activity; P:oxidation-reduction process	EC:1.1.1.23; EC:3.6.1.31; EC:3.5.4.19	N	gene_2088	50	0	0	14	73	2	28	54	1980648	1980902
gene_2076	7.79070302826535	-0.457143851558633	629	DNA damage response protein WSS1 (Weak suppressor of SMT3 protein 1)	Colletotrichum orbiculare	Ophiostoma piceae			wlm domain-containing protein	5	F:zinc ion binding; C:intracellular; F:methyltransferase activity; P:metabolic process; P:methylation		N	gene_2089	26	0	2	14	25	14	10	10	1980649	1980903
gene_2077	10.2881771463083	0.664148654729205	354	Deoxyhypusine hydroxylase	Fusarium pseudograminearum	Ophiostoma piceae	K06072	E1.14.99.29, DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29]	deoxyhypusine hydroxylase	8	C:cytoplasm; F:metal ion binding; P:peptidyl-lysine modification to hypusine; F:deoxyhypusine monooxygenase activity; P:microtubule cytoskeleton organization; F:hydrolase activity; C:nucleus; P:oxidation-reduction process	EC:1.14.99.29	N	gene_2090	37	0	6	24	49	3	9	10	1980650	1980904
gene_2078	2.07539908134403	0.129315047577684	122	DNA-directed RNA polymerase I subunit RPA12	Grosmannia clavigera	Ophiostoma piceae	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	transcription factor s-ii	5	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:nucleic acid binding; C:nucleus; F:zinc ion binding	EC:2.7.7.6	N	gene_2091	8	0	0	10	8	0	1	9	1980651	1980905
gene_2079	13.4159567176127	-1.14106956298752	2 051	Sister chromatid cohesion protein	Grosmannia clavigera	Ophiostoma piceae	K06672	SCC2, NIPBL; cohesin loading factor subunit SCC2	at hook domain-containing protein	1	F:DNA binding		N	gene_2092	39	0	0	30	56	1	46	33	1980652	1980906
gene_208	1.19133125013483	-1.75815924172642	454	Chitin deacetylase 1	Neurospora tetrasperma	Sporothrix schenckii	K01452	E3.5.1.41; chitin deacetylase [EC:3.5.1.41]	chitin binding protein	1	F:catalytic activity	-	Y	gene_210	0	0	0	0	0	0	4	12	1978770	1979024
gene_2080	13.6322425222981	-0.523130181422707	914	DUF500 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf500 domain protein	0	-		N	gene_2093	67	0	2	20	68	14	14	34	1980653	1980907
gene_2081	6.74705361057032	-0.995169300049538	116	Small nuclear ribonucleoprotein Sm-D2 (snRNP core protein D2)	Grosmannia clavigera	Ophiostoma piceae	K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	small nuclear ribonucleoprotein sm d2	5	F:oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; C:membrane; F:nucleic acid binding; C:ribonucleoprotein complex; P:oxidation-reduction process	EC:1.3.1.0	N	gene_2094	32	0	1	2	27	6	12	24	1980654	1980908
gene_2082	40.3661265847087	-0.286985632997026	771	Threonine-tRNA ligase	Grosmannia clavigera	Ophiostoma piceae	K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	threonyl-trna synthetase	4	C:cytoplasm; F:threonine-tRNA ligase activity; F:ATP binding; P:threonyl-tRNA aminoacylation	EC:6.1.1.3	N	gene_2095	107	0	12	99	161	35	59	78	1980655	1980909
gene_2083	9.34890190932402	-1.93221972779653	88	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_13198	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_2096	20	0	0	10	18	8	32	38	1980656	1980910
gene_2084	2.30551286008367	0.124340520103561	594	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2962	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_2097	4	0	0	14	8	0	7	0	1980657	1980911
gene_2085	8.39529905772307	-0.385456641505404	804	E3 ubiquitin-protein ligase RNF216	Grosmannia clavigera	Ophiostoma piceae	K11976	RNF216; TRIAD3; E3 ubiquitin-protein ligase RNF216 [EC:6.3.2.19]	ring finger protein	1	F:zinc ion binding		N	gene_2098	22	0	1	28	49	4	3	34	1980658	1980912
gene_2086	161.553577489588	-0.721024554538771	899	Peroxisomal multifunctional beta-oxidation protein	Grosmannia clavigera	Ophiostoma piceae	K14729	FOX2; multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]	peroxisomal hydratase-dehydrogenase-epimerase	8	P:pathogenesis; C:mitochondrial fatty acid beta-oxidation multienzyme complex; F:lyase activity; C:peroxisome; P:positive regulation of fatty acid beta-oxidation; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:nucleotide binding; F:isomerase activity	EC:1.1.1.0	N	gene_2099	309	11	57	140	472	173	316	388	1980659	1980913
gene_2087	8.3477474504331	-0.921035602298978	325	Uridine/cytidine kinase	Grosmannia clavigera	Ophiostoma piceae	K15918	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]	uridine cytidine kinase	1	P:cellular process	-	N	gene_2100	32	0	2	4	43	7	14	24	1980660	1980914
gene_2088	3.59975377455714	-0.189974296290198	489	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2693	0	-		N	gene_2101	20	0	0	10	19	2	2	12	1980661	1980915
gene_2089	4.55517341157623	-1.44905962166047	345	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)	Grosmannia clavigera	Ophiostoma piceae			cytosolic fe-s cluster assembly factor nbp35	6	C:cytoplasm; P:iron-sulfur cluster assembly; F:iron ion binding; F:ATP binding; C:nucleus; P:tRNA wobble uridine modification	-	N	gene_2102	12	0	0	6	33	2	4	26	1980662	1980916
gene_209	16.7626557907054	-0.634567318748994	407	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7320	0	-		N	gene_211	38	2	2	30	77	15	32	29	1978771	1979025
gene_2090	12.0920051088138	0.460650284446937	142	Gmf family protein	Grosmannia clavigera	Grosmannia clavigera			gmf family protein	2	F:actin binding; C:intracellular	-	N	gene_2103	40	4	0	30	38	14	10	9	1980663	1980917
gene_2091	10.9286512163589	-0.764252366277727	309	NADH-ubiquinone oxidoreductase	Togninia minima	Ophiostoma piceae			pbsp domain-containing protein	5	P:respiratory electron transport chain; F:oxidoreductase activity, acting on NADH or NADPH; C:mitochondrial inner membrane; F:molecular_function; P:biological_process		N	gene_2104	34	0	0	32	28	28	8	20	1980664	1980918
gene_2092	12.7764732248266	-0.577708365920843	964	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			oligomeric golgi complex component	0	-		N	gene_2105	28	0	4	24	26	8	22	52	1980665	1980919
gene_2093	8.89657776855344	-0.0429422118135435	277	Peroxisomal-enoyl-isomerase	Grosmannia clavigera	Ophiostoma piceae	K13239	PECI; peroxisomal 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8]	enoyl- hydratase isomerase	2	F:isomerase activity; P:metabolic process	-	N	gene_2106	42	0	2	20	35	6	2	35	1980666	1980920
gene_2094	6.50989525556795	-0.153239918988379	1 213	Putative ATP-dependent helicase HRQ1 (Homologous to recQ protein 1)	Verticillium dahliae	Ophiostoma piceae	K06877	K06877; DEAD/DEAH box helicase domain-containing protein	dead deah box helicase	2	F:helicase activity; F:nucleic acid binding	-	N	gene_2107	26	0	2	12	24	4	8	18	1980667	1980921
gene_2095	16.7841481128532	-0.023478625857982	555	DEAD DEAH box DNA helicase	Grosmannia clavigera	Ophiostoma piceae			dead deah box dna helicase	10	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:hydrolase activity; P:intracellular transport; F:ATP-dependent helicase activity; C:intracellular; F:molecular_function; P:biological_process; C:cellular_component		N	gene_2108	41	4	0	46	54	34	5	20	1980668	1980922
gene_2096	21.4663162871198	0.435798064213695	965	Potassium channel, voltage-dependent transporter	Grosmannia clavigera	Ophiostoma piceae			yip1 domain-containing protein	6	C:endomembrane system; P:vesicle-mediated transport; P:intracellular protein transport; C:integral to membrane; C:endoplasmic reticulum; F:Rab GTPase binding	-	N	gene_2109	59	2	12	31	84	12	21	31	1980669	1980923
gene_2097	6.17386530542742	-1.02746207397681	608	Embryonic ectoderm development protein	Grosmannia clavigera	Ophiostoma piceae	K11462	EED; polycomb protein EED	embryonic ectoderm development protein	0	-		N	gene_2110	28	0	0	8	29	2	22	8	1980670	1980924
gene_2098	2.45250368774844	-0.192557511782758	570	NADH-ubiquinone oxidoreductase	Magnaporthe oryzae	Ophiostoma piceae			nadh-ubiquinone oxidoreductase	6	P:respiratory electron transport chain; F:oxidoreductase activity, acting on NADH or NADPH; C:mitochondrial inner membrane; F:molecular_function; P:biological_process; C:cellular_component		N	gene_2111	18	0	0	4	6	2	2	10	1980671	1980925
gene_2099	17.777247074459	0.0203246032878872	242	NADH-ubiquinone oxidoreductase 29.9 kDa subunit, mitochondrial	Togninia minima	Ophiostoma piceae			nadh-ubiquinone oxidoreductase kda subunit	1	P:mycelium development	-	N	gene_2112	81	1	3	41	73	8	17	50	1980672	1980926
gene_21	9.4524705442471	-2.00043644148733	1 294	RNA-dependent RNA polymerase	Grosmannia clavigera	Ophiostoma piceae	K11699	RDR1, RDP1; RNA-dependent RNA polymerase 1 [EC:2.7.7.48]	rna-dependent rna polymerase	3	F:RNA-directed RNA polymerase activity; F:nucleotide binding; F:nucleic acid binding		N	gene_23	22	0	0	8	41	12	12	54	1978583	1978837
gene_210	11.9628608450877	-0.553247601778037	416	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7404	0	-		N	gene_212	31	0	0	45	60	14	14	24	1978772	1979026
gene_2100	15.3237975282285	0.495326072565937	351	3-ketosphinganine reductase	Grosmannia clavigera	Ophiostoma piceae	K04708	E1.1.1.102; 3-dehydrosphinganine reductase [EC:1.1.1.102]	3-ketosphinganine reductase	6	P:lipid metabolic process; F:oxidoreductase activity; C:endoplasmic reticulum; C:membrane part; F:nucleotide binding; P:oxidation-reduction process	-	N	gene_2113	26	6	4	18	33	20	4	30	1980673	1980927
gene_2101	16.8001964491234	0.763080109347685	674	Sas10 UTP3 family protein	Grosmannia clavigera	Ophiostoma piceae	K14767	UTP3, SAS10; U3 small nucleolar RNA-associated protein 3	sas10 utp3 family protein	0	-		N	gene_2114	66	8	0	22	42	10	5	42	1980674	1980928
gene_2102	4.72715558433054	-0.554371350236976	1 487	Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2)	Grosmannia clavigera	Ophiostoma piceae	K14862	URB2; nucleolar pre-ribosomal-associated protein 2	urb2 npa2 family protein	0	-		N	gene_2115	4	0	0	22	12	6	8	12	1980675	1980929
gene_2103	14.4911348952485	0.938917538655512	89	Mitochondrial inner membrane organizing system protein NCU06495	Grosmannia clavigera	Ophiostoma piceae			duf543 domain containing protein	2	C:mitochondrial inner membrane; C:integral to membrane	-	N	gene_2116	57	0	7	49	43	10	7	17	1980676	1980930
gene_2104	14.674327067778	0.576415473719161	272	SMR domain containing protein	Grosmannia clavigera	Ophiostoma piceae			smr domain containing protein	0	-		N	gene_2117	28	0	10	36	58	2	15	27	1980677	1980931
gene_2105	43.0380710559158	-0.291409023926989	353	Guanine nucleotide-binding protein alpha-O subunit / Mod-D partial suppressor of vegetative incompatibility	Grosmannia clavigera	Ophiostoma piceae	K04534	GNAO, G-ALPHA-O; guanine nucleotide-binding protein G(o) subunit alpha	g protein alpha subunit	7	F:metal ion binding; P:modulation by host of symbiont signal transduction pathway; F:GTP binding; F:signal transducer activity; P:sporocarp development involved in sexual reproduction; P:pathogenesis; P:G-protein coupled receptor signaling pathway	-	N	gene_2118	124	2	12	84	179	30	57	106	1980678	1980932
gene_2106	2.14227818034241	-0.891091071545097	696	Putative uncharacterized protein	Neurospora tetrasperma	Neurospora tetrasperma			hypothetical protein THITE_2079890	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	gene_2119	10	0	0	2	10	2	8	0	1980679	1980933
gene_2107	4.67613967770101	-1.22956796121145	459	Cell division cycle protein 123	Grosmannia clavigera	Ophiostoma piceae			cell division cycle protein 123	2	P:cellular process; P:mycelium development	-	N	gene_2120	10	0	0	10	21	6	9	14	1980680	1980934
gene_2108	8.29561469435104	0.69796072698197	327	Pre-mRNA-splicing factor cwc-21	Grosmannia clavigera	Ophiostoma piceae	K13172	SRRM2, SRM300; serine/arginine repetitive matrix protein 2	pre-mrna-splicing factor cwc21	0	-		N	gene_2121	4	4	2	14	18	0	19	4	1980681	1980935
gene_2109	22.6350431442157	-1.00094974700684	1 188	Cell division control protein 25	Grosmannia clavigera	Ophiostoma piceae			cell division control protein	4	F:guanyl-nucleotide exchange factor activity; C:intracellular; P:regulation of small GTPase mediated signal transduction; P:cell division	-	N	gene_2122	49	2	3	29	98	30	36	56	1980682	1980936
gene_211	8.27501027323676	-1.29451026809423	709	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_05007	0	-		N	gene_213	22	0	0	16	40	10	15	25	1978773	1979027
gene_2110	0	0	38	Putative uncharacterized protein	 				---NA---	0	-		N	gene_2123	0	0	0	0	0	0	0	0	1980683	1980937
gene_2111	51.7898372690091	-0.965478167944442	798	C2H2 finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c2h2 finger domain containing protein	4	P:transcription, DNA-dependent; F:DNA binding; C:nucleus; F:zinc ion binding	-	N	gene_2124	103	4	8	77	222	65	92	112	1980684	1980938
gene_2112	0.223610260080487	-0.533284769210954	364	Beta-glucanase	Grosmannia clavigera	Ophiostoma piceae			glycoside hydrolase family 16 protein	2	P:carbohydrate metabolic process; F:hydrolase activity, hydrolyzing O-glycosyl compounds	EC:3.2.1.0	Y	gene_2125	0	0	0	0	0	0	2	0	1980685	1980939
gene_2113	7.14216293566373	1.41974322500364	673	Glucanase b	Grosmannia clavigera	Ophiostoma piceae			glucanase b	4	F:hydrolase activity; F:carbohydrate binding; P:biological_process; C:cellular_component		N	gene_2126	6	6	0	8	14	6	0	6	1980686	1980940
gene_2114	17.1402616259911	-1.0866715709261	1 157	Zonadhesin	Gaeumannomyces graminis	Ophiostoma piceae			dna-binding transcriptional regulator	3	P:regulation of transcription, DNA-dependent; C:nucleus; F:DNA binding		N	gene_2127	28	0	2	41	96	26	22	36	1980687	1980941
gene_2115	15.52428344656	-1.12841673886141	654	Autophagy related lipase	Grosmannia clavigera	Ophiostoma piceae			autophagy related lipase	2	P:lipid metabolic process; F:triglyceride lipase activity	EC:3.1.1.3	Y	gene_2128	39	0	2	26	82	19	28	33	1980688	1980942
gene_2116	7.88274521011999	-1.05096862120152	766	Vacuolar protein sorting-associated protein 9b (Vacuolar protein-targeting protein 9b)	Grosmannia clavigera	Ophiostoma piceae			vps9 domain protein	0	-		N	gene_2129	8	0	2	14	28	6	18	26	1980689	1980943
gene_2117	15.1869144234672	0.370522859946488	971	Alpha-actinin-like protein 1	Podospora anserina	Ophiostoma piceae			actin-binding protein	2	F:actin binding; F:calcium ion binding	-	N	gene_2130	61	4	0	38	48	6	12	42	1980690	1980944
gene_2118	0.569118090251452	1.09642121583738	449	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_2131	6	0	0	4	0	0	0	0	1980691	1980945
gene_2119	1.40010304963816	0.743756159132223	659	Transcriptional regulatory protein moc3 (Multicopy suppressor of overexpressed cyr1 protein 3)	Gaeumannomyces graminis	Ophiostoma piceae			c6 zinc finger domain containing protein	12	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; F:flavin adenine dinucleotide binding; P:oxidation-reduction process; F:oxidoreductase activity; F:catalytic activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:UDP-N-acetylmuramate dehydrogenase activity		N	gene_2132	9	0	0	8	0	2	0	2	1980692	1980946
gene_212	23.9351146893298	-0.877545702970272	172	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	Trichoderma reesei	Ophiostoma piceae	K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	ard ard family protein	6	C:cytoplasm; F:metal ion binding; P:L-methionine salvage from methylthioadenosine; F:acireductone dioxygenase [iron(II)-requiring] activity; C:nucleus; P:oxidation-reduction process	EC:1.13.11.54	N	gene_214	33	0	10	25	74	67	15	33	1978774	1979028
gene_2120	18.66942411488	1.10120894210462	566	Actin interacting protein 2	Grosmannia clavigera	Ophiostoma piceae			d-lactate dehydrogenase 2	7	F:flavin adenine dinucleotide binding; P:filamentous growth; F:actin binding; F:UDP-N-acetylmuramate dehydrogenase activity; C:mitochondrion; P:oxidation-reduction process; F:D-lactate dehydrogenase (cytochrome) activity	EC:1.1.1.158; EC:1.1.2.4	N	gene_2133	50	4	10	36	40	8	15	24	1980693	1980947
gene_2121	11.7269668408698	-1.07440532917578	221	Proteasome component PRE6 	Grosmannia clavigera	Ophiostoma piceae	K02731	PSMA7; 20S proteasome subunit alpha 4 [EC:3.4.25.1]	proteasome component pre6	5	C:cytoplasm; C:proteasome core complex, alpha-subunit complex; P:ubiquitin-dependent protein catabolic process; C:nucleus; F:threonine-type endopeptidase activity	EC:3.4.25.0	N	gene_2134	45	0	0	21	64	4	37	17	1980694	1980948
gene_2122	9.21285648587666	-0.2054240586098	124	Zinc finger protein	Grosmannia clavigera	Ophiostoma piceae			zinc finger protein	1	F:zinc ion binding	-	N	gene_2135	2	0	6	16	11	20	8	15	1980695	1980949
