Gene_ID	level	Log2FC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	ï..Gene_ID	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4	protein_ID	transcript_ID
gene_3978	10.4740313481074	-2.05695497085843	747	Putative uncharacterized protein	Colletotrichum sublineola	Ophiostoma piceae			rna binding protein	4	F:nucleic acid binding; F:nucleotide binding; P:biological_process; C:cellular_component		N	gene_3996	20	0	0	11	94	7	15	42	1982556	1982810
gene_3984	9.20305969843976	-2.06085446495539	802	Rho GTPase activator	Grosmannia clavigera	Ophiostoma piceae			group protein	2	P:signal transduction; C:intracellular		N	gene_4002	26	0	0	4	43	18	25	14	1982562	1982816
gene_4027	4.02929142473987	-2.09904114173341	800	Zinc finger protein 1	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain-containing protein	2	P:transcription from RNA polymerase II promoter; P:regulation of transcription, DNA-dependent	-	N	gene_4045	10	0	0	0	18	8	4	22	1982605	1982859
gene_4078	4.07032752902744	-2.65621071640598	71	Magnesium ion transporter	Coniosporium apollinis	Coniosporium apollinis			magnesium ion transporter	4	C:membrane; F:magnesium ion transmembrane transporter activity; P:transmembrane transport; P:magnesium ion transport	-	N	gene_4099	1	0	0	2	5	18	6	9	1982659	1982913
gene_4101	2.67711454554405	-2.38645180808864	354	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_4122	2	0	0	0	34	2	6	6	1982682	1982936
gene_4104	12.1709683698351	-2.08983295989724	727	Heat shock 70 kDa protein 12A	Neurospora tetrasperma	Ophiostoma piceae			hypothetical protein NEUTE1DRAFT_130139	0	-		N	gene_4125	18	0	0	16	70	20	22	38	1982685	1982939
gene_4127	22.5541449890246	-4.57711138629513	504	Isotrichodermin/trichothecene C-15 hydroxylase (CYP65CE1)	Sordaria macrospora	Sporothrix schenckii			cytochrome p450	2	F:oxidoreductase activity; F:binding	-	N	gene_4147	0	0	0	6	174	102	6	16	1982707	1982961
gene_4128	5.04720730253838	-2.53772338093045	199	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6951	0	-		N	gene_4148	2	0	0	4	18	18	2	21	1982708	1982962
gene_4133	2.33347807157277	-2.35459542380703	351	Short-chain dehydrogenase TIC 32, chloroplastic	Magnaporthe oryzae	Ophiostoma piceae			short-chain	5	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding; C:cellular_component		N	gene_4153	1	0	0	0	28	4	4	4	1982713	1982967
gene_419	5.06692446298382	-2.48384836236624	513	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			pinin sdk mema domain protein	6	F:molecular_function; P:conidium formation; P:pathogenesis; C:integral to membrane; F:nucleoside transmembrane transporter activity; P:transport		N	gene_420	6	0	0	2	26	12	6	22	1978980	1979234
gene_426	2.11255192681237	-2.38545971233618	318	Protein RTA1	Togninia minima	Ophiostoma piceae			rta1 domain protein	2	P:response to stress; C:integral to membrane		N	gene_427	0	0	0	0	6	8	6	2	1978987	1979241
gene_427	12.9527512246075	-3.06510278489028	392	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	gene_428	12	0	0	6	31	30	40	36	1978988	1979242
gene_4288	3.02065550592364	-2.81584406724354	409	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			bzip transcription factor	3	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity		N	gene_4307	0	0	0	0	28	5	6	10	1982867	1983121
gene_4296	146.138349206726	-2.55732067537721	100	Cerato-ulmin (Dutch elm disease "toxin")	Geosmithia sp.	Ophiostoma ulmi			cerato-ulmin	3	C:extracellular region; C:cell wall; P:pathogenesis	-	Y	gene_4315	167	4	0	138	1212	65	378	465	1982875	1983129
gene_4311	62.4025643867863	-2.18772927431025	325	Glycoside hydrolase family 61 protein	Colletotrichum fioriniae	Ophiostoma piceae			glycoside hydrolase family 61 protein	1	F:hydrolase activity	-	Y	gene_4330	16	0	6	97	231	62	165	257	1982890	1983144
gene_44	3.2992666505867	-2.06401999601202	810	Ankyrin repeat and protein kinase domain-containing protein 1	Colletotrichum fioriniae	Colletotrichum fioriniae			ankyrin repeat protein	0	-		N	gene_47	4	0	0	2	8	3	18	4	1978607	1978861
gene_4507	2.08678518150457	-2.37116025098973	278	C6 finger domain protein, putative	Beauveria bassiana	Ophiostoma piceae			zn 2cys6 transcription factor	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	gene_4527	0	0	0	0	8	6	2	12	1983087	1983341
gene_4512	9.05056268811338	-2.36036148468772	710	Uncharacterized membrane protein C6F6.13c	Colletotrichum fioriniae	Ophiostoma piceae			duf726-domain-containing protein	0	-		N	gene_4532	12	0	0	8	50	6	14	59	1983092	1983346
gene_4591	4.42205321192578	-2.53455560987195	259	Putative uncharacterized protein	Cladophialophora yegresii	Ophiostoma piceae			hypothetical protein HMPREF1120_08447	0	-		N	gene_4611	0	0	0	4	20	4	12	24	1983171	1983425
gene_4593	57.1174192799953	-2.5010483811698	518	General substrate transporter	Myceliophthora thermophila	Ophiostoma piceae			general substrate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	gene_4613	32	0	8	38	187	71	156	238	1983173	1983427
gene_4603	1.56562119323204	-2.04657570785588	697	Putative uncharacterized protein	Sclerotinia sclerotiorum	Sporothrix schenckii			hsp20-like protein	0	-		Y	gene_4624	0	0	0	0	7	2	7	4	1983184	1983438
gene_4622	2.75815072429131	-2.2967372002139	871	Telomere-binding alpha subunit central domain containing protein	Grosmannia clavigera	Ophiostoma piceae			telomere-binding alpha subunit central domain containing protein	3	C:nuclear chromosome, telomeric region; P:telomere maintenance; F:DNA binding		N	gene_4642	3	0	0	0	29	0	6	14	1983202	1983456
gene_463	4.51139225452783	-2.90529166366838	416	Oxalate decarboxylase	Trichoderma reesei	Ophiostoma piceae	K01569	oxdD; oxalate decarboxylase [EC:4.1.1.2]	oxalate decarboxylase	3	P:lipopolysaccharide biosynthetic process; F:dTDP-4-dehydrorhamnose 3,5-epimerase activity; F:nutrient reservoir activity	EC:5.1.3.13	Y	gene_464	0	0	0	2	39	2	13	19	1979024	1979278
gene_4635	1.64024416452888	-2.09777539235593	537	Riboflavin transporter MCH5	Grosmannia clavigera	Ophiostoma piceae	K08179	SLC16A1; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 1	major facilitator superfamily transporter monocarboxylate	2	C:integral to membrane; P:transmembrane transport		N	gene_4655	0	0	0	0	0	12	0	0	1983215	1983469
gene_4646	4.38807904227855	-2.39369452902374	1 054	Sodium/potassium-transporting ATPase subunit alpha-A 	Colletotrichum gloeosporioides	Ophiostoma piceae	K01539	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:3.6.3.9]	k antiporter p-type atpase	5	P:ion transport; F:hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; F:nucleotide binding; P:metabolic process; C:membrane	EC:3.6.3.0	N	gene_4666	8	0	0	0	36	0	14	18	1983226	1983480
gene_4662	37.0945430090714	-2.92688932603151	418	Endoglucanase 2	Grosmannia clavigera	Ophiostoma piceae			endo-beta- -	2	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process	EC:3.2.1.0	Y	gene_4682	2	0	4	25	180	43	73	200	1983242	1983496
gene_4663	11.5769524082752	-3.22104504009739	477	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6438	0	-		N	gene_4683	6	0	0	6	53	20	30	45	1983243	1983497
gene_4667	4.33586571729928	-2.37695692968235	607	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_286	0	-		N	gene_4685	8	0	0	0	12	2	18	20	1983245	1983499
gene_4669	2.91407573444922	-2.24794805282096	484	Dimethyl-sulfide monooxygenase	Grosmannia clavigera	Sporothrix schenckii			xenobiotic compound family	5	F:monooxygenase activity; F:peptidase activity; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:proteolysis	-	N	gene_4687	4	0	0	0	2	16	2	4	1983247	1983501
gene_4677	8.55476255752686	-2.43723448632525	489	Iron transport multicopper oxidase fet3	Grosmannia clavigera	Ophiostoma piceae			iron transport multicopper oxidase fet3 precursor	4	F:metal ion binding; F:monooxygenase activity; F:coenzyme binding; F:nucleotide binding	-	N	gene_4698	12	0	0	6	23	20	20	28	1983258	1983512
gene_4735	24.1051481279284	-2.69341443193647	530	Lactose permease	Colletotrichum fioriniae	Ophiostoma piceae	K08204	SLC22A7, OAT2; MFS transporter, OCT family, solute carrier family 22 (organic anion transporter), member 7	hexose transporter protein	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	gene_4757	25	0	2	10	139	36	23	138	1983317	1983571
gene_4739	6.88745378166198	-2.74104917657629	638	Flavin-containing monooxygenase	Aspergillus kawachii	Ophiostoma piceae	K11816	YUCCA; YUCCA family monooxygenase [EC:1.14.13.-]	flavin-containing monooxygenase	4	F:flavin adenine dinucleotide binding; F:N,N-dimethylaniline monooxygenase activity; P:oxidation-reduction process; F:NADP binding	EC:1.14.13.8	N	gene_4761	10	0	0	1	14	16	26	12	1983321	1983575
gene_4742	1.93732718555034	-2.28529993070304	364	NAD binding Rossmann fold oxidoreductase	Aspergillus ruber	Ophiostoma piceae	K00010	iolG; myo-inositol 2-dehydrogenase [EC:1.1.1.18]	nad binding rossmann fold oxidoreductase	3	F:inositol 2-dehydrogenase activity; F:nucleotide binding; P:oxidation-reduction process	EC:1.1.1.18	N	gene_4764	0	0	0	0	0	0	14	6	1983324	1983578
gene_4791	8.17588519569384	-2.43679392375387	1 675	F-box domain containing protein	Grosmannia clavigera	Ophiostoma piceae			f-box domain containing protein	2	F:molecular_function; C:cellular_component		N	gene_4814	14	0	0	4	45	8	30	18	1983374	1983628
gene_4829	6.84527963466006	-2.57440713121415	339	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	Trichoderma atroviride	Ophiostoma piceae			domain containing protein	3	P:cellular metabolic process; F:lyase activity; F:nucleotide binding	-	N	gene_4851	4	0	0	6	80	12	2	22	1983411	1983665
gene_4869	18.9441965278203	-3.9767161631008	392	Alpha-ketoglutarate-dependent taurine dioxygenase	Fusarium oxysporum	Ophiostoma piceae			alpha-ketoglutarate-dependent sulfonate dioxygenase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	gene_4891	12	0	0	2	150	70	22	10	1983451	1983705
gene_4888	2.60102277245529	-2.35044227429101	526	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	Grosmannia clavigera	Ophiostoma piceae			c6 transcription factor	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	gene_4910	2	0	0	0	25	4	2	13	1983470	1983724
gene_4971	7.66423679150566	-2.00678000472404	368	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Colletotrichum fioriniae	Ophiostoma piceae	K03119	tauD; taurine dioxygenase [EC:1.14.11.17]	family taurine catabolism dioxygenase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	gene_4991	2	0	2	2	28	26	12	8	1983551	1983805
gene_4986	1.5884095868414	-2.06240468650333	602	N amino acid transport system protein (Methyltryptophan resistance protein)	Byssochlamys spectabilis	Ophiostoma piceae			amino acid	1	C:integral to membrane	-	N	gene_5006	0	0	0	0	6	0	0	22	1983566	1983820
gene_5014	7.67058753618525	-2.30155121438878	455	Aminotransferase family protein	Grosmannia clavigera	Ophiostoma piceae			aminotransferase family protein	1	F:catalytic activity	-	N	gene_5033	18	0	0	2	43	6	15	42	1983593	1983847
gene_5017	2.40299550767697	-2.04205214335585	271	Oxidoreductase ucpA	Exophiala aquamarina	Ophiostoma piceae			2-hydroxycyclohexanecarboxyl- dehydrogenase	1	F:nucleotide binding		N	gene_5036	2	0	0	1	16	12	0	0	1983596	1983850
gene_5131	9.7664156060923	-2.16054005584126	471	Zinc finger CCCH domain-containing protein C337.12	Grosmannia clavigera	Ophiostoma piceae			ccch zinc finger protein	1	F:binding	-	N	gene_5150	16	0	0	10	37	6	34	37	1983710	1983964
gene_5166	2.48483825613341	-2.57765275614788	599	D-lactate dehydrogenase	Coccidioides posadasii	Ophiostoma piceae	K00102	E1.1.2.4, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	d-lactate dehydrogenase	6	P:oxidation-reduction process; F:oxidoreductase activity; F:UDP-N-acetylmuramate dehydrogenase activity; F:catalytic activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding		N	gene_5184	0	0	0	0	14	4	6	12	1983744	1983998
gene_5191	20.5290341491733	-2.84241993380665	652	SRF-type transcription factor	Grosmannia clavigera	Ophiostoma piceae	K09260	MEF2A; MADS-box transcription enhancer factor 2A	srf-type transcription factor	5	P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; F:protein dimerization activity; C:nucleus; F:DNA binding		N	gene_5210	39	0	0	5	133	22	66	49	1983770	1984024
gene_5219	9.02141641132927	-2.03289768525665	112	54S ribosomal protein L31, mitochondrial (Negative regulator of cdc42 protein nrf20)	Togninia minima	Ophiostoma piceae			mitochondrial 54s ribosomal protein 31	1	C:ribosome		N	gene_5237	16	0	0	10	36	16	16	36	1983797	1984051
gene_5230	10.1453540222593	-2.05659859077108	76	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_4680	0	-		N	gene_5248	5	0	2	6	126	21	7	2	1983808	1984062
gene_5260	15.126634499832	-2.34349595860597	272	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4409	0	-		N	gene_5278	18	0	0	18	55	30	41	36	1983838	1984092
gene_5264	4.46768113189563	-2.48276505343631	258	Cytochrome b561-like protein	Grosmannia clavigera	Ophiostoma piceae			cytochrome b561-like protein	1	C:integral to membrane	-	N	gene_5282	4	0	0	2	27	7	10	17	1983842	1984096
gene_5273	42.417078035651	-2.24528501108691	1 078	PSP1 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			psp1 domain-containing protein	0	-		N	gene_5291	24	0	10	14	179	12	143	178	1983851	1984105
gene_5349	10.8400276460832	-2.90541667375706	60	Putative uncharacterized protein	 				---NA---	0	-		N	gene_5365	0	0	0	12	16	28	10	71	1983925	1984179
gene_5368	2.5261367016229	-2.3141035116191	489	3-phytase B	Monascus purpureus	Ophiostoma piceae			acid phosphatase	1	F:phosphatase activity	EC:3.1.3.0	Y	gene_5385	2	0	0	0	24	0	6	14	1983945	1984199
gene_5391	4.92715676062236	-2.38615621547795	903	Uncharacterized transcriptional regulatory protein C139.03	Cladophialophora yegresii	Ophiostoma piceae			c6 transcription	1	P:cellular metabolic process	-	N	gene_5408	10	0	0	0	42	2	18	10	1983968	1984222
gene_5400	7.23863490945195	-2.34656412252038	338	Chitin biosynthesis protein	Grosmannia clavigera	Ophiostoma piceae			chitin synthase export chaperone	8	P:protein folding; C:integral to membrane; P:fungal-type cell wall chitin biosynthetic process; P:cellular cell wall organization; P:ER to Golgi vesicle-mediated transport; F:unfolded protein binding; C:endoplasmic reticulum membrane; P:protein transport	-	N	gene_5417	9	0	0	6	24	11	19	30	1983977	1984231
gene_5408	1.98725764682258	-2.31455595932028	220	Protein HRI1	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3922	0	-		N	gene_5426	0	0	0	0	8	2	6	12	1983986	1984240
gene_5410	8.04873553733811	-2.24143383620275	149	Cytosolic thioredoxin I	Togninia minima	Ophiostoma piceae	K03671	trxA; thioredoxin 1	thioredoxin i	5	P:cell redox homeostasis; F:electron carrier activity; P:glycerol ether metabolic process; F:protein disulfide oxidoreductase activity; P:electron transport chain		N	gene_5428	14	0	0	6	13	22	20	20	1983988	1984242
gene_5421	25.2918655182225	-3.3476329674578	313	Probable acetylxylan esterase A	Eutypa lata	Ophiostoma piceae			acetylxylan esterase 1 precursor	4	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cellulose binding; P:carbohydrate metabolic process; C:extracellular region		Y	gene_5439	8	0	0	20	63	64	56	98	1983999	1984253
gene_5442	8.56848803448643	-2.09557716419173	278	Enoyl-hydratase	Togninia minima	Ophiostoma piceae			carnitinyl- dehydratase	2	P:metabolic process; F:catalytic activity		N	gene_5461	6	0	0	14	30	8	24	38	1984021	1984275
gene_547	165.283454579806	-2.41936166312017	398	1,4-beta-D-glucan cellobiohydrolase C	Sordaria macrospora	Ophiostoma piceae	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	exoglucanase 3 precursor	2	F:cellulose 1,4-beta-cellobiosidase activity; P:cellulose catabolic process	EC:3.2.1.91	Y	gene_549	19	0	10	267	648	286	415	482	1979109	1979363
gene_5499	12.8594982580448	-3.76909592677022	535	Putative uncharacterized protein	Scedosporium apiospermum	Sporothrix schenckii			hypothetical protein THITE_2129455	0	-		N	gene_5520	0	0	0	6	57	21	43	42	1984080	1984334
gene_5559	2.88604593822475	-2.4809395252239	297	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2120698	0	-		N	gene_5581	2	0	0	0	19	4	6	14	1984141	1984395
gene_5651	8.35768387478916	-2.99632001809357	493	Proline oxidase	Grosmannia clavigera	Ophiostoma piceae	K00318	E1.5.99.8; proline dehydrogenase [EC:1.5.99.8]	proline oxidase	1	P:glutamine family amino acid metabolic process	-	N	gene_5673	12	0	0	0	36	16	25	24	1984233	1984487
gene_5669	6.34881319320589	-2.37004825976746	1 214	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	gene_5691	12	0	0	2	60	5	20	8	1984251	1984505
gene_5683	2.58369720373225	-2.17683052265631	477	Pisatin demethylase (CYP528C2)	Grosmannia clavigera	Ophiostoma piceae	K10723	SHD, CYP314A1; ecdysone 20-monooxygenase [EC:1.14.99.22]	cytochrome p450	1	F:binding	-	N	gene_5707	0	0	0	2	2	12	2	8	1984267	1984521
gene_5694	17.9548996208532	-2.17071739437864	633	Maintenance of telomere capping protein 1	Togninia minima	Ophiostoma piceae			hypothetical protein NCU02899	0	-		N	gene_5718	19	0	0	28	106	19	34	75	1984278	1984532
gene_5703	1.66503031957951	-2.11438722892462	504	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2120514	0	-		N	gene_5727	0	0	0	0	8	0	10	4	1984287	1984541
gene_5756	5.71720006852012	-2.26103253127527	549	Phosphatase DCR2 (Dosage-dependent cell cycle regulator 2)	Grosmannia clavigera	Ophiostoma piceae			phosphatase dcr2	1	F:hydrolase activity	-	N	gene_5779	8	0	0	4	25	6	24	10	1984339	1984593
gene_5778	4.10117982728606	-2.77813633338107	652	Putative sterigmatocystin biosynthesis monooxygenase stcW	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase	2	F:monooxygenase activity; P:oxidation-reduction process	-	N	gene_5800	0	0	0	2	14	20	4	4	1984360	1984614
gene_5815	17.5893144737175	-2.05183389049868	423	Aldose 1-epimerase (Galactose mutarotase)	Grosmannia clavigera	Ophiostoma piceae	K01785	E5.1.3.3, galM; aldose 1-epimerase [EC:5.1.3.3]	aldose 1-epimerase	3	F:carbohydrate binding; P:hexose metabolic process; F:isomerase activity	-	Y	gene_5837	12	0	4	8	30	20	34	110	1984397	1984651
gene_5829	12.5091399729254	-2.01050614282809	1 403	Transcription factor jumonji	Grosmannia clavigera	Ophiostoma piceae			transcription factor jumonji	1	F:DNA binding		N	gene_5851	22	0	0	16	26	44	6	43	1984411	1984665
gene_5833	3.15161309346992	-2.00127821237269	450	Major facilitator superfamily transporter, monocarboxylate	Capronia epimyces	Ophiostoma piceae	K08184	SLC16A7; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 7	monocarboxylate permease-like protein	2	C:integral to membrane; P:transmembrane transport		N	gene_5855	4	0	0	2	19	12	2	4	1984415	1984669
gene_584	11.3130552916852	-2.12754128609627	687	Methylenetetrahydrofolate reductase	Grosmannia clavigera	Ophiostoma piceae	K00297	E1.5.1.20, metF; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	methylenetetrahydrofolate reductase	3	P:methionine metabolic process; F:methylenetetrahydrofolate reductase (NADPH) activity; P:oxidation-reduction process	EC:1.5.1.20	N	gene_586	10	0	0	18	66	20	22	30	1979146	1979400
gene_5861	2.2872958284326	-2.47886613037974	386	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Capronia epimyces	Ophiostoma piceae			alpha-ketoglutarate-dependent sulfonate dioxygenase	2	F:oxidoreductase activity; P:oxidation-reduction process	-	N	gene_5883	0	0	0	0	10	14	0	0	1984443	1984697
gene_5888	5.21047057110002	-2.88743200747462	444	Flavohemoprotein (Flavohemoglobin/Nitric oxide dioxygenase)	Neurospora crassa	Ophiostoma piceae	K05916	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]	oxidoreductase-like protein	9	P:oxidation-reduction process; F:oxygen transporter activity; F:heme binding; F:oxidoreductase activity; F:oxygen binding; P:oxygen transport; F:iron ion binding; P:transport; C:cellular_component		N	gene_5910	2	0	0	2	16	22	10	4	1984470	1984724
gene_5928	9.9806369118172	-2.1952454605523	994	Uncharacterized transcriptional regulatory protein C1F7.11c	Fusarium pseudograminearum	Ophiostoma piceae			c6 transcription factor	2	P:transcription, DNA-dependent; F:binding	-	N	gene_5953	16	0	0	10	52	11	32	24	1984513	1984767
gene_595	47.3485680350393	-3.25395911813209	520	General substrate transporter	Neurospora tetrasperma	Ophiostoma piceae			general substrate transporter	3	P:transmembrane transport; C:integral to membrane; F:substrate-specific transmembrane transporter activity	-	N	gene_596	8	0	0	50	184	106	106	162	1979156	1979410
gene_5966	25.8202287075963	-3.80994227315566	203	Cell surface protein, putative	Metarhizium acridum	Ophiostoma piceae			cell surface	0	-		N	gene_5990	0	0	2	4	24	82	18	168	1984550	1984804
gene_5976	2.83990905451386	-2.5953700761404	453	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_6001	1	0	0	0	15	0	10	18	1984561	1984815
gene_6078	9.22403956527856	-2.02019818996593	346	Glycine rich secreted cement protein	Ixodes scapularis	Ophiostoma piceae			glycine rich secreted cement	2	F:nucleic acid binding; C:nucleus		Y	gene_6102	4	0	0	18	14	37	4	27	1984662	1984916
gene_6082	2.46214935988498	-2.56664438719418	572	Efflux pump antibiotic resistance protein	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	gene_6106	0	0	0	0	28	2	8	4	1984666	1984920
gene_6098	21.5974482298122	-2.02965466469404	1 130	Beta-galactosidase	Grosmannia clavigera	Ophiostoma piceae	K12111	ebgA; evolved beta-galactosidase subunit alpha [EC:3.2.1.23]	glycoside hydrolase family 2 protein	1	F:catalytic activity	-	N	gene_6122	56	0	0	19	91	30	32	106	1984682	1984936
gene_6106	2.63266305955344	-2.2007037592706	251	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2 (Toluenesulfonate zinc-independent alcohol dehydrogenase TsaC)	Verticillium alfalfae	Ophiostoma piceae	K11147	DHRS4; dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]	short-chain dehydrogenase reductase family	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	gene_6130	0	0	0	2	11	2	5	20	1984690	1984944
gene_6123	19.5467751320441	-2.90989748771937	734	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_10868	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_6147	4	0	2	10	116	21	60	60	1984707	1984961
gene_6147	35.1292299805146	-2.14494518773584	916	Beta-mannosidase B (Mannanase B/Mannase B)	Grosmannia clavigera	Ophiostoma piceae	K01192	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	glycosyl hydrolase family 2	3	F:beta-mannosidase activity; P:carbohydrate metabolic process; F:cation binding	EC:3.2.1.25	N	gene_6171	16	0	0	73	62	64	98	112	1984731	1984985
gene_615	13.0212307330995	-3.01535757384211	457	Rhamnogalacturonase B	Aspergillus fumigatus	Sporothrix schenckii			rhamnogalacturonase b	3	F:hydrolase activity, acting on glycosyl bonds; F:rhamnogalacturonan alpha-L-rhamnopyranosyl-(1->4)-alpha-D-galactopyranosyluronide lyase activity; P:pectin catabolic process	-	Y	gene_616	0	0	0	14	74	20	28	54	1979176	1979430
gene_617	3.19311126010469	-2.1192051514185	278	Phosphoglycerate mutase 	Togninia minima	Ophiostoma piceae			phosphoglycerate mutase	1	C:cellular_component		N	gene_618	3	0	0	2	25	5	6	10	1979178	1979432
gene_6191	11.0191252788952	-2.06367699990669	995	Putative disease resistance protein At1g63350	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_134789, partial	2	F:ADP binding; P:defense response		N	gene_6215	4	0	0	22	54	40	12	6	1984775	1985029
gene_6192	7.81469808271471	-2.56158408759962	318	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_223951	1	F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor		N	gene_6216	4	0	0	8	70	18	12	10	1984776	1985030
gene_6193	16.1957438300906	-2.55487892277444	74	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_223952	0	-		N	gene_6217	8	0	0	22	102	49	13	36	1984777	1985031
gene_6217	10.9532705711204	-2.11206227124187	519	Catalase	Glarea lozoyensis	Ophiostoma piceae	K03781	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	peroxisomal catalase	8	F:metal ion binding; P:hydrogen peroxide catabolic process; P:age-dependent response to reactive oxygen species; C:mitochondrial matrix; F:heme binding; C:peroxisomal matrix; F:catalase activity; P:oxidation-reduction process	EC:1.11.1.6	N	gene_6240	4	0	0	21	64	10	26	41	1984800	1985054
gene_6241	7.70946679935438	-2.65807441057994	310	Methyltransferase	Colletotrichum higginsianum	Ophiostoma piceae			methyltransferase	1	F:transferase activity	-	N	gene_6264	12	0	0	2	21	14	22	30	1984824	1985078
gene_6249	54.7328190629566	-2.90487472235988	322	Heat shock protein 30	Fusarium lichenicola	Ophiostoma piceae			heat shock protein 30	3	F:molecular_function; P:response to stress; C:cytoplasm		N	gene_6272	13	2	5	20	199	110	150	152	1984832	1985086
