transcriptId	proteinId
562994	562994
563015	563015
563016	563016
563033	563033
563035	563035
563039	563039
563040	563040
563045	563045
563047	563047
563049	563049
563056	563056
563060	563060
563064	563064
563066	563066
563067	563067
563075	563075
563076	563076
563085	563085
563086	563086
563087	563087
563094	563094
563103	563103
563106	563106
563107	563107
563108	563108
563109	563109
563117	563117
563127	563127
563133	563133
563136	563136
563143	563143
563157	563157
563160	563160
563168	563168
563183	563183
563188	563188
563190	563190
563193	563193
563198	563198
563200	563200
563201	563201
563203	563203
563206	563206
563208	563208
563235	563235
563244	563244
563247	563247
563255	563255
563258	563258
563260	563260
563268	563268
563273	563273
563281	563281
563284	563284
563304	563304
563322	563322
563330	563330
563337	563337
563339	563339
563344	563344
563345	563345
563357	563357
563360	563360
563367	563367
563368	563368
563386	563386
563387	563387
563393	563393
563403	563403
563414	563414
563415	563415
563416	563416
563417	563417
563420	563420
563423	563423
563427	563427
563428	563428
563429	563429
563431	563431
563442	563442
563445	563445
563448	563448
563449	563449
563452	563452
563457	563457
563458	563458
563460	563460
563463	563463
563464	563464
563471	563471
563478	563478
563479	563479
563482	563482
563483	563483
563484	563484
563485	563485
563490	563490
563492	563492
563500	563500
563501	563501
563506	563506
563510	563510
563515	563515
563522	563522
563523	563523
563525	563525
563528	563528
563530	563530
563533	563533
563534	563534
563536	563536
563538	563538
563539	563539
563542	563542
563544	563544
563545	563545
563546	563546
563549	563549
563553	563553
563555	563555
563561	563561
563565	563565
563566	563566
563569	563569
563573	563573
563582	563582
563583	563583
563584	563584
563598	563598
563600	563600
563602	563602
563605	563605
563606	563606
563607	563607
563608	563608
563609	563609
563611	563611
563612	563612
563621	563621
563622	563622
563625	563625
563626	563626
563627	563627
563630	563630
563635	563635
563636	563636
563640	563640
563641	563641
563642	563642
563647	563647
563648	563648
563650	563650
563652	563652
563656	563656
563657	563657
563662	563662
563663	563663
563671	563671
563672	563672
563673	563673
563678	563678
563684	563684
563686	563686
563688	563688
563689	563689
563690	563690
563691	563691
563692	563692
563695	563695
563699	563699
563704	563704
563707	563707
563708	563708
563712	563712
563716	563716
563720	563720
563726	563726
563731	563731
563734	563734
563735	563735
563737	563737
563738	563738
563741	563741
563742	563742
563743	563743
563759	563759
563766	563766
563767	563767
563768	563768
563771	563771
563775	563775
563778	563778
563782	563782
563785	563785
563786	563786
563791	563791
563805	563805
563810	563810
563814	563814
563816	563816
563817	563817
563824	563824
563827	563827
563828	563828
563835	563835
563837	563837
563840	563840
563843	563843
563844	563844
563849	563849
563853	563853
563855	563855
563856	563856
563857	563857
563859	563859
563864	563864
563870	563870
563873	563873
563874	563874
563875	563875
563880	563880
563884	563884
563887	563887
563889	563889
563894	563894
563904	563904
563910	563910
563918	563918
563919	563919
563920	563920
563924	563924
563927	563927
563928	563928
563930	563930
563935	563935
563938	563938
563944	563944
563945	563945
563962	563962
563965	563965
563966	563966
563968	563968
563971	563971
563977	563977
563981	563981
563994	563994
563999	563999
564003	564003
564010	564010
564011	564011
564013	564013
564014	564014
564016	564016
564017	564017
564023	564023
564024	564024
564025	564025
564026	564026
564027	564027
564037	564037
564043	564043
564044	564044
564046	564046
564055	564055
564061	564061
564063	564063
564064	564064
564065	564065
564082	564082
564090	564090
564091	564091
564092	564092
564094	564094
564098	564098
564099	564099
564110	564110
564111	564111
564116	564116
564123	564123
564129	564129
564130	564130
564146	564146
564149	564149
564152	564152
564159	564159
564162	564162
564168	564168
564177	564177
564181	564181
564183	564183
564188	564188
564189	564189
564190	564190
564192	564192
564193	564193
564199	564199
564204	564204
564210	564210
564216	564216
564227	564227
564231	564231
564244	564244
564252	564252
564254	564254
564264	564264
564268	564268
564269	564269
564271	564271
564273	564273
564278	564278
564285	564285
564289	564289
564299	564299
564300	564300
564302	564302
564304	564304
564305	564305
564307	564307
564309	564309
564316	564316
564320	564320
564329	564329
564331	564331
564333	564333
564336	564336
564344	564344
564356	564356
564358	564358
564359	564359
564369	564369
564376	564376
564394	564394
564395	564395
564398	564398
564400	564400
564405	564405
564415	564415
564419	564419
564425	564425
564433	564433
564435	564435
564440	564440
564448	564448
564453	564453
564455	564455
564460	564460
564461	564461
564464	564464
564466	564466
564468	564468
564469	564469
564470	564470
564478	564478
564482	564482
564483	564483
564485	564485
564498	564498
564504	564504
564507	564507
564514	564514
564516	564516
564524	564524
564530	564530
564534	564534
564537	564537
564542	564542
564544	564544
564545	564545
564546	564546
564550	564550
564553	564553
564564	564564
564570	564570
564577	564577
564584	564584
564590	564590
564591	564591
564604	564604
564605	564605
564607	564607
564608	564608
564615	564615
564619	564619
564620	564620
564627	564627
564628	564628
564639	564639
564642	564642
564647	564647
564650	564650
564651	564651
564652	564652
564662	564662
564672	564672
564677	564677
564679	564679
564690	564690
564691	564691
564692	564692
564713	564713
564714	564714
564730	564730
564732	564732
564734	564734
564738	564738
564741	564741
564743	564743
564746	564746
564759	564759
564771	564771
564772	564772
564775	564775
564776	564776
564778	564778
564786	564786
564791	564791
564813	564813
564814	564814
564815	564815
564817	564817
564823	564823
564827	564827
564828	564828
564832	564832
564835	564835
564841	564841
564842	564842
564845	564845
564847	564847
564848	564848
564850	564850
564852	564852
564854	564854
564855	564855
564856	564856
564857	564857
564859	564859
564860	564860
564871	564871
564874	564874
564875	564875
564880	564880
564881	564881
564882	564882
564885	564885
564887	564887
564892	564892
564893	564893
564896	564896
564901	564901
564905	564905
564906	564906
564909	564909
564910	564910
564913	564913
564926	564926
564927	564927
564928	564928
564938	564938
564939	564939
564940	564940
564942	564942
564943	564943
564954	564954
564956	564956
564957	564957
564971	564971
564974	564974
564980	564980
564983	564983
564984	564984
564993	564993
565006	565006
565007	565007
565010	565010
565016	565016
565021	565021
565026	565026
565031	565031
565037	565037
565044	565044
565047	565047
565048	565048
565050	565050
565055	565055
565059	565059
565066	565066
565069	565069
565089	565089
565090	565090
565101	565101
565107	565107
565108	565108
565109	565109
565118	565118
565129	565129
565130	565130
565131	565131
565132	565132
565140	565140
565141	565141
565148	565148
565154	565154
565164	565164
565167	565167
565168	565168
565169	565169
565180	565180
565187	565187
565202	565202
565209	565209
565211	565211
565215	565215
565218	565218
565225	565225
565231	565231
565233	565233
565238	565238
565242	565242
565244	565244
565245	565245
565255	565255
565262	565262
565276	565276
565281	565281
565286	565286
565291	565291
565298	565298
565301	565301
565310	565310
565312	565312
565313	565313
565322	565322
565325	565325
565326	565326
565336	565336
565338	565338
565340	565340
565350	565350
565360	565360
565361	565361
565362	565362
565366	565366
565381	565381
565382	565382
565386	565386
565393	565393
565402	565402
565403	565403
565404	565404
565406	565406
565408	565408
565409	565409
565410	565410
565411	565411
565413	565413
565414	565414
565419	565419
565424	565424
565435	565435
565439	565439
565440	565440
556753	556753
556760	556760
556769	556769
556773	556773
556778	556778
556796	556796
556802	556802
556814	556814
556819	556819
556820	556820
556821	556821
556823	556823
556824	556824
556828	556828
556830	556830
556835	556835
556843	556843
556844	556844
556850	556850
556851	556851
556852	556852
556853	556853
556861	556861
556865	556865
556870	556870
556874	556874
556880	556880
556881	556881
556885	556885
556888	556888
556890	556890
556892	556892
556893	556893
556904	556904
556907	556907
556912	556912
556918	556918
556920	556920
556921	556921
556937	556937
556940	556940
556945	556945
556949	556949
556951	556951
556955	556955
556982	556982
556994	556994
557004	557004
557005	557005
557006	557006
557013	557013
557015	557015
557021	557021
557022	557022
557023	557023
557026	557026
557028	557028
557032	557032
557046	557046
557049	557049
557051	557051
557052	557052
557061	557061
557063	557063
557064	557064
557077	557077
557084	557084
557085	557085
557090	557090
557091	557091
557092	557092
557097	557097
557099	557099
557107	557107
557115	557115
557117	557117
557129	557129
557138	557138
557139	557139
557144	557144
557145	557145
557147	557147
557149	557149
557155	557155
557164	557164
557166	557166
557169	557169
557180	557180
557184	557184
557187	557187
557194	557194
557200	557200
557205	557205
557208	557208
557211	557211
557216	557216
557223	557223
557231	557231
557233	557233
557235	557235
557236	557236
557243	557243
557252	557252
557255	557255
557274	557274
557279	557279
557288	557288
557289	557289
557296	557296
557297	557297
557298	557298
557299	557299
557303	557303
557309	557309
557312	557312
557326	557326
557330	557330
557335	557335
557338	557338
557341	557341
557350	557350
557352	557352
557358	557358
557360	557360
557361	557361
557364	557364
557365	557365
557367	557367
557371	557371
557372	557372
557379	557379
557385	557385
557395	557395
557402	557402
557405	557405
557406	557406
557407	557407
557408	557408
557409	557409
557410	557410
557412	557412
557417	557417
557419	557419
557428	557428
557444	557444
557451	557451
557458	557458
557459	557459
557462	557462
557463	557463
557465	557465
557486	557486
557502	557502
557503	557503
557513	557513
557514	557514
557515	557515
557520	557520
557521	557521
557525	557525
557526	557526
557527	557527
557528	557528
557531	557531
557534	557534
557536	557536
557540	557540
557541	557541
557542	557542
557551	557551
557552	557552
557553	557553
557554	557554
557556	557556
557557	557557
557558	557558
557559	557559
557561	557561
557575	557575
557578	557578
557583	557583
557599	557599
557601	557601
557611	557611
557612	557612
557616	557616
557618	557618
557633	557633
557638	557638
557641	557641
557645	557645
557646	557646
557647	557647
557649	557649
557651	557651
557657	557657
557663	557663
557667	557667
557670	557670
557672	557672
557676	557676
557678	557678
557679	557679
557689	557689
557690	557690
557694	557694
557695	557695
557704	557704
557709	557709
557710	557710
557714	557714
557717	557717
557720	557720
557726	557726
557727	557727
557740	557740
557741	557741
557744	557744
557748	557748
557756	557756
557757	557757
557758	557758
557759	557759
557761	557761
557764	557764
557768	557768
557769	557769
557774	557774
557777	557777
557779	557779
557781	557781
557785	557785
557789	557789
557790	557790
557794	557794
557797	557797
557813	557813
557814	557814
557816	557816
557848	557848
557852	557852
557856	557856
557867	557867
557874	557874
557878	557878
557879	557879
557880	557880
557881	557881
557883	557883
557890	557890
557895	557895
557900	557900
557911	557911
557923	557923
557925	557925
557926	557926
557928	557928
557940	557940
557941	557941
557943	557943
557948	557948
557951	557951
557957	557957
557962	557962
557973	557973
557974	557974
557975	557975
557976	557976
557996	557996
557998	557998
557999	557999
558003	558003
558005	558005
558011	558011
558013	558013
558016	558016
558020	558020
558031	558031
558036	558036
558044	558044
558053	558053
558058	558058
558071	558071
558075	558075
558084	558084
558086	558086
558090	558090
558094	558094
558098	558098
558100	558100
558101	558101
558106	558106
558107	558107
558114	558114
558119	558119
558125	558125
558138	558138
558140	558140
558147	558147
558151	558151
558157	558157
558158	558158
558160	558160
558167	558167
558174	558174
558178	558178
558190	558190
558191	558191
558193	558193
558197	558197
558202	558202
558203	558203
558204	558204
558206	558206
558207	558207
558214	558214
558218	558218
558224	558224
558225	558225
558228	558228
558239	558239
558242	558242
558258	558258
558261	558261
558271	558271
558273	558273
558276	558276
558279	558279
558313	558313
558314	558314
558319	558319
558321	558321
558332	558332
558337	558337
558338	558338
558341	558341
558342	558342
558344	558344
558365	558365
558366	558366
558368	558368
558369	558369
558370	558370
558382	558382
558383	558383
565444	565444
565460	565460
565466	565466
565467	565467
565473	565473
565484	565484
565486	565486
565497	565497
565498	565498
565502	565502
565506	565506
565519	565519
565522	565522
565527	565527
565528	565528
565533	565533
565534	565534
565537	565537
565538	565538
565540	565540
565541	565541
565547	565547
565550	565550
565554	565554
565556	565556
565559	565559
565560	565560
565562	565562
565564	565564
565568	565568
565599	565599
565601	565601
565602	565602
565603	565603
565605	565605
565608	565608
565611	565611
565618	565618
565633	565633
565635	565635
565639	565639
565640	565640
565644	565644
565652	565652
565661	565661
565673	565673
565688	565688
565690	565690
565691	565691
565695	565695
565708	565708
565718	565718
565719	565719
565720	565720
565731	565731
565732	565732
565736	565736
565739	565739
565744	565744
565748	565748
565765	565765
565766	565766
565767	565767
565770	565770
565773	565773
565775	565775
565782	565782
565783	565783
565786	565786
565795	565795
565798	565798
565803	565803
565804	565804
565806	565806
565808	565808
565812	565812
565819	565819
565827	565827
565838	565838
565846	565846
565848	565848
565852	565852
565853	565853
565856	565856
565860	565860
565865	565865
565871	565871
565873	565873
565883	565883
565884	565884
565886	565886
565891	565891
565905	565905
565910	565910
565927	565927
565929	565929
565930	565930
565932	565932
565934	565934
565937	565937
565946	565946
565949	565949
565960	565960
565977	565977
566001	566001
566005	566005
566008	566008
566010	566010
566013	566013
566023	566023
566029	566029
566041	566041
566043	566043
566044	566044
566056	566056
566066	566066
566074	566074
566083	566083
566097	566097
566102	566102
566113	566113
566120	566120
566121	566121
566125	566125
566128	566128
566130	566130
566133	566133
566134	566134
566143	566143
566151	566151
566160	566160
566162	566162
566171	566171
566177	566177
566178	566178
566193	566193
566198	566198
566205	566205
566213	566213
566214	566214
566217	566217
566225	566225
566228	566228
566230	566230
566232	566232
566240	566240
566242	566242
566243	566243
566244	566244
566261	566261
566274	566274
566275	566275
566276	566276
566277	566277
566283	566283
566284	566284
566288	566288
566293	566293
566300	566300
566307	566307
566325	566325
566335	566335
566345	566345
566346	566346
566348	566348
566352	566352
566356	566356
566357	566357
566361	566361
566362	566362
566367	566367
566370	566370
566374	566374
566380	566380
566385	566385
566390	566390
566393	566393
566394	566394
566399	566399
566404	566404
566407	566407
566408	566408
566410	566410
566415	566415
566417	566417
566418	566418
566419	566419
566420	566420
566421	566421
566427	566427
566429	566429
566434	566434
566438	566438
566441	566441
566442	566442
566443	566443
566444	566444
566445	566445
566447	566447
566448	566448
566450	566450
566452	566452
566455	566455
566476	566476
566477	566477
566482	566482
566492	566492
566493	566493
566496	566496
566499	566499
566501	566501
566503	566503
566504	566504
566512	566512
566513	566513
566516	566516
566519	566519
566525	566525
566526	566526
566530	566530
566538	566538
566541	566541
566544	566544
566552	566552
566554	566554
566555	566555
566557	566557
566558	566558
566565	566565
566571	566571
566573	566573
566575	566575
566583	566583
566591	566591
566598	566598
566600	566600
566601	566601
566615	566615
566618	566618
566620	566620
566626	566626
566632	566632
566635	566635
566636	566636
566638	566638
566639	566639
566650	566650
566652	566652
566655	566655
566658	566658
566667	566667
566680	566680
566681	566681
566686	566686
566690	566690
566701	566701
566702	566702
566707	566707
566709	566709
566710	566710
566711	566711
566714	566714
566715	566715
566718	566718
566727	566727
566729	566729
566730	566730
566734	566734
566736	566736
566744	566744
566755	566755
566759	566759
566762	566762
566764	566764
566769	566769
566770	566770
566771	566771
566774	566774
566778	566778
566780	566780
566795	566795
566800	566800
566809	566809
566810	566810
566817	566817
566818	566818
566822	566822
566823	566823
566827	566827
566828	566828
566833	566833
566835	566835
566841	566841
566849	566849
566851	566851
566854	566854
566858	566858
566863	566863
566872	566872
566876	566876
566877	566877
566884	566884
566885	566885
566891	566891
566894	566894
566898	566898
566901	566901
566922	566922
566925	566925
566926	566926
566932	566932
566934	566934
566940	566940
566941	566941
566943	566943
566952	566952
566956	566956
566965	566965
566971	566971
566996	566996
566998	566998
567004	567004
567007	567007
567010	567010
567020	567020
567023	567023
567029	567029
567034	567034
567036	567036
567039	567039
567040	567040
567061	567061
567062	567062
567063	567063
567064	567064
567065	567065
567070	567070
567075	567075
567085	567085
567093	567093
567099	567099
567117	567117
567118	567118
567119	567119
567122	567122
567126	567126
567139	567139
567140	567140
567141	567141
567148	567148
567150	567150
567152	567152
567158	567158
567170	567170
567175	567175
567190	567190
567196	567196
567200	567200
567204	567204
567214	567214
567215	567215
567232	567232
567239	567239
567243	567243
567249	567249
567253	567253
567270	567270
567273	567273
567274	567274
567277	567277
567278	567278
567282	567282
567284	567284
567287	567287
567290	567290
567291	567291
567308	567308
567315	567315
567316	567316
567322	567322
567323	567323
567325	567325
567326	567326
567329	567329
567332	567332
567336	567336
567340	567340
567342	567342
567346	567346
567348	567348
567351	567351
567359	567359
567360	567360
567368	567368
567369	567369
567387	567387
567402	567402
567417	567417
567431	567431
567432	567432
567434	567434
567436	567436
567447	567447
567455	567455
567456	567456
567458	567458
567463	567463
567478	567478
567484	567484
567487	567487
567490	567490
567497	567497
567499	567499
567506	567506
567521	567521
567536	567536
567538	567538
567539	567539
567547	567547
567563	567563
567564	567564
567565	567565
567566	567566
567572	567572
567576	567576
567580	567580
567585	567585
567586	567586
567600	567600
567607	567607
567614	567614
567623	567623
567634	567634
567643	567643
567650	567650
567654	567654
567661	567661
567663	567663
567664	567664
567666	567666
567667	567667
567668	567668
567669	567669
567670	567670
567678	567678
567683	567683
567689	567689
567703	567703
567707	567707
567708	567708
567709	567709
567712	567712
567716	567716
567724	567724
567730	567730
567738	567738
567739	567739
567751	567751
567752	567752
567775	567775
567781	567781
567787	567787
567788	567788
567790	567790
567795	567795
567799	567799
567800	567800
567801	567801
567808	567808
567809	567809
567810	567810
567812	567812
567813	567813
567823	567823
567824	567824
567829	567829
567830	567830
567840	567840
567845	567845
567859	567859
567860	567860
567861	567861
567868	567868
567874	567874
567877	567877
567878	567878
567881	567881
567882	567882
567883	567883
567884	567884
567887	567887
567888	567888
567895	567895
567905	567905
567906	567906
567910	567910
567911	567911
567925	567925
567938	567938
567947	567947
567955	567955
567964	567964
567975	567975
567977	567977
567978	567978
567983	567983
567987	567987
567990	567990
567991	567991
567992	567992
567993	567993
567996	567996
567997	567997
567999	567999
568003	568003
568010	568010
568012	568012
568018	568018
568024	568024
568029	568029
568032	568032
568033	568033
568036	568036
568042	568042
568044	568044
568047	568047
568053	568053
568071	568071
568078	568078
568084	568084
568093	568093
568095	568095
568103	568103
568105	568105
568106	568106
568107	568107
568113	568113
568119	568119
568124	568124
568125	568125
568129	568129
568133	568133
568134	568134
568142	568142
568143	568143
568146	568146
568147	568147
568148	568148
568149	568149
568151	568151
568152	568152
568153	568153
568156	568156
568158	568158
568159	568159
568160	568160
568162	568162
568163	568163
568170	568170
568174	568174
568176	568176
568180	568180
568182	568182
568183	568183
568192	568192
568199	568199
568201	568201
568202	568202
568212	568212
568213	568213
568218	568218
568219	568219
568220	568220
568229	568229
568235	568235
568242	568242
568243	568243
568244	568244
568245	568245
568247	568247
568248	568248
568253	568253
568257	568257
568258	568258
568264	568264
568267	568267
568270	568270
568271	568271
568274	568274
568276	568276
568278	568278
568280	568280
568281	568281
568285	568285
568293	568293
568295	568295
568296	568296
568299	568299
568301	568301
568304	568304
568306	568306
568308	568308
568311	568311
568314	568314
568317	568317
568319	568319
568327	568327
568328	568328
568329	568329
568330	568330
568333	568333
568334	568334
568342	568342
568345	568345
568346	568346
568350	568350
568355	568355
568356	568356
568364	568364
568366	568366
568367	568367
568368	568368
568369	568369
568373	568373
568374	568374
568378	568378
568380	568380
568383	568383
568387	568387
568394	568394
568395	568395
568406	568406
568408	568408
568410	568410
568415	568415
568418	568418
568422	568422
568423	568423
568424	568424
568425	568425
568428	568428
568434	568434
568438	568438
568441	568441
568449	568449
568452	568452
568453	568453
568454	568454
568456	568456
568459	568459
568466	568466
568469	568469
568473	568473
568478	568478
568480	568480
568488	568488
568492	568492
568494	568494
568500	568500
568517	568517
568521	568521
568529	568529
568530	568530
568531	568531
568545	568545
568546	568546
568558	568558
568559	568559
568573	568573
568577	568577
568582	568582
568583	568583
568599	568599
568607	568607
568617	568617
568618	568618
568620	568620
568621	568621
568625	568625
568627	568627
568631	568631
568634	568634
568637	568637
568644	568644
568647	568647
568648	568648
568657	568657
568665	568665
568667	568667
568669	568669
568670	568670
568672	568672
568673	568673
568674	568674
568678	568678
568679	568679
568680	568680
568684	568684
568688	568688
568691	568691
568694	568694
568698	568698
568699	568699
568700	568700
568704	568704
568705	568705
568706	568706
568714	568714
568721	568721
568724	568724
568725	568725
568728	568728
568730	568730
568731	568731
568734	568734
568737	568737
568745	568745
568746	568746
568751	568751
568753	568753
568757	568757
568758	568758
568759	568759
568761	568761
568762	568762
568763	568763
568767	568767
568792	568792
568793	568793
568794	568794
568797	568797
568798	568798
568799	568799
568802	568802
568807	568807
568812	568812
568817	568817
568818	568818
568819	568819
568822	568822
568826	568826
568831	568831
568834	568834
568836	568836
568840	568840
568844	568844
568846	568846
568849	568849
568853	568853
568854	568854
568869	568869
568871	568871
568875	568875
568879	568879
568882	568882
568883	568883
568884	568884
568885	568885
568889	568889
568890	568890
568891	568891
568892	568892
568895	568895
568897	568897
568901	568901
568903	568903
568906	568906
568907	568907
568920	568920
568923	568923
568927	568927
568928	568928
568931	568931
568932	568932
568933	568933
568934	568934
568937	568937
568939	568939
568943	568943
568946	568946
568948	568948
568950	568950
568952	568952
568953	568953
568954	568954
568956	568956
568957	568957
568958	568958
568964	568964
568967	568967
568968	568968
568974	568974
568976	568976
568977	568977
568986	568986
568988	568988
568989	568989
568990	568990
568992	568992
568999	568999
569010	569010
569011	569011
569032	569032
569034	569034
569036	569036
569039	569039
569040	569040
569041	569041
569042	569042
569054	569054
569056	569056
569060	569060
569063	569063
569064	569064
569066	569066
569069	569069
569076	569076
569077	569077
569079	569079
569081	569081
569083	569083
569084	569084
569086	569086
569089	569089
569092	569092
569095	569095
569101	569101
569105	569105
569107	569107
569108	569108
569113	569113
569114	569114
569115	569115
569117	569117
569118	569118
569124	569124
569127	569127
569130	569130
569131	569131
569132	569132
569133	569133
569134	569134
569136	569136
569138	569138
569139	569139
569140	569140
569141	569141
569143	569143
569144	569144
569152	569152
569153	569153
569164	569164
569166	569166
569170	569170
569173	569173
569175	569175
569184	569184
569186	569186
569188	569188
569190	569190
569194	569194
569209	569209
569211	569211
569214	569214
569220	569220
569222	569222
569227	569227
569228	569228
569229	569229
569232	569232
569233	569233
569234	569234
569235	569235
569239	569239
569241	569241
569242	569242
569245	569245
569246	569246
569249	569249
569251	569251
569252	569252
569255	569255
569258	569258
569262	569262
569265	569265
569269	569269
569276	569276
569277	569277
569280	569280
569288	569288
569290	569290
569294	569294
569295	569295
569296	569296
569299	569299
569304	569304
569307	569307
569310	569310
569314	569314
569316	569316
569317	569317
569318	569318
569327	569327
569328	569328
569336	569336
569344	569344
569346	569346
569347	569347
569349	569349
569351	569351
569355	569355
569357	569357
569358	569358
569359	569359
569364	569364
569365	569365
569371	569371
569372	569372
569375	569375
569376	569376
569380	569380
569388	569388
569394	569394
569398	569398
569399	569399
569401	569401
569405	569405
569406	569406
569409	569409
569411	569411
569412	569412
569413	569413
569415	569415
569421	569421
569432	569432
569434	569434
569438	569438
569443	569443
569444	569444
569445	569445
569448	569448
569449	569449
569452	569452
569453	569453
569454	569454
569457	569457
569464	569464
569468	569468
569469	569469
569470	569470
569471	569471
569472	569472
569474	569474
569476	569476
569477	569477
569483	569483
569484	569484
569487	569487
569488	569488
569489	569489
569490	569490
569493	569493
569495	569495
569503	569503
569504	569504
569505	569505
569506	569506
569512	569512
569515	569515
569516	569516
569518	569518
569525	569525
569526	569526
569527	569527
569528	569528
569529	569529
569530	569530
569531	569531
569532	569532
569534	569534
569538	569538
569539	569539
569545	569545
569549	569549
569568	569568
569570	569570
569573	569573
569576	569576
569577	569577
569578	569578
569580	569580
569585	569585
569586	569586
569588	569588
569589	569589
569594	569594
569598	569598
569603	569603
569605	569605
569607	569607
569608	569608
569611	569611
569612	569612
569617	569617
569621	569621
569623	569623
569626	569626
569627	569627
569631	569631
569632	569632
569634	569634
569635	569635
569637	569637
569644	569644
569645	569645
569646	569646
569647	569647
569648	569648
569649	569649
569650	569650
569651	569651
569653	569653
569657	569657
569659	569659
569661	569661
569662	569662
569666	569666
569667	569667
569671	569671
569675	569675
569679	569679
569681	569681
569684	569684
569688	569688
569690	569690
569691	569691
569693	569693
569701	569701
569705	569705
569707	569707
569715	569715
569717	569717
569718	569718
569724	569724
569725	569725
569730	569730
569733	569733
569734	569734
569735	569735
569745	569745
569758	569758
569767	569767
569773	569773
569775	569775
569779	569779
569780	569780
569785	569785
569786	569786
569793	569793
569794	569794
569795	569795
569797	569797
569806	569806
569807	569807
569810	569810
569816	569816
569817	569817
569821	569821
569826	569826
569827	569827
569830	569830
569831	569831
569832	569832
569836	569836
569839	569839
569841	569841
569842	569842
569843	569843
569844	569844
569847	569847
569851	569851
569854	569854
569855	569855
569858	569858
569863	569863
569868	569868
569870	569870
569871	569871
569877	569877
569883	569883
569888	569888
569898	569898
569904	569904
569909	569909
569911	569911
569913	569913
569922	569922
569924	569924
569929	569929
569930	569930
569931	569931
569932	569932
569934	569934
569937	569937
569939	569939
569941	569941
569942	569942
569943	569943
569944	569944
569947	569947
569953	569953
569957	569957
569959	569959
569962	569962
569964	569964
569971	569971
569972	569972
569973	569973
569981	569981
569986	569986
569990	569990
569993	569993
569997	569997
570000	570000
570001	570001
570004	570004
570005	570005
570008	570008
570012	570012
570013	570013
570017	570017
570018	570018
570024	570024
570025	570025
570027	570027
570031	570031
570033	570033
570035	570035
570039	570039
570046	570046
570052	570052
570053	570053
570054	570054
570055	570055
570060	570060
570068	570068
570071	570071
570079	570079
570080	570080
570085	570085
570093	570093
570094	570094
570096	570096
570097	570097
570098	570098
570108	570108
570110	570110
570111	570111
570112	570112
570114	570114
570118	570118
570119	570119
570122	570122
570129	570129
570138	570138
570142	570142
570146	570146
570147	570147
570153	570153
570155	570155
570156	570156
570158	570158
570161	570161
570165	570165
570166	570166
570168	570168
570169	570169
570172	570172
570173	570173
570176	570176
570182	570182
570188	570188
570189	570189
570193	570193
570194	570194
570196	570196
570199	570199
570200	570200
570202	570202
570205	570205
570206	570206
570209	570209
570210	570210
570214	570214
570216	570216
570218	570218
570223	570223
570226	570226
570229	570229
570231	570231
570235	570235
570237	570237
570239	570239
570240	570240
570249	570249
570256	570256
570257	570257
570260	570260
570261	570261
570270	570270
570271	570271
570272	570272
570273	570273
570276	570276
570279	570279
570280	570280
570281	570281
570286	570286
570288	570288
570289	570289
570304	570304
570315	570315
570317	570317
570318	570318
570323	570323
570325	570325
570333	570333
570335	570335
570340	570340
570343	570343
570344	570344
570347	570347
570350	570350
570351	570351
570353	570353
570358	570358
570360	570360
570365	570365
570367	570367
570368	570368
570373	570373
570376	570376
570377	570377
570381	570381
570383	570383
570385	570385
570389	570389
570392	570392
570393	570393
570397	570397
570398	570398
570400	570400
570407	570407
570408	570408
570412	570412
570420	570420
570424	570424
570426	570426
570429	570429
570430	570430
570431	570431
570437	570437
570438	570438
570439	570439
570443	570443
570444	570444
570446	570446
570447	570447
570449	570449
570458	570458
570460	570460
570464	570464
570465	570465
570467	570467
570470	570470
570472	570472
570477	570477
570481	570481
570483	570483
570484	570484
570485	570485
570488	570488
570489	570489
570494	570494
570496	570496
570498	570498
570500	570500
570503	570503
570507	570507
570510	570510
570517	570517
570518	570518
570520	570520
570522	570522
570537	570537
570540	570540
570544	570544
570545	570545
570550	570550
570556	570556
570557	570557
570559	570559
570564	570564
570570	570570
570571	570571
570574	570574
570578	570578
570579	570579
570580	570580
570583	570583
570587	570587
570588	570588
570589	570589
570590	570590
570591	570591
570594	570594
570595	570595
570596	570596
570597	570597
570599	570599
570600	570600
570601	570601
570603	570603
570604	570604
570605	570605
570607	570607
570609	570609
570611	570611
570620	570620
570624	570624
570629	570629
570631	570631
570632	570632
570635	570635
570636	570636
570638	570638
570644	570644
570645	570645
570648	570648
570650	570650
570651	570651
570653	570653
570654	570654
570656	570656
570658	570658
570659	570659
570664	570664
570665	570665
570668	570668
570669	570669
570671	570671
570674	570674
570676	570676
570678	570678
570684	570684
570685	570685
570689	570689
570691	570691
570694	570694
570695	570695
570696	570696
570697	570697
570698	570698
570700	570700
570702	570702
570703	570703
570704	570704
570710	570710
570714	570714
570715	570715
570718	570718
570723	570723
570727	570727
570728	570728
570730	570730
570732	570732
570739	570739
570740	570740
570744	570744
570746	570746
570752	570752
570755	570755
570756	570756
570757	570757
570759	570759
570760	570760
570762	570762
570766	570766
570767	570767
570768	570768
570771	570771
570778	570778
570784	570784
570798	570798
570800	570800
570801	570801
570805	570805
570806	570806
570809	570809
570810	570810
570813	570813
570818	570818
570819	570819
570821	570821
570826	570826
570828	570828
570829	570829
570830	570830
570831	570831
570835	570835
570837	570837
570841	570841
570851	570851
570852	570852
570853	570853
570858	570858
570863	570863
570864	570864
570870	570870
570872	570872
570873	570873
570874	570874
570875	570875
570876	570876
