Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_3387	4.71772361597606	2.29703655573068	1 298	Ankyrin repeat and protein kinase domain-containing protein 1	Magnaporthe oryzae	Ophiostoma piceae	K12460	KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein	ankyrin repeat protein	1	P:cellular process	-	N	8	26	12	10	0	0	0	6
gene_339	4.22134213547081	2.80001670141127	385	Putative uncharacterized protein	Scedosporium apiospermum	Ophiostoma piceae			hypothetical protein NECHADRAFT_76719	0	-		N	18	22	8	6	0	0	0	2
gene_3424	1.83065481889034	2.22073535026227	338	Phytanoyl-CoA dioxygenase	Capronia coronata	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		N	8	0	18	0	0	0	0	0
gene_346	1.6232878341781	2.08629995710944	105	Replication factor A protein 3 (Single-stranded DNA-binding protein P12 subunit)	Grosmannia clavigera	Ophiostoma piceae			dna replication factor a subunit ssb3	0	-		N	6	10	9	0	0	0	0	0
gene_3466	5.37490832818246	2.22655621033253	1 194	DNA polymerase V	Grosmannia clavigera	Ophiostoma piceae	K02331	POL5, MYBBP1A; DNA polymerase phi [EC:2.7.7.7]	dna polymerase	3	P:transcription, DNA-dependent; F:DNA-directed DNA polymerase activity; F:DNA binding		N	24	26	14	3	0	0	0	8
gene_3499	9.5540132726614	2.18718192191057	765	Putative uncharacterized protein	Fusarium verticillioides	Fusarium verticillioides			hypothetical protein NECHADRAFT_75501	0	-		N	18	26	29	24	0	0	0	18
gene_3500	16.1865622081646	2.39452082966561	322	Aliphatic nitrilase	Fusarium graminearum	Fusarium graminearum	K01502	E3.5.5.7; aliphatic nitrilase [EC:3.5.5.7]	hypothetical protein FG06480.1	2	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:nitrogen compound metabolic process	-	N	12	42	70	44	0	0	2	24
gene_3522	9.99840820835727	2.66083196341187	473	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	24	40	40	16	0	0	2	8
gene_3524	3.36848864255711	2.95177003826587	207	Putative uncharacterized protein	 				---NA---	0	-		N	2	11	10	14	0	0	0	0
gene_3530	21.7061936455895	3.91208838953675	444	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	74	72	96	32	0	0	4	2
gene_3531	10.5698871750222	4.46856861304427	439	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	14	75	44	18	0	0	0	0
gene_3533	18.7349775679376	2.55863623576809	320	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7834	1	P:mycelium development	-	N	50	74	79	22	0	0	10	6
gene_3544	17.9982105737312	2.01547561430689	1 304	Regulatory protein AfsR	Cordyceps militaris	Cordyceps militaris			nb-arc and tpr domain protein	3	F:ADP binding; P:metabolic process; F:catalytic activity		N	34	98	50	24	0	0	0	42
gene_3545	4.81856329308934	2.3273372958825	502	Putative uncharacterized protein	Cordyceps militaris	Cordyceps militaris			hypothetical protein CCM_07300	0	-		N	10	38	14	4	0	0	0	6
gene_3565	35.1475918899597	4.69226836090869	651	CAMK family protein kinase	Ajellomyces capsulatus	Ophiostoma piceae			camk family protein kinase	12	F:transferase activity; F:protein serine/threonine kinase activity; P:phosphorylation; F:protein kinase activity; P:protein phosphorylation; F:nucleotide binding; F:ATP binding; F:kinase activity; F:transferase activity, transferring phosphorus-containing groups; F:sequence-specific DNA binding transcription factor activity; F:DNA binding; P:regulation of transcription, DNA-dependent		N	78	148	93	98	0	0	2	6
gene_3569	2.75940454033556	2.24320828547189	1 310	Verrucotoxin subunit beta (VTX subunit beta)	Grosmannia clavigera	Ophiostoma piceae			aaa atpase domain containing protein	3	F:GTP binding; F:GTPase activity; P:GTP catabolic process		N	6	8	26	0	0	0	0	2
gene_3571	4.28306512658012	2.32413972268139	299	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2898	0	-		N	12	22	20	3	0	0	2	0
gene_3604	6.56223168581283	2.71277467334542	1 768	Putative serine esterase and WD40-domain-containing protein	Exophiala aquamarina	Exophiala aquamarina			wd40 repeat-containing protein	6	F:hydrolase activity, acting on ester bonds; P:GPI anchor metabolic process; C:intrinsic to endoplasmic reticulum membrane; P:intracellular protein transport; C:integral to membrane; P:transmembrane transport		N	12	31	22	14	0	0	1	4
gene_3612	3.07538162729087	2.00868897568387	255	Translocation protein sec66	Gaeumannomyces graminis	Ophiostoma piceae	K12273	SEC66; translocation protein SEC66	translocation protein sec66	2	C:Sec62/Sec63 complex; P:posttranslational protein targeting to membrane	-	N	6	16	13	4	0	0	0	4
gene_362	4.15099293437063	2.28020926466148	596	Retrograde regulation protein 2	Aspergillus ruber	Ophiostoma piceae			retrograde regulation protein 2	2	C:integral to membrane; P:transmembrane transport		N	22	14	18	0	0	0	2	0
gene_3638	27.2678573742653	3.35137640538452	320	Rds1p-like stress response protein	Grosmannia clavigera	Ophiostoma piceae			ferritin ribonucleotide reductase-like-protein	3	F:oxidoreductase activity; P:oxidation-reduction process; F:transition metal ion binding	-	Y	105	87	68	52	0	0	0	26
gene_3666	13.6678221036467	2.25321041700041	375	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Colletotrichum gloeosporioides	Ophiostoma piceae			alpha-ketoglutarate-dependent sulfonate dioxygenase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	56	10	99	0	0	6	6	0
gene_3676	35.0665770711118	2.53051363468974	572	Purine transporter	Grosmannia clavigera	Ophiostoma piceae	K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease	purine transporter	3	P:transmembrane transport; C:membrane; F:transporter activity	-	N	143	71	118	48	2	12	6	12
gene_3717	14.0253534063045	2.42151632042574	334	Aquaporin-1	Grosmannia clavigera	Ophiostoma piceae	K09885	AQPF; aquaporin rerated protein, other eukaryote	major intrinsic protein	1	C:membrane	-	N	24	62	49	26	2	0	2	7
gene_3719	3.01690032536875	2.81430444723676	1 179	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			rna polymerase rpb1 c-terminal repeat domain-containing protein	2	C:myosin complex; F:motor activity		N	6	20	7	7	0	0	0	0
gene_3721.1	4.97573016983044	2.02132989453318	596	C6 zinc finger fungal transcription factor	Myceliophthora thermophila	Ophiostoma piceae				6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	6	33	27	2	0	2	2	0
gene_3725	2.09587671779315	2.37622186914145	700	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			mfs general substrate transporter-like protein	1	P:mycelium development	-	N	2	12	20	0	0	0	0	0
gene_3729	8.36504157309165	4.14812739673621	1 038	Putative uncharacterized protein	Ajellomyces dermatitidis	Sporothrix schenckii			conserved hypothetical protein	0	-		N	6	30	58	18	0	0	0	0
gene_3755	11.1381666587618	2.7974244145894	123	Putative uncharacterized protein	 	Sporothrix schenckii			---NA---	0	-		Y	30	65	46	8	0	4	1	3
gene_3761.1	1.51275991968116	2.00917509906427	197	Putative uncharacterized protein	 					0	-		N	2	5	8	4	0	0	0	0
gene_3795	254.332044388743	2.85666606524881	237	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	1038	527	1027	297	0	6	112	107
gene_3815	7.6770930285713	2.17857422831002	592	4-coumarate-CoA ligase	Grosmannia clavigera	Ophiostoma piceae			4-coumarate- ligase	1	F:catalytic activity	-	N	24	26	32	8	0	0	4	4
gene_3874	13.2313735808764	4.04828442679003	565	Putative serine threonine protein kinase	Microsporum gypseum	Ophiostoma piceae				1	F:transferase activity, transferring phosphorus-containing groups		N	10	135	18	26	0	0	0	4
gene_3874.1	4.84220865119331	2.63280851710911	315	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	6	22	18	12	0	0	0	4
gene_3885	4.11940716731128	3.20770771491865	735	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7908	0	-		N	4	36	20	4	0	0	0	0
gene_3894	6.57316708465605	3.82235634151771	378	Zinc finger protein GLI4 (Neural-specific DNA-binding protein xGLI4)	Nectria haematococca	Ophiostoma piceae			c2h2 finger domain containing protein	3	F:zinc ion binding; C:intracellular; F:nucleic acid binding		N	16	42	33	6	0	0	0	0
gene_3912	59.5747660706278	3.64685689128122	298	Aminodeoxychorismate lyase	Grosmannia clavigera	Ophiostoma piceae			aminodeoxychorismate lyase	3	P:metabolic process; F:catalytic activity; F:lyase activity		N	156	224	265	95	0	6	8	20
gene_3934	3.47604769884288	2.9913350643628	434	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			acyltransferase family protein	1	F:transferase activity, transferring acyl groups other than amino-acyl groups	EC:2.3.1.0	N	18	16	17	0	0	0	0	0
gene_3936	64.8401751426931	2.15148000487444	694	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			glutaminase	2	P:metabolic process; F:catalytic activity		Y	101	502	109	76	2	4	53	0
gene_3945	7.5056722687643	3.58187036251027	600	Putative sterigmatocystin biosynthesis monooxygenase stcW	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase	1	F:monooxygenase activity	-	N	19	9	36	21	0	0	0	2
gene_3946	10.1027104732303	2.29345545026014	419	Histidine protein methyltransferase 1 (Mitotic exit network interactor 1)	Sordaria macrospora	Ophiostoma piceae			hypothetical protein SMAC_00233	2	P:biological_process; C:cellular_component		N	14	30	42	23	0	0	4	8
gene_3962	2.52721725381329	2.59799221654362	108	Polarized growth chromatin-associated controller 1	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1025	3	F:molecular_function; P:biological_process; C:cellular_component		N	3	8	20	4	0	0	0	0
gene_3998	17.5806020805304	5.17637081490445	222	Putative uncharacterized protein	 				---NA---	0	-		N	48	83	82	27	0	0	0	0
gene_4001	159.26123095721	3.42327130182267	1 459	Putative uncharacterized protein	Podospora anserina	Ophiostoma piceae			hypothetical protein	2	F:zinc ion binding; C:intracellular		N	315	782	628	264	2	12	18	90
gene_402	8.94090437786756	2.01797905607099	1 115	Putative uncharacterized protein	Chaetomium thermophilum	Ophiostoma piceae			hypothetical protein CTHT_0052440	3	F:molecular_function; P:biological_process; C:cellular_component		N	32	30	14	16	0	0	2	14
gene_404	2.85912888203937	2.74808714952061	624	Transcription factor Sp3	Myceliophthora thermophila	Ophiostoma piceae			c2h2 finger domain	2	F:zinc ion binding; C:intracellular		N	0	36	10	2	0	0	0	0
gene_4044	11.1387795691552	4.54086788149804	263	Uncharacterized oxidoreductase yhdF	Phaeosphaeria nodorum	Ophiostoma piceae	K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	short-chain dehydrogenase reductase sdr	5	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding; C:cellular_component		N	4	71	30	36	0	0	0	0
gene_4050	7.21645964008005	3.52771485320891	992	NACHT- and ankyrin-repeat-domain-containing protein	Metarhizium robertsii	Metarhizium robertsii			ankyrin repeat-containing	2	P:nucleoside metabolic process; F:catalytic activity		N	26	18	30	14	0	0	0	2
gene_4055	19.4548478812385	3.01560391762443	582	Uncharacterized transporter YIL166C	Nectria haematococca	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	89	21	141	0	0	2	6	4
gene_4057	2.33364603725848	2.50265955635583	126	Putative uncharacterized protein	Verticillium dahliae	Ophiostoma piceae			hypothetical protein VDAG_05397	0	-		N	0	16	23	0	0	0	0	0
gene_4058	14.8912479888071	2.28070506199722	1 112	HIR1 	Togninia minima	Ophiostoma piceae	K11293	HIRA, HIR1; protein HIRA/HIR1	histone transcription regulator	4	P:chromatin modification; F:chromatin binding; C:nucleus; P:regulation of transcription, DNA-dependent	-	N	55	56	43	16	0	0	1	26
gene_4082	3.4067069738621	2.96595304891553	509	Putative uncharacterized protein	Plasmodium yoelii	Ophiostoma piceae			family protein	15	C:membrane; C:outer membrane-bounded periplasmic space; P:protein transport; F:protein transporter activity; C:plastid; C:chloroplast; C:cell surface; P:cell-cell adhesion; F:cell adhesion molecule binding; P:single-species biofilm formation in or on host organism; P:single-species biofilm formation on inanimate substrate; P:adhesion to host; C:anchored to plasma membrane; C:fungal-type cell wall; P:cell adhesion		N	14	8	6	10	0	0	0	0
gene_4097	8.27477359326548	2.20050202806185	473	UNC93-like protein 2	Aspergillus oryzae	Ophiostoma piceae			unc93-like protein	2	P:transmembrane transport; C:integral to membrane	-	N	23	43	27	8	0	0	2	10
gene_4101	10.7169429010825	3.36752537525556	354	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	14	60	33	26	0	0	2	2
gene_4104	10.4867925465765	3.71819845319286	727	Heat shock 70 kDa protein 12A	Neurospora tetrasperma	Ophiostoma piceae			hypothetical protein NEUTE1DRAFT_130139	0	-		N	14	76	37	18	0	0	0	4
gene_4106	6.3272025575158	3.00594515609985	1 330	Poly (ADP-ribose) polymerase 8	Podospora anserina	Ophiostoma piceae	K15258	PARP6_8; poly [ADP-ribose] polymerase 6/8 [EC:2.4.2.30]	uba ts-n domain containing protein	3	F:NAD+ ADP-ribosyltransferase activity; P:proteolysis; F:cysteine-type endopeptidase activity		N	16	30	30	8	0	0	0	4
gene_4107	7.05667955646255	3.91775244612211	601	Putative uncharacterized protein	Leptosphaeria maculans	Ophiostoma piceae			hypothetical protein LEMA_P100170.1	0	-		N	10	64	30	6	0	0	0	0
gene_4155	4.29277514974927	3.2608612583481	576	Monopolin complex subunit pcs1 (Chromosome segregation protein 1)	Grosmannia clavigera	Ophiostoma piceae			chromosome segregation protein	1	F:DNA binding		N	22	18	14	4	0	0	0	0
gene_4163	12.18544995598	2.19945481570478	1 529	ATP-dependent RNA helicase Dhx29	Grosmannia clavigera	Ophiostoma piceae			helicase associated domain-containing protein	3	F:nucleic acid binding; F:ATP binding; F:ATP-dependent helicase activity	-	N	29	30	56	19	0	2	0	20
gene_4178	4.18205384968788	2.78754862548039	759	Translation factor GUF1, mitochondrial	Grosmannia clavigera	Ophiostoma piceae			gtp-binding protein	12	C:membrane; C:mitochondrial inner membrane; P:GTP catabolic process; F:hydrolase activity; C:mitochondrion; P:positive regulation of translation; F:nucleotide binding; P:translation; F:GTP binding; F:ribosome binding; C:mitochondrial matrix; F:GTPase activity		N	14	10	14	10	0	0	0	2
gene_4198	3.99963600623614	2.06062683456869	111	DNA-directed RNA polymerase III subunit RPC10	Grosmannia clavigera	Ophiostoma piceae	K03019	RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC10	dna-directed rna polymerase iii subunit rpc10	5	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:DNA binding; C:nucleus; F:zinc ion binding	EC:2.7.7.6	N	15	9	8	9	0	0	0	6
gene_4205	4.94934071827052	2.52740325906597	905	Halotolerance protein 9	Neurospora tetrasperma	Ophiostoma piceae			c6 transcription	2	P:transcription, DNA-dependent; F:binding	-	N	6	36	20	6	0	0	2	0
gene_4206	10.988260316784	3.51106068529536	442	Anhydro-N-acetylmuramic acid kinase	Neurospora tetrasperma	Ophiostoma piceae	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	anhydro-n-acetylmuramic acid kinase	6	P:peptidoglycan turnover; F:kinase activity; P:amino sugar metabolic process; F:ATP binding; F:phosphotransferase activity, alcohol group as acceptor; P:phosphorylation	EC:2.7.1.0	N	34	35	46	20	0	0	0	6
gene_4308	6.26448159257952	3.75797937507803	535	MSF transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	1	P:mycelium development	-	N	12	39	36	6	0	0	0	0
gene_4314	8.89874248453194	4.01186274917688	677	Putative uncharacterized protein	Macrophomina phaseolina	Ophiostoma piceae			cytochrome mitochondrial	6	F:metal ion binding; P:oxidation-reduction process; F:heme binding; F:oxidoreductase activity; F:catalytic activity; F:FMN binding		Y	12	67	48	8	0	0	0	1
gene_4336	3.57963650635912	2.23649424855366	191	Biogenesis of lysosome-related organelles complex 1 subunit KXD1	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6621	0	-		N	5	11	9	12	0	2	0	0
gene_4369	47.8121950910794	2.03757084227585	1 465	NB-ARC domain containing protein	Grosmannia clavigera	Ophiostoma piceae			nb-arc domain containing protein	1	F:binding	-	N	138	188	124	64	0	8	25	40
gene_4374	1.85729508979241	2.23713236865706	724	CAMK protein kinase 	Gaeumannomyces graminis	Ophiostoma piceae			camk family protein kinase	12	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups; F:protein serine/threonine kinase activity; F:transferase activity; F:nucleotide binding; F:sequence-specific DNA binding transcription factor activity; F:DNA binding; P:regulation of transcription, DNA-dependent		N	12	8	2	2	0	0	0	0
gene_4377	5.08736842980403	3.48216895441155	1 206	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			pathway-specific nitrogen regulator	2	F:molecular_function; C:cellular_component		N	36	15	6	6	0	0	0	0
gene_4420	3.12733475916512	2.8589098947709	478	Putative uncharacterized protein	Colletotrichum sublineola	Ophiostoma piceae			---NA---	0	-		Y	26	10	6	0	0	0	0	0
gene_4428	7.31668557853011	2.19324523908137	339	Fructose-1-6-bisphosphatase	Stachybotrys chartarum	Ophiostoma piceae	K01100	E3.1.3.37; sedoheptulose-bisphosphatase [EC:3.1.3.37]	sedoheptulose- -bisphosphatase	1	F:phosphoric ester hydrolase activity	-	N	0	32	28	20	0	2	2	4
gene_4429	32.6663834231272	4.09403592080724	984	Calpain (Calcium-activated neutral proteinase)	Verticillium dahliae	Ophiostoma piceae	K08582	CAPN15; calpain-15 [EC:3.4.22.-]	calpain-1 catalytic subunit	1	P:mycelium development	-	N	56	139	118	82	0	8	0	2
gene_4443	4.85296570721236	2.98694705610038	782	Nonsense-mediated mRNA decay protein 3 (Up-frameshift suppressor 3)	Fusarium graminearum	Ophiostoma piceae			nonsense-mediated mrna decay protein	2	F:nucleic acid binding; F:nucleotide binding		N	14	22	10	12	0	0	0	2
gene_4484	2.9964817901128	2.80590399156506	188	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			mediator subunit med11	3	P:regulation of transcription from RNA polymerase II promoter; F:RNA polymerase II transcription cofactor activity; C:mediator complex	-	N	8	6	18	6	0	0	0	0
gene_4526	2.05862483808394	2.35536862572272	179	Peptidyl-prolyl cis-trans isomerase E (Rotamase E)	Grosmannia clavigera	Ophiostoma piceae			peptidyl-prolyl cis-trans isomerase e	3	F:nucleic acid binding; F:isomerase activity; F:nucleotide binding	-	N	0	10	4	9	0	0	0	0
gene_4588	3.56958689473834	3.02488235342011	1 048	Putative uncharacterized protein	Chaetomium globosum	Ophiostoma piceae			predicted protein	0	-		N	12	26	18	0	0	0	0	0
gene_4596	11.109998960488	2.4257285607483	632	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_2469	0	-		N	18	66	46	12	0	0	0	18
gene_4606	2.94477204385759	2.78440851643395	111	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	3	11	24	4	0	0	0	0
gene_4628	3.64280840559369	2.23991489955483	383	Glutamine amidotransferase	Grosmannia clavigera	Ophiostoma piceae	K07008	DUG3; glutamine amidotransferase	glutamine amidotransferase	2	P:glutamine metabolic process; F:transferase activity	-	N	10	10	26	2	0	0	0	4
gene_4642	1.91969990337371	2.27482813230937	388	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	1	7	14	4	0	0	0	0
gene_4659	3.9442676990121	2.04068263574573	447	Golgi integral membrane protein	Grosmannia clavigera	Ophiostoma piceae	K12389	BTS, CLN3; battenin	golgi integral membrane protein	6	C:fungal-type vacuole membrane; C:integral to organelle membrane; P:vacuolar transport; P:regulation of intracellular pH; P:vacuole organization; P:arginine transport	-	N	0	28	22	4	0	0	0	6
gene_4673	22.7245456383617	3.55341407406199	568	High-affinity methionine permease	Fusarium oxysporum	Ophiostoma piceae			high affinity methionine permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	95	26	186	0	0	4	4	0
gene_4684	4.94420610376476	2.66176457332375	695	Cyclic AMP receptor-like protein A	Grosmannia clavigera	Ophiostoma piceae			g-protein coupled receptor	3	C:integral to membrane; P:G-protein coupled receptor signaling pathway; F:G-protein coupled receptor activity	-	N	5	33	38	0	0	0	0	4
gene_474	1.78510688129035	2.19226164602793	276	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			dna repair protein dds20 mei5	0	-		N	2	2	6	8	0	0	0	0
gene_4746	12.5447862357611	2.86161673771991	244	Putative uncharacterized protein	Metarhizium acridum	Ophiostoma piceae			hypothetical protein MAC_07344	0	-		Y	44	38	66	10	0	0	6	0
gene_475	2.10070627394639	2.37890346923486	336	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1890	0	-		N	10	9	12	0	0	0	0	0
gene_4779	14.2302905979128	2.46277751234059	601	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase 1 (Phospholipase C-1)	Bipolaris sorokiniana	Ophiostoma piceae	K05857	PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	1-phosphatidylinositol- -bisphosphate phosphodiesterase gamma 2	1	F:phosphoric diester hydrolase activity	EC:3.1.4.0	N	54	42	56	14	0	6	0	12
gene_4791	8.77540495139926	2.06018897299856	1 675	F-box domain containing protein	Grosmannia clavigera	Ophiostoma piceae			f-box domain containing protein	2	F:molecular_function; C:cellular_component		N	6	47	24	20	0	0	2	13
gene_4798	4.7337694455473	2.0539330268382	1 384	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	18	4	24	6	0	2	0	4
gene_48	23.4868406447294	2.21155162651938	834	Putative uncharacterized protein	Colletotrichum fioriniae	Colletotrichum fioriniae	K16726	ANKRD17, MASK; ankyrin repeat domain-containing protein 17	hypothetical protein AOL_s00081g123	0	-		Y	70	66	62	44	2	6	4	16
gene_4841	5.41050953623391	2.49341609662303	680	Sucrose-6-phosphate hydrolase (Invertase)	Nectria haematococca	Sporothrix schenckii	K01212	sacC; levanase [EC:3.2.1.65]	sucrose-6-phosphate hydrolase	2	F:hydrolase activity, acting on glycosyl bonds; P:metabolic process	-	Y	22	4	14	14	0	0	0	6
gene_4873	6.27167755177377	2.24271233264531	579	Putative uncharacterized protein	Bipolaris oryzae	Ophiostoma piceae			hypothetical protein MGG_04241	3	F:molecular_function; P:biological_process; C:cellular_component		N	6	32	16	16	0	2	0	6
gene_4883	17.5236217402609	3.33814554181872	174	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			bzip transcription	0	-		N	53	37	73	37	0	0	0	15
gene_4892	4.66221585500617	2.44329485661481	250	Short chain dehydrogenase reductase	Beauveria bassiana	Ophiostoma piceae			short-chain dehydrogenase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	20	10	32	0	0	0	2	0
gene_4927	19.2353822087817	2.48483247733627	231	Putative uncharacterized protein	Pyrenophora tritici-repentis	Ophiostoma piceae			conserved hypothetical protein	1	C:integral to membrane		N	50	67	61	35	0	0	0	33
gene_4968	2.62148849726982	2.64223414945214	531	Pantothenate transporter 	Penicillium roqueforti	Ophiostoma piceae			pantothenate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	6	15	16	2	0	0	0	0
gene_4971	24.1011946475757	3.98379399642081	368	Alpha-ketoglutarate-dependent sulfonate dioxygenase	Colletotrichum fioriniae	Ophiostoma piceae	K03119	tauD; taurine dioxygenase [EC:1.14.11.17]	family taurine catabolism dioxygenase	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	EC:1.13.11.0	N	138	24	158	0	0	2	2	4
gene_4990	2.7301265887475	2.6915907052844	166	Thioesterase family protein	Grosmannia clavigera	Ophiostoma piceae	K07107	ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	thioesterase family protein	2	F:thiolester hydrolase activity; P:fatty acid biosynthetic process		N	4	24	4	6	0	0	0	0
gene_5006	7.89654545074197	3.6519740975692	1 342	Calpain-1 catalytic subunit	Colletotrichum sublineola	Ophiostoma piceae	K01367	CAPN1; calpain-1 [EC:3.4.22.52]	calpain family cysteine protease	1	F:peptidase activity	-	N	8	54	32	15	0	0	0	2
gene_5019	3.11997115341178	2.85597820090086	942	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	8	4	26	4	0	0	0	0
gene_5027	5.13410741083596	2.41823965179238	627	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3003	3	F:molecular_function; P:biological_process; C:cellular_component		N	10	18	16	13	0	0	0	6
gene_5046	11.9081613366744	2.22103358741893	647	Laccase-1 (Conidial laccase)	Colletotrichum graminicola	Ophiostoma piceae			multicopper oxidase	6	F:metal ion binding; P:oxidation-reduction process; F:oxidoreductase activity; F:copper ion binding; P:biological_process; C:cellular_component		Y	20	23	29	38	0	2	0	19
gene_5102	3.35588573696136	2.41025567158251	170	Ribose/galactose isomerase-like protein	Myceliophthora thermophila	Ophiostoma piceae	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]	ribose-5-phosphate isomerase b	2	P:carbohydrate metabolic process; F:ribose-5-phosphate isomerase activity	EC:5.3.1.6	N	4	14	28	2	0	0	1	0
gene_5113	5.53321694716253	2.52557459942505	690	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4854	0	-		N	4	13	30	15	0	0	0	6
gene_5115	6.04937394793827	3.71135700659333	698	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4752	0	-		N	25	21	13	14	0	0	0	0
gene_5142	7.87843529144375	2.29638694514816	1 326	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2	Grosmannia clavigera	Ophiostoma piceae	K10859	ALKBH2; alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 [EC:1.14.11.-]	isochorismatase family protein family	5	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors; F:oxidoreductase activity; P:metabolic process; F:catalytic activity		N	26	34	40	2	0	0	2	8
gene_5150	9.13723306353002	2.69545989396958	539	DUF1237 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1237 domain-containing protein	2	F:catalytic activity; P:metabolic process	-	Y	31	47	40	4	0	0	0	11
gene_516	1.67792532492893	2.12295448885664	691	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_656	0	-		N	0	6	8	6	0	0	0	0
gene_5177	1.69510856493743	2.13429229384883	494	Riboflavin transporter MCH5	Togninia minima	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	0	12	12	2	0	0	0	0
