Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_5071	9.79086369795444	-2.95651708005933	825	Ferric reductase transmembrane component 4 (Ferric-chelate reductase 4)	Aspergillus niger	Ophiostoma piceae			ferric reductase transmembrane component 4 precursor	1	F:catalytic activity	-	Y	2	0	0	4	18	4	0	0
gene_5077.1	16.101554763181	-2.22024853442216	748	Transcription factor tau subunit sfc6 (TFIIIC subunit sfc6)	Grosmannia clavigera	Ophiostoma piceae	K15205	TFC6; transcription factor C subunit 6	transcription factor tfiiic complex subunit	1	F:molecular_function		N	2	10	2	12	4	26	0	100
gene_5099	6.27477395122767	-2.62798062656694	447	Uncharacterized oxidoreductase ygbJ	Sordaria macrospora	Ophiostoma piceae	K08319	ygbJ; putative dehydrogenase [EC:1.1.-.-]	related to 3-hydroxyisobutyrate mitochondrial precursor	9	C:intracellular organelle; F:binding; P:oxidation-reduction process; P:primary metabolic process; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:methylation; P:small molecule metabolic process; P:cellular metabolic process; F:methyltransferase activity	EC:1.1.1.0; EC:2.1.1.0	N	2	4	2	0	8	4	0	18
gene_5158	56.6198562857683	-3.36924898169943	243	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2567	0	-		Y	26	29	4	4	22	174	38	106
gene_5165	12.4500348042224	-3.58138653054892	988	Probable polyketide synthase 19 (dipks19)	Eutypa lata	Ophiostoma piceae			nrps-like enzyme	4	P:metabolic process; F:nucleotide binding; F:catalytic activity; F:phosphopantetheine binding		N	0	0	4	2	0	10	4	124
gene_5185	14.299576492395	-2.0764799079655	505	Probable aspartic-type endopeptidase OPSB	Togninia minima	Ophiostoma piceae	K06009	E3.4.23.41; yapsin 1 [EC:3.4.23.41]	aspartic-type endopeptidase	4	F:peptidase activity; P:protein metabolic process; F:nucleotide binding; P:cellular metabolic process	-	Y	16	10	4	2	10	18	12	28
gene_523	3.51453781725573	-2.52156763181483	298	Centromere protein V (Nuclear protein p30)	Colletotrichum orbiculare	Ophiostoma piceae			glutathione-dependent formaldehyde-activating enzyme	3	F:carbon-sulfur lyase activity; P:metabolic process; C:cellular_component		N	2	0	0	0	0	0	0	43
gene_5230	55.9736344346465	-5.97992307846706	76	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_4680	0	-		N	0	2	0	2	111	14	7	0
gene_5356	3.3468574481891	-2.25154039829072	114	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			dimeric alpha-beta barrel	0	-		N	3	0	0	0	0	0	4	30
gene_537	21.5702682739817	-2.20891715982338	986	Uncharacterized transporter C1683.12	Trichoderma atroviride	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	13	22	6	6	14	26	30	24
gene_5383	1.60489410572507	-2.07374765515004	159	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	6	6
gene_5448	5.88760565903678	-2.72803716679458	1 364	Nonribosomal peptide synthetase (NRPS)	Grosmannia clavigera	Ophiostoma piceae	K01976	E6.-.-.-; unclassified metabolism	nonribosomal peptide synthetase 10	3	F:small molecule binding; P:metabolic process; F:oxidoreductase activity	-	N	4	0	1	0	6	10	2	10
gene_5480	3.27593288747511	-2.91683312281223	607	L-arabonate dehydratase	Trichoderma virens	Ophiostoma piceae			tpa: hypothetical dihydroxyacid dehydratase	2	F:catalytic activity; P:metabolic process	-	N	0	0	0	0	6	2	0	2
gene_5489	5.01892287918632	-2.33382457515756	186	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4050	0	-		N	0	4	0	2	0	0	14	24
gene_5492	38.7954154129747	-2.51355450499038	694	Protease s8 tripeptidyl peptidase (Aorsin)	Grosmannia clavigera	Ophiostoma piceae			protease s8 tripeptidyl peptidase	1	F:serine-type peptidase activity	-	Y	46	8	4	6	32	92	12	28
gene_5535	124.182136756467	-3.09196526355347	554	Inositol transporter 1	Fusarium graminearum	Ophiostoma piceae			sugar transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	56	29	55	20	132	232	43	82
gene_5543	39.5154412992686	-2.00520875908516	1 113	Bifunctional CYP450:NADPH-P450 reductase (CYP505A28; fatty acid hydroxylase)	Grosmannia clavigera	Ophiostoma piceae	K14338	cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]	bifunctional p-450:nadph-p450 reductase	6	F:metal ion binding; F:monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; ; F:organic cyclic compound binding; P:oxidation-reduction process	-	N	30	65	24	0	22	96	24	33
gene_5582	7.62332755293761	-4.02207081863519	1 639	Putative uncharacterized protein	Trichoderma virens	Ophiostoma piceae	K16726	ANKRD17, MASK; ankyrin repeat domain-containing protein 17	serine threonine protein kinase	4	F:Rho guanyl-nucleotide exchange factor activity; P:regulation of Rho protein signal transduction; F:zinc ion binding; C:intracellular		N	0	0	0	0	0	0	0	98
gene_5583	2.02251547322835	-2.33486311891789	657	Putative uncharacterized protein	Fusarium oxysporum	Fusarium oxysporum			extracellular serine protease	3	P:proteolysis; F:serine-type endopeptidase activity; F:peptidase activity		N	0	0	0	0	0	0	0	26
gene_560	2.13018588202239	-2.05350217389778	194	Uncharacterized N-acetyltransferase YoaA	Nectria haematococca	Ophiostoma piceae	K00676	E2.3.1.128; ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	acetyltransferase	1	F:transferase activity	-	N	0	2	0	0	0	0	0	26
gene_5661	60.7363731662497	-2.91616733807937	352	Voltage-gated potassium channel subunit beta-2 	Glarea lozoyensis	Ophiostoma piceae			aldo-keto reductase	0	-		N	30	42	8	10	58	124	22	50
gene_5703	4.32759972548131	-3.27130606175931	504	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2120514	0	-		N	0	0	0	0	0	2	4	42
gene_5728	3.31883658884488	-2.13265959952042	214	Ras-related protein Rab-18	Grosmannia clavigera	Ophiostoma piceae			rab protein	1	C:intracellular part	-	N	0	3	0	1	0	20	0	0
gene_5748	382.196902183034	-2.21297198305918	200	Putative nitroreductase HBN1 (Homologous to bacterial nitroreductases protein 1)	Podospora anserina	Ophiostoma piceae	K07078	Unclassified; Poorly Characterized	nitroreductase-like protein	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	192	114	252	206	273	1037	112	113
gene_5798	111.65510639373	-2.40393942039893	660	Sialidase-like protein	Grosmannia clavigera	Ophiostoma piceae			sialidase-like protein	0	-		N	53	46	73	41	0	6	0	1200
gene_5966	52.3962079728789	-4.2311207733329	203	Cell surface protein, putative	Metarhizium acridum	Ophiostoma piceae			cell surface	0	-		N	13	18	2	0	0	0	158	260
gene_6078	4.72128249119457	-2.91537208237159	346	Glycine rich secreted cement protein	Ixodes scapularis	Ophiostoma piceae			glycine rich secreted cement	2	F:nucleic acid binding; C:nucleus		Y	2	0	0	0	0	8	0	43
gene_6144	37.1767015472199	-5.39102245110199	274	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1203	1	P:transport	-	N	0	2	0	2	46	64	16	32
gene_6193	3.11156226650515	-2.85262304392297	74	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			hypothetical protein TRIVIDRAFT_223952	0	-		N	0	0	0	0	0	0	0	40
gene_6206	2.94669319409177	-2.40171162277169	815	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4479	0	-		N	0	0	2	0	6	0	0	0
gene_6211	7.76008735782833	-3.11709835676716	320	Probable transcriptional regulatory protein C8D2.12c	Grosmannia clavigera	Ophiostoma piceae			duf28 domain-containing protein	0	-		N	2	2	2	0	14	0	0	10
gene_6212	4.27493174948428	-2.02860435219579	90	Protein PET100, mitochondrial	Togninia minima	Sporothrix schenckii			mitochondrial cytochrome c oxidase assembly factor	0	-		N	0	10	0	0	4	2	0	20
gene_6224	57.6503839011482	-2.10891504551077	691	Trehalose phosphorylase	Grosmannia clavigera	Sporothrix schenckii			clock-controlled-9 protein	2	P:biosynthetic process; F:transferase activity	-	N	9	69	42	24	66	58	31	19
gene_6242	122.951486003016	-2.06492174413149	269	Protein AIM2 (Altered inheritance rate of mitochondria protein 2)	Colletotrichum fioriniae	Ophiostoma piceae	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	dienelactone hydrolase	1	F:hydrolase activity		Y	54	138	64	52	21	397	98	144
gene_6249	50.2025631890675	-2.22258651149297	322	Heat shock protein 30	Fusarium lichenicola	Ophiostoma piceae			heat shock protein 30	3	F:molecular_function; P:response to stress; C:cytoplasm		N	7	40	18	33	16	22	108	133
gene_629	1.87911240377677	-2.25042343508396	211	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6031	0	-		N	0	0	0	0	4	0	0	0
gene_6291	74.5248987901381	-3.40315709736918	1 290	Putative urea carboxylase (Lactam utilization protein lamA)	Fusarium oxysporum	Ophiostoma piceae			urea carboxylase	5	P:cellular protein metabolic process; F:metal ion binding; F:organic cyclic compound binding; F:ligase activity; 	-	N	46	4	21	4	118	68	14	2
gene_6292	24.1641575047875	-2.74980983503013	563	Uncharacterized MFS-type transporter C1271.10c	Trichoderma virens	Ophiostoma piceae			mfs general substrate transporter	5	C:integral to membrane; F:nucleic acid binding; P:methylation; P:transmembrane transport; F:methyltransferase activity	EC:2.1.1.0	N	31	0	2	0	43	8	0	0
gene_6293	4.99541397863123	-2.7040989039885	264	Lactam utilization protein lamB	Nectria haematococca	Ophiostoma piceae	K07160	K07160; UPF0271 protein	family protein	4	P:carbohydrate metabolic process; C:membrane; F:catalytic activity; P:transport	-	N	2	0	2	0	10	0	0	0
gene_6311	9.23167204518695	-3.43909884491087	574	tRNA modification GTPase MSS1, mitochondrial	Colletotrichum fioriniae	Ophiostoma piceae	K03650	mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]	isoform cra_b	2	F:binding; P:nucleobase-containing compound metabolic process	-	N	0	2	4	0	0	0	0	114
gene_6340	10.2419155251435	-3.47477791003671	737	Dipeptidyl peptidase family member 6	Grosmannia clavigera	Ophiostoma piceae			peptidase s9 prolyl oligopeptidase active site-containing protein	4	P:proteolysis; F:serine-type peptidase activity; F:metallocarboxypeptidase activity; F:zinc ion binding		N	0	2	5	0	2	13	2	84
gene_6376	26.7016691246753	-2.2591566636259	492	Thiol-specific monooxygenase (Flavin-dependent monooxygenase)	Grosmannia clavigera	Ophiostoma piceae			fad dependent oxidoreductase	2	F:monooxygenase activity; F:coenzyme binding	-	N	26	3	30	0	20	64	12	14
gene_6401	2.64482792652938	-2.65298108027332	1 037	PFS domain/tetratricopeptide repeat protein	Microsporum gypseum	Ophiostoma piceae			tetratricopeptide repeat domain-containing protein	3	P:nucleoside metabolic process; F:ADP binding; F:catalytic activity		N	0	0	0	0	0	0	0	34
gene_6401.1	3.65608566314355	-3.05522539065183	65	Putative uncharacterized protein	 					0	-		N	0	0	0	0	0	0	0	47
gene_6401.2	1.55578113325257	-2.03968667757704	273	PFS domain/tetratricopeptide repeat protein	Microsporum gypseum	Ophiostoma piceae			tetratricopeptide repeat domain-containing protein	3	F:methyltransferase activity; F:transferase activity; P:methylation		N	0	0	0	0	0	0	0	20
gene_6436	55.8428166603817	-2.64778695065414	344	Protein NMT1 homolog	Colletotrichum sublineola	Ophiostoma piceae			pyrimidine precursor biosynthesis enzyme thi12	0	-		N	24	55	10	12	66	50	21	77
gene_6502	227.151497086559	-2.12462628136234	429	Fumarylacetoacetase	Colletotrichum higginsianum	Colletotrichum higginsianum	K01555	FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]	fumarylacetoacetate hydrolase	2	P:metabolic process; F:hydrolase activity	-	N	40	158	300	78	34	983	50	146
gene_6503	31.2048553469114	-2.11297769776258	327	Putative uncharacterized protein	Verticillium alfalfae	Verticillium alfalfae			cyclase protein	0	-		N	6	34	15	16	10	118	6	26
gene_6506	98.0135580033375	-2.33970797021372	517	Pisatin demethylase (CYP532H6)	Verticillium dahliae	Ophiostoma piceae	K00498	CYP11A; cytochrome P450, family 11, subfamily A (cholesterol monooxygenase (side-chain-cleaving)) [EC:1.14.15.6]	pisatin demethylase	10	F:heme binding; P:methylation; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:electron carrier activity; F:methyltransferase activity; P:oxidation-reduction process; F:oxidoreductase activity; F:metal ion binding; F:monooxygenase activity	EC:2.1.1.0	N	26	118	61	24	5	442	30	96
gene_6531	14.8190906769855	-2.01665057580087	429	FAD binding domain protein	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides			fad binding domain protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:monooxygenase activity		N	2	23	6	6	0	4	2	144
gene_6551	27.2393222302373	-3.67813784731575	533	Flavohemoprotein	Grosmannia clavigera	Ophiostoma piceae	K05916	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]	globin-like protein	1	F:binding	-	N	2	8	6	4	14	97	22	4
gene_6552	4.03239947285845	-2.44467767228566	536	Major facilitator superfamily transporter, allantoate	Grosmannia clavigera	Ophiostoma piceae	K08192	DAL; MFS transporter, ACS family, allantoate permease	mfs allantoate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	2	2	14	0	9
gene_6603	5.83417924969715	-3.66315769448799	348	Putative uncharacterized protein	 				GL25061	3	F:chitin binding; P:chitin metabolic process; C:extracellular region		Y	0	0	0	0	0	0	0	75
gene_6620	8.70145953525782	-2.2038843820066	279	Dephospho-CoA kinase	Grosmannia clavigera	Ophiostoma piceae	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	dephospho- kinase	4	P:coenzyme A biosynthetic process; P:phosphorylation; F:ATP binding; F:dephospho-CoA kinase activity	EC:2.7.1.24	N	5	5	4	2	0	20	12	28
gene_6693	2.78032257796259	-2.04908608219809	93	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2111839	2	P:signal transduction; F:phospholipase C activity	-	N	0	2	2	0	2	4	2	8
gene_670	9.35341831898962	-2.33213389776221	992	Fungal-specific transcription factor	Grosmannia clavigera	Ophiostoma piceae			fungal-specific transcription factor	9	P:transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription, DNA-dependent; F:metal ion binding; P:transcription, DNA-dependent		N	8	0	4	2	12	12	2	4
gene_6727	51.5731064413431	-2.24199203690026	783	Oligopeptide transporter 5 (AtOPT5)	Grosmannia clavigera	Ophiostoma piceae			oligopeptide transporter 6	1	P:transmembrane transport	-	N	76	6	21	4	38	97	18	90
gene_6791	6.32363544082768	-2.31171202882571	523	HAD superfamily hydrolase	Grosmannia clavigera	Ophiostoma piceae			had superfamily hydrolase	2	F:hydrolase activity; P:metabolic process		N	4	2	0	2	4	14	6	6
gene_6833	2.1566275835918	-2.00944759382826	148	Methylated-DNA-protein-cysteine methyltransferase	Trichoderma virens	Ophiostoma piceae	K00567	E2.1.1.63, MGMT, ogt; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	ring-2 protein	3	P:DNA repair; P:methylation; F:methyltransferase activity	EC:2.1.1.0	N	0	0	2	0	2	0	0	14
gene_6834	243.847281766956	-3.3235928892834	805	Sexual differentiation process protein isp4	Grosmannia clavigera	Ophiostoma piceae			small oligopeptide transporter	1	P:transmembrane transport	-	N	149	89	30	17	249	442	90	275
gene_6909	4.79536798818434	-3.04052981260123	2 049	Putative coatomer subunit alpha (Alpha-coat protein)	Colletotrichum gloeosporioides	Ophiostoma piceae			nacht and wd domain protein	0	-		N	0	0	2	0	0	0	0	60
gene_6911	5.25178233100262	-2.13064623295325	1 260	Serine proteinase-like protein	Colletotrichum gloeosporioides	Ophiostoma piceae			serine proteinase-like protein	2	F:serine-type endopeptidase activity; P:proteolysis	EC:3.4.21.0	N	4	6	0	0	0	0	0	59
gene_6993	5.82248144347165	-2.02184592920488	463	3-phytase A	Botrytis cinerea	Ophiostoma piceae			3-phytase a	1	F:phosphatase activity	EC:3.1.3.0	Y	10	0	0	0	8	6	0	4
gene_7002	5.75295036562494	-2.94259680602386	426	Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)	Botrytis cinerea	Ophiostoma piceae			metal-dependent amidase aminoacylase carboxypeptidase	3	F:hydrolase activity; P:metabolic process; F:carboxypeptidase activity		N	2	2	0	0	10	0	0	10
gene_7074	11.9821031288096	-3.56907013879243	210	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			hypothetical protein CH063_03867	0	-		N	6	0	0	0	22	0	6	0
gene_7118	1.5175463543324	-2.01260182066401	189	Putative uncharacterized protein	Colletotrichum graminicola	Ophiostoma piceae			hypothetical protein GLRG_10997	0	-		N	0	0	0	0	0	0	8	0
gene_7165	5.2253940372343	-3.51737498683428	513	Probable transporter SEO1	Capronia epimyces	Ophiostoma piceae			mfs transporter	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	0	0	30	0	9
gene_7187	44.8755233499512	-2.97990186682526	527	Bleomycin hydrolase (Aminopeptidase H)	Togninia minima	Ophiostoma piceae	K01372	E3.4.22.40, pepC; bleomycin hydrolase [EC:3.4.22.40]	cysteine proteinase 1	1	F:hydrolase activity	-	N	36	8	14	2	24	162	18	14
gene_7288	1.6335701899152	-2.09326957291395	209	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	21
gene_7303	3.6063571413558	-2.16635439729654	413	Sterigmatocystin 8-O-methyltransferase	Setosphaeria turcica	Setosphaeria turcica			sterigmatocystin 8-o-methyltransferase	7	F:methyltransferase activity; F:transferase activity; P:methylation; F:O-methyltransferase activity; P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process		N	4	0	0	0	0	0	0	42
gene_7332	17.0250562836256	-2.36670562548448	278	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			globin-like protein	4	F:heme binding; P:oxygen transport; F:iron ion binding; F:oxygen binding	-	N	2	17	10	5	24	17	4	0
gene_7352	47.3274416554473	-3.09828232484354	653	Phenol 2-monooxygenase (Phenol hydroxylase)	Colletotrichum higginsianum	Ophiostoma piceae			fad binding domain-containing protein	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	14	25	14	8	68	44	18	10
gene_7382	6.62089665145039	-2.89104161413323	113	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	2	2	2	0	10	6	2	3
gene_7395	7.02048773922129	-2.58461219185041	656	Fungal specific transcription factor domain-containing protein	Stachybotrys chlorohalonata	Ophiostoma piceae			fungal specific transcription factor domain-containing protein	1	P:transcription, DNA-dependent	-	N	0	12	0	0	8	2	4	20
gene_7431	9.05585871289696	-2.58150259666205	428	Putative uncharacterized protein	Fusarium verticillioides	Ophiostoma piceae			hypothetical protein FOXB_14214	0	-		N	6	8	0	0	8	14	2	24
gene_7539	17.9700950377368	-3.0501715313796	467	Allergen Fus c 3	Grosmannia clavigera	Ophiostoma piceae			helix-loop-helix dna-binding domain containing protein	1	F:binding	-	N	3	18	5	0	33	0	2	7
gene_7603	70.1750044369609	-2.84053235917995	303	7alpha-cephem-methoxylase-like protein	Grosmannia clavigera	Ophiostoma piceae			7alpha-cephem-methoxylase-like protein	2	F:transferase activity; P:mycelium development	-	N	30	28	30	16	36	177	68	70
gene_773	8.60481263954111	-2.71774570860562	149	Putative uncharacterized protein	Trichoderma atroviride	Ophiostoma piceae			hypothetical protein TRIATDRAFT_292407	0	-		N	5	4	2	0	0	30	15	6
gene_7763	7.24213892882864	-2.63239020713978	395	Glutaminyl-peptide cyclotransferase	Grosmannia clavigera	Ophiostoma piceae	K00683	E2.3.2.5; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	glutaminyl-peptide cyclotransferase	3	F:transferase activity; F:peptidase activity; P:proteolysis	-	N	0	2	4	2	2	28	1	16
gene_7768	4.89215908494889	-2.20184373567377	1 679	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1941	0	-		N	5	0	2	0	1	0	4	40
gene_7878	15.6994092279417	-2.28789882172896	183	DNAse 1 protein	Grosmannia clavigera	Ophiostoma piceae			dnase1 protein	0	-		N	14	5	5	4	14	4	17	38
gene_7892	1.87911240377677	-2.25042343508396	142	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_983	2	P:primary metabolic process; P:cellular macromolecule metabolic process	-	N	0	0	0	0	4	0	0	0
gene_7926	2.47879600822523	-2.00852862856424	635	Putative uncharacterized protein	 	Ophiostoma piceae			hypothetical protein NEUTE2DRAFT_155543	0	-		N	1	2	0	0	0	10	0	10
gene_7935	7.89994035069501	-2.59865298460993	247	Thymidylate kinase	Magnaporthe oryzae	Ophiostoma piceae	K00943	E2.7.4.9, tmk; dTMP kinase [EC:2.7.4.9]	thymidylate kinase	5	P:dTDP biosynthetic process; P:mycelium development; F:ATP binding; F:thymidylate kinase activity; P:phosphorylation	EC:2.7.4.9	N	2	6	2	1	6	20	4	7
gene_7955	21.0917424032394	-4.08228532463026	1 101	Dynamin 1-like protein	Fusarium fujikuroi	Ophiostoma piceae	K17065	DNM1L; dynamin 1-like protein [EC:3.6.5.5]		0	-		N	2	0	0	4	8	104	4	2
gene_7987	40.971798794195	-2.26521257851555	587	Tripeptidyl-peptidase sed2 (Sedolisin-B)	Grosmannia clavigera	Ophiostoma piceae	K01279	TPP1, CLN2; tripeptidyl-peptidase I [EC:3.4.14.9]	tripeptidyl-peptidase 1	1	F:serine-type peptidase activity	-	Y	48	8	26	4	26	118	10	30
gene_8011	3.01621563458067	-2.4877951803394	288	Fumarylacetoacetate hydrolase family protein	Grosmannia clavigera	Ophiostoma piceae			fumarylacetoacetate hydrolase	2	P:metabolic process; F:hydrolase activity	-	N	0	2	0	0	0	8	2	17
gene_8066	2.9683965666137	-2.18509287702875	667	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6393	2	P:metabolic process; F:catalytic activity		N	0	4	0	0	0	10	0	16
gene_8078	5.92766317652762	-2.08781977750293	537	Altered inheritance of mitochondria protein 6	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_02450	3	P:lipid metabolic process; F:phosphoric diester hydrolase activity; C:cellular_component		N	0	10	0	2	4	8	0	26
gene_8137	3.15220758130789	-2.26439125449153	541	Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)	Magnaporthe oryzae	Ophiostoma piceae			transcription factor cys6	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	0	4	0	0	0	0	4	28
gene_8195	2.02251547322835	-2.33486311891789	518	Major facilitator superfamily domain-containing protein 1	Fusarium verticillioides	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	0	0	0	0	0	26
gene_8254	59.0406389081329	-2.65598218548694	825	Probable phosphoketolase	Grosmannia clavigera	Sporothrix schenckii	K01636	E4.1.2.-; unclassified metabolism	d-xylulose 5-phosphate d-fructose 6-phosphate phosphoketolase-like protein	2	F:aldehyde-lyase activity; P:carbohydrate metabolic process	EC:4.1.2.0	N	24	18	32	19	72	82	18	22
gene_8318	4.55712930016316	-2.16694062247269	737	Putative uncharacterized protein	 	Ophiostoma piceae			carbohydrate-binding module family 19 protein	3	F:unfolded protein binding; P:protein folding; C:prefoldin complex		Y	0	0	8	0	0	0	0	52
gene_8389	22.3651716713833	-4.98472570167451	574	Pyruvate decarboxylase	Grosmannia clavigera	Ophiostoma piceae	K01568	E4.1.1.1, pdc; pyruvate decarboxylase [EC:4.1.1.1]	pyruvate decarboxylase	4	P:metabolic process; F:catalytic activity; F:magnesium ion binding; F:thiamine pyrophosphate binding	-	N	0	4	0	0	37	26	2	6
gene_8445	353.915088527314	-2.97351877594144	318	Catechol 1,2-dioxygenase	Neurospora crassa	Ophiostoma piceae			chlorocatechol -dioxygenase	4	F:catechol 1,2-dioxygenase activity; F:ferric iron binding; P:catechol-containing compound metabolic process; P:oxidation-reduction process	EC:1.13.11.1	N	106	191	122	89	333	716	181	200
gene_8530.1	1.71135924657783	-2.14493341735456	89	Putative uncharacterized protein	 					0	-		N	0	0	0	0	0	0	0	22
gene_8586	7.38769447809781	-3.67841367350903	499	3-hydroxybenzoate 6-hydroxylase	Fusarium oxysporum	Fusarium oxysporum			salicylate hydroxylase	2	F:oxidoreductase activity; P:oxidation-reduction process	-	N	0	2	0	0	2	0	8	62
gene_8609	1.70797671034886	-2.14272495470603	385	NADPH dehydrogenase 3 (Old yellow enzyme 3)	Togninia minima	Togninia minima	K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]	nadh:flavin oxidoreductase nadh oxidase family protein	3	F:FMN binding; F:oxidoreductase activity; P:oxidation-reduction process	-	N	0	0	0	0	2	2	0	6
